feature,feat_class,pred_class,x,y,fdr_pval_byclass,resp_class,error_type
FT0625,Bad,Bad,-0.21939393939393936,-0.29060606060606053,9.432460014929205e-5,15m = DCM < 175m,Bad peak avoided
FT0627,Bad,Bad,-0.19878787878787874,-0.26121212121212123,7.466497985263669e-4,15m = DCM < 175m,Bad peak avoided
FT0628,Bad,Bad,-0.22333333333333338,0.02651515151515138,0.17942468704954798,DCM < 15m = 175m,Bad peak avoided
FT0629,Bad,Bad,-0.005757575757575739,-0.1665151515151515,0.4085890804478508,Hard to tell,Bad peak avoided
FT0630,Bad,Bad,-0.041818181818181865,-0.0603030303030303,0.9144179080450074,All equal,Bad peak avoided
FT0631,Bad,Bad,-0.10787878787878791,-0.11151515151515157,0.613873366893541,All equal,Bad peak avoided
FT0632,Bad,Bad,-0.09575757575757571,-0.047878787878787854,0.8674524610357536,All equal,Bad peak avoided
FT0633,Bad,Bad,-0.027575757575757587,-0.10227272727272729,0.8568722947591318,All equal,Bad peak avoided
FT0634,Bad,Bad,-0.047272727272727244,-0.06969696969696959,0.8962587121085539,All equal,Bad peak avoided
FT0635,Bad,Good,-0.05727272727272725,-0.07045454545454555,0.5439427827596849,All equal,Bad peak included
FT0636,Bad,Bad,-0.11848484848484853,-0.18651515151515152,0.09399748187664146,15m = DCM < 175m,Bad peak avoided
FT0638,Bad,Bad,-0.2051515151515152,0.004090909090909145,0.30434517488172763,DCM < 15m = 175m,Bad peak avoided
FT0639,Bad,Bad,-0.022424242424242458,-0.08212121212121204,0.8812464211570203,All equal,Bad peak avoided
FT0640,Bad,Bad,-0.027878787878787836,-0.03212121212121222,0.9884830418324115,All equal,Bad peak avoided
FT0641,Bad,Bad,-0.07212121212121214,-0.07787878787878788,0.8568722947591318,All equal,Bad peak avoided
FT0644,Bad,Bad,-0.030909090909090886,0.025151515151515147,0.9914008451586125,All equal,Bad peak avoided
FT0646,Bad,Bad,6.060606060604989e-4,0.05909090909090908,0.9527183932848291,All equal,Bad peak avoided
FT0647,Bad,Bad,-0.0072727272727273196,0.050303030303030294,0.9642104645357824,All equal,Bad peak avoided
FT0648,Bad,Bad,-0.045454545454545414,0.030606060606060526,0.9642104645357824,All equal,Bad peak avoided
FT0649,Bad,Bad,0.00121212121212122,0.033333333333333215,0.9914008451586125,All equal,Bad peak avoided
FT0651,Bad,Bad,-0.07272727272727275,-0.06242424242424249,0.8674524610357536,All equal,Bad peak avoided
FT0652,Bad,Bad,-0.19878787878787874,0.004242424242424159,0.35780072517132544,DCM < 15m = 175m,Bad peak avoided
FT0653,Bad,Bad,-0.09272727272727277,-0.039090909090909065,0.8674524610357536,All equal,Bad peak avoided
FT0654,Bad,Bad,-0.08060606060606057,-0.011818181818181728,0.9129501790045575,All equal,Bad peak avoided
FT0655,Bad,Bad,-0.08666666666666667,-0.060909090909091024,0.8674524610357536,All equal,Bad peak avoided
FT0656,Bad,Bad,-0.12484848484848488,-0.018787878787878798,0.8568722947591318,All equal,Bad peak avoided
FT0657,Bad,Bad,-0.1327272727272727,-9.090909090909705e-4,0.8382034328072294,All equal,Bad peak avoided
FT0658,Bad,Bad,-0.11151515151515146,-0.019393939393939297,0.8645222956220753,All equal,Bad peak avoided
FT0659,Bad,Bad,-0.051515151515151514,-0.013636363636363669,0.9693904539387511,All equal,Bad peak avoided
FT0660,Bad,Bad,-0.07878787878787874,-0.08484848484848473,0.8568722947591318,All equal,Bad peak avoided
FT0667,Bad,Bad,-0.027878787878787836,0.019393939393939297,0.9914008451586125,All equal,Bad peak avoided
FT0668,Bad,Bad,0.056363636363636394,0.014242424242424168,0.9642104645357824,All equal,Bad peak avoided
FT0670,Bad,Bad,-0.11545454545454548,-0.015000000000000124,0.8568722947591318,All equal,Bad peak avoided
FT0673,Bad,Bad,-0.05757575757575761,-0.052424242424242484,0.9126758464291976,All equal,Bad peak avoided
FT0674,Bad,Bad,-0.12303030303030305,0.003939393939393909,0.8568722947591318,All equal,Bad peak avoided
FT0675,Bad,Bad,-0.09272727272727277,-0.040909090909091006,0.8674524610357536,All equal,Bad peak avoided
FT0676,Bad,Bad,-0.1387878787878788,-0.024545454545454426,0.7862840431387088,All equal,Bad peak avoided
FT0677,Good,Good,0.5478787878787879,0.32727272727272716,1.4901911432929425e-14,DCM > 15m > 175m,Good peak found
FT0680,Bad,Bad,0.0072727272727273196,-0.07212121212121225,0.9126758464291976,All equal,Bad peak avoided
FT0681,Bad,Bad,0.041212121212121255,-0.15151515151515138,0.5088534380032081,Hard to tell,Bad peak avoided
FT0683,Bad,Bad,0.12909090909090915,0.0542424242424242,0.7804258822745972,All equal,Bad peak avoided
FT0684,Bad,Bad,0.030909090909090997,0.043939393939393945,0.9642104645357824,All equal,Bad peak avoided
FT0685,Bad,Bad,-0.09999999999999998,-0.038484848484848566,0.8674524610357536,All equal,Bad peak avoided
FT0686,Bad,Bad,-0.2672727272727272,-0.09363636363636352,0.02024508010981397,DCM < 15m = 175m,Bad peak avoided
FT0687,Bad,Bad,-0.14424242424242428,-0.025454545454545396,0.7671967136624267,All equal,Bad peak avoided
FT0688,Bad,Bad,-0.11636363636363634,-0.030909090909090775,0.8568722947591318,All equal,Bad peak avoided
FT0689,Bad,Bad,-0.09878787878787876,-0.018484848484848326,0.8674524610357536,All equal,Bad peak avoided
FT0691,Bad,Bad,-0.09272727272727277,-0.037878787878787845,0.8674524610357536,All equal,Bad peak avoided
FT0693,Bad,Bad,0.13454545454545452,0.0369696969696971,0.789777735759117,All equal,Bad peak avoided
FT0695,Bad,Bad,0.043636363636363695,0.017575757575757578,0.9865360476130436,All equal,Bad peak avoided
FT0697,Bad,Bad,-0.027272727272727226,0.073030303030303,0.9111365485677579,All equal,Bad peak avoided
FT0698,Bad,Bad,-0.07090909090909092,-0.031818181818181746,0.9200330859381971,All equal,Bad peak avoided
FT0699,Bad,Bad,-0.08181818181818179,-0.027575757575757365,0.9119877407933571,All equal,Bad peak avoided
FT0700,Bad,Bad,-0.09878787878787876,-0.07484848484848472,0.8429821921175052,All equal,Bad peak avoided
FT0701,Bad,Bad,-0.14424242424242428,-0.06242424242424249,0.6633101782888946,Hard to tell,Bad peak avoided
FT0702,Bad,Bad,-0.08545454545454545,-0.044545454545454444,0.8703503246617553,All equal,Bad peak avoided
FT0703,Bad,Bad,-0.07696969696969702,-0.006363636363636349,0.9283829551453834,All equal,Bad peak avoided
FT0704,Bad,Bad,-0.033939393939393936,-0.052727272727272734,0.9455707347548751,All equal,Bad peak avoided
FT0705,Bad,Bad,-0.12727272727272732,-0.041818181818181976,0.8218421903068662,All equal,Bad peak avoided
FT0709,Bad,Bad,0.0078787878787878185,0.06212121212121202,0.9455707347548751,All equal,Bad peak avoided
FT0710,Bad,Bad,0.052727272727272734,0.08636363636363642,0.8674524610357536,All equal,Bad peak avoided
FT0711,Bad,Bad,0.08484848484848495,0.042424242424242475,0.8795374362201134,All equal,Bad peak avoided
FT0712,Bad,Bad,-0.06303030303030299,-0.09757575757575765,0.8451082487079455,All equal,Bad peak avoided
FT0713,Bad,Bad,-0.043030303030303085,0.0851515151515152,0.8674524610357536,All equal,Bad peak avoided
FT0716,Bad,Bad,-0.08121212121212118,0.0060606060606061,0.9136779049719319,All equal,Bad peak avoided
FT0718,Bad,Bad,-0.1139393939393939,-0.046666666666666634,0.8568722947591318,All equal,Bad peak avoided
FT0719,Bad,Bad,-0.08181818181818179,0.0033333333333334103,0.9126758464291976,All equal,Bad peak avoided
FT0720,Bad,Bad,-0.10484848484848486,-0.022121212121212208,0.8674524610357536,All equal,Bad peak avoided
FT0722,Bad,Bad,-0.1703030303030303,-0.035454545454545405,0.5510806931428733,Hard to tell,Bad peak avoided
FT0723,Bad,Bad,-0.08424242424242423,3.030303030304715e-4,0.9126758464291976,All equal,Bad peak avoided
FT0724,Bad,Bad,0.12787878787878793,-0.026969696969696866,0.8429821921175052,All equal,Bad peak avoided
FT0725,Bad,Bad,0.06606060606060615,-0.06393939393939396,0.8703503246617553,All equal,Bad peak avoided
FT0726,Bad,Bad,0.09272727272727277,-0.034242424242424185,0.8685117198569428,All equal,Bad peak avoided
FT0727,Bad,Bad,0.06848484848484837,-0.08030303030303032,0.8568722947591318,All equal,Bad peak avoided
FT0728,Bad,Bad,-0.048484848484848464,-0.013939393939393918,0.979281160751226,All equal,Bad peak avoided
FT0729,Bad,Bad,0.07333333333333325,-0.07181818181818178,0.8674524610357536,All equal,Bad peak avoided
FT0731,Bad,Bad,0.07666666666666666,-0.05318181818181822,0.8782485089023165,All equal,Bad peak avoided
FT0732,Bad,Bad,-0.0824242424242424,-0.01575757575757586,0.9126758464291976,All equal,Bad peak avoided
FT0733,Bad,Bad,0.11696969696969695,-0.0784848484848486,0.7618116155069199,All equal,Bad peak avoided
FT0734,Bad,Bad,0.11272727272727279,-0.044848484848484915,0.8568722947591318,All equal,Bad peak avoided
FT0735,Bad,Bad,6.060606060604989e-4,-0.029696969696969777,0.8568722947591318,All equal,Bad peak avoided
FT0737,Good,Good,0.6448484848484848,-0.13515151515151524,1.772351477480492e-14,DCM > 15m = 175m,Good peak found
FT0738,Bad,Bad,0.11636363636363645,0,0.8568722947591318,All equal,Bad peak avoided
FT0739,Bad,Bad,0.09696969696969693,-0.06242424242424249,0.8568722947591318,All equal,Bad peak avoided
FT0740,Bad,Bad,0.046060606060606135,0.046666666666666856,0.9455707347548751,All equal,Bad peak avoided
FT0741,Bad,Good,0.40121212121212113,0.14969696969696966,9.374337444973577e-7,DCM > 15m > 175m,Bad peak included
FT0743,Bad,Bad,0.07090909090909081,0.06575757575757568,0.8674524610357536,All equal,Bad peak avoided
FT0750,Bad,Bad,0.2393939393939395,0.5403030303030305,2.1589613391889727e-13,15m = DCM > 175m,Bad peak avoided
FT0751,Good,Good,-0.1333333333333333,0.5575757575757576,3.038993541551627e-14,15m > DCM > 175m,Good peak found
FT0752,Bad,Bad,0.2412121212121212,0.5254545454545454,6.888846346051117e-13,15m = DCM > 175m,Bad peak avoided
FT0753,Bad,Bad,0.22545454545454535,0.4824242424242424,5.6749432675763825e-11,15m = DCM > 175m,Bad peak avoided
FT0754,Bad,Bad,0.21575757575757581,0.4418181818181819,2.4322640370370997e-9,15m = DCM > 175m,Bad peak avoided
FT0755,Bad,Bad,0.09666666666666668,0.24015151515151523,0.013674827874257832,15m = DCM > 175m,Bad peak avoided
FT0757,Bad,Bad,0.11515151515151523,0.027878787878787836,0.789777735759117,All equal,Bad peak avoided
FT0761,Bad,Bad,0.003030303030302939,0.041515151515151505,0.9865360476130436,All equal,Bad peak avoided
FT0762,Bad,Bad,0.07454545454545447,0.036060606060606126,0.9126758464291976,All equal,Bad peak avoided
FT0763,Bad,Bad,-0.0060606060606061,0.035151515151515156,0.9914008451586125,All equal,Bad peak avoided
FT0764,Bad,Bad,-0.024242424242424288,0.24484848484848487,0.024139357038036886,15m > DCM = 175m,Bad peak avoided
FT0765,Bad,Bad,0.08363636363636373,0.31878787878787884,3.425307702063345e-4,15m = DCM > 175m,Bad peak avoided
FT0766,Bad,Bad,-0.040606060606060645,0.12454545454545451,0.7503106770838996,All equal,Bad peak avoided
FT0770,Bad,Bad,0.28848484848484857,0.16666666666666674,0.001503316168751786,15m = DCM > 175m,Bad peak avoided
FT0773,Good,Bad,0.14363636363636356,0.3042424242424242,2.756885429750373e-4,15m = DCM > 175m,Good peak missed
FT0776,Bad,Bad,-0.009090909090909038,0.006363636363636349,0.9993559284383016,All equal,Bad peak avoided
FT0777,Bad,Bad,-0.07151515151515153,0.049696969696969795,0.9014270700301251,All equal,Bad peak avoided
FT0779,Bad,Bad,0.029696969696969777,0.042727272727272725,0.9642104645357824,All equal,Bad peak avoided
FT0780,Bad,Bad,0.057272727272727364,0.04439393939393943,0.9283829551453834,All equal,Bad peak avoided
FT0782,Bad,Bad,0.019090909090909047,0.014999999999999902,0.9941730824496712,All equal,Bad peak avoided
FT0783,Good,Good,0.3999999999999999,0.3181818181818181,4.4356344141658375e-10,DCM > 15m > 175m,Good peak found
FT0784,Bad,Bad,0.24,0.16454545454545455,0.009660774594957984,15m = DCM > 175m,Bad peak avoided
FT0785,Bad,Bad,0.11939393939393939,0.22212121212121216,0.024872127436820254,15m = DCM > 175m,Bad peak avoided
FT0786,Good,Good,0.030909090909090997,0.625151515151515,1.4268869487002237e-16,15m > DCM > 175m,Good peak found
FT0787,Good,Good,-0.050303030303030294,0.5548484848484847,1.0733032165444396e-13,15m > DCM > 175m,Good peak found
FT0788,Bad,Bad,0.035757575757575655,0.0924242424242423,0.8674524610357536,All equal,Bad peak avoided
FT0790,Bad,Bad,-0.0018181818181818299,0.019696969696969546,0.9941730824496712,All equal,Bad peak avoided
FT0791,Bad,Bad,-0.00303030303030305,0.2051515151515153,0.12497259046857832,Hard to tell,Bad peak avoided
FT0792,Bad,Good,0.07757575757575763,0.146060606060606,0.09754559870595156,Hard to tell,Bad peak included
FT0793,Bad,Bad,0.0181818181818183,0.11272727272727279,0.8429821921175052,All equal,Bad peak avoided
FT0794,Bad,Bad,0.035151515151515156,-0.047272727272727355,0.9111365485677579,All equal,Bad peak avoided
FT0795,Bad,Bad,0.06000000000000005,0.05757575757575761,0.8674524610357536,All equal,Bad peak avoided
FT0798,Good,Bad,0.40666666666666673,0.27848484848484856,4.112157858357193e-8,DCM > 15m > 175m,Good peak missed
FT0800,Good,Good,0.373939393939394,0.333030303030303,7.592191181058123e-10,15m = DCM > 175m,Good peak found
FT0801,Good,Good,0.3903030303030304,0.31454545454545446,9.677721825186577e-10,15m = DCM > 175m,Good peak found
FT0804,Bad,Bad,0.049090909090909074,0.028484848484848335,0.9642104645357824,All equal,Bad peak avoided
FT0805,Bad,Bad,-0.0696969696969697,0.18939393939393923,0.15759917117168867,15m > DCM = 175m,Bad peak avoided
FT0806,Good,Good,-0.050303030303030294,0.5578787878787876,8.118320350373653e-14,15m > DCM > 175m,Good peak found
FT0807,Good,Good,0.016363636363636358,0.6324242424242423,8.36032115131685e-17,15m > DCM > 175m,Good peak found
FT0808,Bad,Bad,-0.07636363636363641,0.059393939393939554,0.8674524610357536,All equal,Bad peak avoided
FT0811,Good,Good,0.34545454545454546,0.3878787878787877,7.4471054973732e-11,15m = DCM > 175m,Good peak found
FT0812,Good,Good,0.16727272727272724,0.5763636363636362,2.918011211712974e-15,15m > DCM > 175m,Good peak found
FT0813,Good,Good,0.036969696969696875,0.5833333333333335,7.209733045294232e-15,15m > DCM > 175m,Good peak found
FT0814,Bad,Bad,0.051515151515151514,0.4900000000000002,9.183547988993691e-10,15m > DCM > 175m,Bad peak avoided
FT0815,Good,Bad,0.06181818181818177,0.5812121212121211,1.2737925062445245e-13,15m > DCM > 175m,Good peak missed
FT0816,Good,Good,0.041818181818181754,0.5863636363636364,5.275095347527225e-15,15m > DCM > 175m,Good peak found
FT0817,Good,Good,0.33212121212121204,0.46606060606060606,2.606711518155186e-13,15m = DCM > 175m,Good peak found
FT0818,Bad,Good,0.27333333333333343,0.4566666666666668,7.1980544003481555e-12,15m = DCM > 175m,Bad peak included
FT0819,Bad,Bad,0.1830303030303031,0.3903030303030304,4.2758079197077316e-7,15m = DCM > 175m,Bad peak avoided
FT0820,Bad,Bad,0.19878787878787874,0.40727272727272723,7.232871830696316e-8,15m = DCM > 175m,Bad peak avoided
FT0822,Bad,Bad,0.07939393939393935,0.23969696969696974,0.020442190116444145,15m = DCM > 175m,Bad peak avoided
FT0823,Bad,Bad,0.036969696969696875,0.33969696969696983,1.3837526791166444e-4,15m > DCM > 175m,Bad peak avoided
FT0827,Bad,Bad,-0.044848484848484804,0.043030303030302974,0.9542126988846561,All equal,Bad peak avoided
FT0828,Bad,Bad,-0.3490909090909091,-0.046060606060606135,0.0011219492395262284,DCM < 15m = 175m,Bad peak avoided
FT0829,Bad,Bad,-0.13636363636363635,-0.009696969696969537,0.8190088920293577,All equal,Bad peak avoided
FT0830,Bad,Bad,-0.08484848484848484,-0.07939393939393935,0.8568722947591318,All equal,Bad peak avoided
FT0831,Bad,Bad,-0.016969696969696968,0.044242424242424194,0.9693904539387511,All equal,Bad peak avoided
FT0832,Bad,Bad,-0.08787878787878789,0.045151515151515165,0.8674524610357536,All equal,Bad peak avoided
FT0833,Bad,Bad,-0.11333333333333329,-0.005151515151515129,0.8645222956220753,All equal,Bad peak avoided
FT0835,Bad,Bad,0.025757575757575868,-0.004999999999999893,0.9914008451586125,All equal,Bad peak avoided
FT0836,Good,Good,0.041818181818181754,0.5857575757575759,5.531748258604223e-15,15m > DCM > 175m,Good peak found
FT0837,Good,Bad,0.5024242424242424,0.011818181818181728,1.3056394644610538e-7,DCM > 15m = 175m,Good peak missed
FT0838,Good,Good,0.40969696969696967,0.35636363636363644,2.182805086828563e-11,15m = DCM > 175m,Good peak found
FT0839,Good,Good,0.2521212121212122,0.4327272727272726,1.1776548349963845e-10,15m = DCM > 175m,Good peak found
FT0840,Good,Good,0.35030303030303034,0.42121212121212137,4.466344320275048e-12,15m = DCM > 175m,Good peak found
FT0841,Bad,Bad,-0.039393939393939426,0.6112121212121213,6.46410010998224e-15,15m > DCM > 175m,Bad peak avoided
FT0842,Good,Good,0.30787878787878786,0.40787878787878773,9.305586789352163e-11,15m = DCM > 175m,Good peak found
FT0843,Bad,Bad,-0.00484848484848488,0.09272727272727277,0.43041987308121854,Hard to tell,Bad peak avoided
FT0845,Bad,Bad,0.18272727272727263,0.23378787878787866,6.378085875723091e-4,15m = DCM > 175m,Bad peak avoided
FT0847,Bad,Bad,-0.15939393939393942,-0.01060606060606073,0.6778614532827388,All equal,Bad peak avoided
FT0848,Bad,Bad,-0.13030303030303025,0.014848484848484889,0.8429821921175052,All equal,Bad peak avoided
FT0849,Bad,Bad,-0.13030303030303036,0.030000000000000027,0.8340870007352416,All equal,Bad peak avoided
FT0850,Bad,Bad,0.0078787878787878185,-0.025151515151515147,0.9941730824496712,All equal,Bad peak avoided
FT0852,Bad,Bad,-0.07757575757575752,-0.020606060606060517,0.9144179080450074,All equal,Bad peak avoided
FT0853,Bad,Bad,-0.08909090909090911,-0.02515151515151537,0.8958950886703353,All equal,Bad peak avoided
FT0854,Bad,Bad,-0.0824242424242424,-0.01696969696969708,0.9126758464291976,All equal,Bad peak avoided
FT0855,Bad,Bad,-0.06242424242424238,-0.011212121212121229,0.9606884258628056,All equal,Bad peak avoided
FT0856,Bad,Bad,-0.18727272727272726,-0.0542424242424242,0.36787509956558906,Hard to tell,Bad peak avoided
FT0857,Bad,Bad,-0.08545454545454545,-0.025151515151515147,0.9094954122874628,All equal,Bad peak avoided
FT0858,Bad,Bad,0.036969696969696875,-0.09727272727272718,0.8568722947591318,All equal,Bad peak avoided
FT0859,Bad,Bad,-0.10363636363636364,-0.003939393939393909,0.8674524610357536,All equal,Bad peak avoided
FT0862,Good,Good,0.4745454545454546,0.34272727272727277,9.41557599262865e-13,DCM > 15m > 175m,Good peak found
FT0863,Good,Good,0.353939393939394,0.3806060606060606,8.195917206693005e-11,15m = DCM > 175m,Good peak found
FT0864,Bad,Bad,0.17212121212121212,0.2460606060606061,0.0029965428343595706,15m = DCM > 175m,Bad peak avoided
FT0865,Bad,Bad,0.19212121212121214,0.20696969696969703,0.009493176471612802,15m = DCM > 175m,Bad peak avoided
FT0866,Bad,Bad,0.01090909090909098,0.04121212121212103,0.984945181542457,All equal,Bad peak avoided
FT0867,Bad,Bad,-0.06060606060606066,0.039393939393939315,0.9337094437105292,All equal,Bad peak avoided
FT0868,Bad,Bad,-0.009696969696969648,0.08727272727272717,0.8674524610357536,All equal,Bad peak avoided
FT0869,Bad,Bad,-0.1763636363636364,-0.031212121212121247,0.5070522928902875,Hard to tell,Bad peak avoided
FT0870,Bad,Bad,-0.08969696969696972,-0.00121212121212122,0.9111365485677579,All equal,Bad peak avoided
FT0871,Bad,Bad,-0.0696969696969697,0.038484848484848344,0.9126758464291976,All equal,Bad peak avoided
FT0872,Bad,Bad,-0.022424242424242458,0.020909090909090988,0.9923181630842919,All equal,Bad peak avoided
FT0874,Bad,Bad,-0.027272727272727226,0.011212121212121229,0.9941730824496712,All equal,Bad peak avoided
FT0875,Bad,Bad,-0.1012121212121212,0.014848484848484889,0.8674524610357536,All equal,Bad peak avoided
FT0879,Bad,Bad,0.07757575757575763,-0.010303030303030258,0.9249958227848376,All equal,Bad peak avoided
FT0880,Good,Good,0.42121212121212115,0.3415151515151513,2.973054367208628e-11,DCM > 15m > 175m,Good peak found
FT0881,Good,Good,0.43515151515151507,0.3472727272727272,8.668833599382664e-12,DCM > 15m > 175m,Good peak found
FT0882,Bad,Bad,0.40787878787878795,0.311818181818182,5.644180119389033e-9,DCM > 15m > 175m,Bad peak avoided
FT0884,Bad,Bad,-0.038787878787878816,-0.031515151515151496,0.9713374095862983,All equal,Bad peak avoided
FT0885,Bad,Bad,-0.013939393939393918,-0.01303030303030317,0.995229772451297,All equal,Bad peak avoided
FT0886,Bad,Bad,-0.019393939393939408,-0.01575757575757586,0.9941730824496712,All equal,Bad peak avoided
FT0891,Bad,Bad,-0.020606060606060628,-3.0303030303024947e-4,0.9693904539387511,All equal,Bad peak avoided
FT0895,Good,Bad,-0.005151515151515129,-0.011666666666666714,0.9964663080015309,All equal,Good peak missed
FT0896,Bad,Bad,0.018787878787878798,-0.045151515151515165,0.9627281000918934,All equal,Bad peak avoided
FT0898,Bad,Bad,0.052727272727272734,0.019696969696969546,0.9642104645357824,All equal,Bad peak avoided
FT0899,Bad,Bad,0.11939393939393939,0.040909090909091006,0.8535050560758728,All equal,Bad peak avoided
FT0900,Bad,Bad,-0.021818181818181848,-0.047878787878787854,0.9642104645357824,All equal,Bad peak avoided
FT0901,Bad,Bad,-0.08181818181818179,0.04272727272727295,0.8859686190717688,All equal,Bad peak avoided
FT0902,Bad,Bad,-0.00424242424242427,0.027575757575757587,0.9941730824496712,All equal,Bad peak avoided
FT0903,Bad,Bad,-0.041818181818181865,0.036666666666666625,0.9642104645357824,All equal,Bad peak avoided
FT0905,Bad,Bad,0.016969696969696857,0.043030303030302974,0.9742986776052337,All equal,Bad peak avoided
FT0906,Bad,Bad,0.1206060606060606,0.07000000000000006,0.7772395183479441,All equal,Bad peak avoided
FT0907,Bad,Bad,-0.23636363636363633,-0.07333333333333325,0.07945846396009841,DCM < 15m = 175m,Bad peak avoided
FT0909,Bad,Bad,-0.14848484848484844,-0.05545454545454542,0.6579947997716883,Hard to tell,Bad peak avoided
FT0911,Bad,Bad,0.07878787878787885,-0.06060606060606055,0.8674524610357536,All equal,Bad peak avoided
FT0912,Bad,Bad,0.03333333333333344,-0.016666666666666607,0.9914008451586125,All equal,Bad peak avoided
FT0913,Bad,Bad,0.036969696969696875,0.013030303030302948,0.9914008451586125,All equal,Bad peak avoided
FT0914,Bad,Bad,0.14848484848484844,0.05303030303030298,0.6715787379938128,All equal,Bad peak avoided
FT0915,Bad,Bad,0.03212121212121222,0.026969696969697088,0.9884830418324115,All equal,Bad peak avoided
FT0916,Bad,Bad,-0.19151515151515153,-0.040000000000000036,0.36826583885381536,Hard to tell,Bad peak avoided
FT0918,Bad,Bad,0.050303030303030294,-0.019090909090909047,0.9693904539387511,All equal,Bad peak avoided
FT0919,Bad,Bad,0.012727272727272698,-0.039696969696969564,0.9873321023691858,All equal,Bad peak avoided
FT0920,Bad,Bad,0.004242424242424159,-0.006363636363636349,0.9993559284383016,All equal,Bad peak avoided
FT0921,Bad,Bad,-0.024848484848484897,-0.00696969696969707,0.9941730824496712,All equal,Bad peak avoided
FT0922,Bad,Bad,-0.0072727272727273196,-0.017575757575757578,0.9942649093463045,All equal,Bad peak avoided
FT0923,Bad,Bad,-0.07757575757575752,0.015151515151515138,0.9200330859381971,All equal,Bad peak avoided
FT0924,Bad,Bad,-0.09878787878787876,0.008787878787878789,0.8703503246617553,All equal,Bad peak avoided
FT0925,Bad,Bad,-0.10303030303030303,0.0018181818181817189,0.8674524610357536,All equal,Bad peak avoided
FT0926,Bad,Bad,-0.08787878787878789,0.00696969696969707,0.9111365485677579,All equal,Bad peak avoided
FT0927,Bad,Bad,-0.09939393939393937,-0.012727272727272698,0.8685117198569428,All equal,Bad peak avoided
FT0928,Bad,Bad,-0.06666666666666665,-0.038787878787878816,0.9181484048455109,All equal,Bad peak avoided
FT0929,Bad,Bad,-0.056969696969697003,0.035151515151515156,0.9455707347548751,All equal,Bad peak avoided
FT0931,Bad,Bad,-0.06909090909090909,0.03151515151515172,0.9267091421073469,All equal,Bad peak avoided
FT0933,Bad,Bad,-0.07969696969696971,-0.08106060606060606,0.8568722947591318,All equal,Bad peak avoided
FT0934,Bad,Bad,-0.09272727272727277,-0.05666666666666664,0.8645222956220753,All equal,Bad peak avoided
FT0936,Bad,Bad,-0.052121212121212124,0.07515151515151519,0.8674524610357536,All equal,Bad peak avoided
FT0937,Bad,Bad,-0.05878787878787872,0.0724242424242425,0.8674524610357536,All equal,Bad peak avoided
FT0938,Bad,Bad,-0.018181818181818188,0.07151515151515153,0.9126758464291976,All equal,Bad peak avoided
FT0939,Bad,Bad,-0.032727272727272716,0.11090909090909085,0.8400209493469638,All equal,Bad peak avoided
FT0940,Bad,Bad,-0.021515151515151487,0.0646969696969697,0.9277320626358875,All equal,Bad peak avoided
FT0941,Bad,Bad,-0.029696969696969666,0.10333333333333328,0.8568722947591318,All equal,Bad peak avoided
FT0942,Bad,Bad,-0.1145454545454545,-0.04999999999999982,0.8440319187745489,All equal,Bad peak avoided
FT0943,Bad,Bad,0.0078787878787878185,-0.09545454545454546,0.8674524610357536,All equal,Bad peak avoided
FT0944,Bad,Bad,-0.2145454545454546,-0.0078787878787878185,0.23948035475920393,DCM < 15m = 175m,Bad peak avoided
FT0945,Bad,Bad,-0.1206060606060606,-0.00575757575757585,0.8568722947591318,All equal,Bad peak avoided
FT0946,Bad,Bad,-0.11575757575757573,0.0015151515151514694,0.8568722947591318,All equal,Bad peak avoided
FT0947,Bad,Bad,-0.11818181818181817,-0.014242424242424168,0.8568722947591318,All equal,Bad peak avoided
FT0949,Bad,Bad,-0.056969696969697003,-0.041818181818181754,0.9410884099560776,All equal,Bad peak avoided
FT0950,Bad,Bad,-0.0951515151515151,-0.07666666666666666,0.8451082487079455,All equal,Bad peak avoided
FT0951,Bad,Bad,-0.11818181818181817,-0.10999999999999988,0.5676762671422606,Hard to tell,Bad peak avoided
FT0952,Bad,Bad,-0.047878787878787854,-0.008181818181818068,0.984945181542457,All equal,Bad peak avoided
FT0953,Bad,Bad,-0.11303030303030304,-0.13469696969696976,0.4085890804478508,Hard to tell,Bad peak avoided
FT0957,Bad,Bad,0.0072727272727273196,0.10242424242424253,0.8568722947591318,All equal,Bad peak avoided
FT0958,Bad,Bad,-0.050303030303030294,0.023939393939393927,0.9642104645357824,All equal,Bad peak avoided
FT0959,Bad,Bad,0.036969696969696875,0.046363636363636385,0.9574085035543667,All equal,Bad peak avoided
FT0960,Bad,Bad,0.030909090909090997,0.034848484848484684,0.9804056503115304,All equal,Bad peak avoided
FT0961,Good,Good,0.47212121212121216,-0.036666666666666625,7.856410828032842e-8,DCM > 15m = 175m,Good peak found
FT0962,Bad,Bad,0.4042424242424243,0.09484848484848474,3.272653596765013e-5,DCM > 15m = 175m,Bad peak avoided
FT0963,Bad,Bad,0.09636363636363643,-0.032424242424242244,0.8674524610357536,All equal,Bad peak avoided
FT0965,Bad,Bad,-0.005454545454545379,-0.046363636363636385,0.9693904539387511,All equal,Bad peak avoided
FT0966,Bad,Bad,-0.1587878787878788,-0.043030303030302974,0.627284170581097,Hard to tell,Bad peak avoided
FT0967,Bad,Bad,0.021818181818181737,-0.029090909090909278,0.9914008451586125,All equal,Bad peak avoided
FT0968,Bad,Bad,0.035151515151515156,-0.015151515151515138,0.9914008451586125,All equal,Bad peak avoided
