feature,feat_class,pred_class,x,y,fdr_pval_byclass,resp_class,error_type
FT1217,Bad,Bad,-0.027878787878787836,-0.017575757575757578,0.9914008451586125,All equal,Bad peak avoided
FT1219,Bad,Bad,0.05878787878787883,-0.105151515151515,0.8340870007352416,All equal,Bad peak avoided
FT1221,Good,Good,0.10363636363636375,0.4839393939393939,5.972082282706128e-11,15m > DCM > 175m,Good peak found
FT1222,Bad,Bad,-0.011515151515151478,-0.036060606060606126,0.9907365632022873,All equal,Bad peak avoided
FT1223,Bad,Bad,0.029696969696969777,-0.30272727272727273,0.001256637612645027,15m < DCM = 175m,Bad peak avoided
FT1226,Good,Good,-0.11333333333333329,0.01969696969696977,0.4454654726848806,All equal,Good peak found
FT1228,Good,Good,0.584848484848485,-0.2009090909090907,3.4882815274348807e-13,DCM > 175m > 15m,Good peak found
FT1231,Bad,Bad,-0.054545454545454564,0.05333333333333323,0.9126758464291976,All equal,Bad peak avoided
FT1232,Bad,Bad,-0.05818181818181822,0.0060606060606061,0.9642104645357824,All equal,Bad peak avoided
FT1233,Bad,Bad,0.01090909090909098,0.0115151515151517,0.9964663080015309,All equal,Bad peak avoided
FT1234,Bad,Bad,0.017575757575757578,0.051212121212121264,0.9642104645357824,All equal,Bad peak avoided
FT1235,Good,Bad,-0.055151515151515174,-0.027575757575757587,0.9606884258628056,All equal,Good peak missed
FT1236,Good,Good,0.25454545454545463,0.5084848484848483,1.3542352845355823e-13,15m = DCM > 175m,Good peak found
FT1240,Bad,Bad,0.11212121212121207,0.028787878787878807,0.8568722947591318,All equal,Bad peak avoided
FT1242,Good,Good,0.3054545454545454,0.4915151515151517,9.351732657687333e-14,15m = DCM > 175m,Good peak found
FT1246,Good,Good,0.003030303030302939,0.6330303030303028,8.36032115131685e-17,15m > DCM > 175m,Good peak found
FT1247,Good,Good,0.12787878787878793,0.5675757575757574,1.2219890598845825e-14,15m > DCM > 175m,Good peak found
FT1248,Good,Good,0.041212121212121255,0.581818181818182,7.879238027332284e-15,15m > DCM > 175m,Good peak found
FT1249,Bad,Bad,0.23212121212121217,0.3136363636363635,1.641744031146376e-5,15m = DCM > 175m,Bad peak avoided
FT1250,Bad,Bad,-0.024848484848484897,-0.3009090909090908,0.0014062129386800907,15m = DCM < 175m,Bad peak avoided
FT1252,Bad,Bad,-0.08121212121212118,0.03939393939393954,0.8977911974448339,All equal,Bad peak avoided
FT1253,Bad,Bad,-0.12090909090909097,-0.1786363636363637,0.11807754533899142,15m = DCM < 175m,Bad peak avoided
FT1254,Bad,Bad,-0.28787878787878785,-0.1918181818181819,6.786496274324079e-4,15m = DCM < 175m,Bad peak avoided
FT1255,Bad,Bad,-0.14363636363636367,0.00575757575757585,0.7799981088215006,All equal,Bad peak avoided
FT1256,Bad,Bad,-0.11939393939393939,-0.033636363636363686,0.8568722947591318,All equal,Bad peak avoided
FT1257,Bad,Bad,-0.08303030303030301,-0.005151515151515129,0.9126758464291976,All equal,Bad peak avoided
FT1258,Bad,Bad,-0.056363636363636394,0.07060606060606078,0.8703503246617553,All equal,Bad peak avoided
FT1259,Bad,Bad,-0.024848484848484897,0.05666666666666664,0.9455707347548751,All equal,Bad peak avoided
FT1260,Good,Good,0.00242424242424244,0.6351515151515152,8.146577949879755e-17,15m > DCM > 175m,Good peak found
FT1261,Good,Good,0.1399999999999999,0.5687878787878788,9.027445155515767e-15,15m > DCM > 175m,Good peak found
FT1262,Bad,Bad,-0.11696969696969695,0.04757575757575738,0.8451082487079455,All equal,Bad peak avoided
FT1263,Bad,Bad,-0.11272727272727268,0.024848484848484897,0.8568722947591318,All equal,Bad peak avoided
FT1264,Bad,Bad,-0.06787878787878787,-0.016363636363636358,0.9455707347548751,All equal,Bad peak avoided
FT1265,Bad,Bad,-0.12181818181818183,0.038484848484848566,0.8451082487079455,All equal,Bad peak avoided
FT1267,Bad,Bad,-0.11636363636363634,0.03333333333333344,0.8568722947591318,All equal,Bad peak avoided
FT1268,Bad,Bad,-0.12484848484848488,0.024848484848484675,0.8551194345208581,All equal,Bad peak avoided
FT1269,Good,Good,0,0.6593939393939392,1.0334882723753796e-17,15m > DCM > 175m,Good peak found
FT1270,Bad,Bad,-0.14424242424242428,0.10363636363636353,0.44050691986617196,Hard to tell,Bad peak avoided
FT1271,Bad,Bad,-0.12303030303030305,-0.044545454545454444,0.8368873104995725,All equal,Bad peak avoided
FT1272,Bad,Bad,-0.15090909090909088,0.058484848484848584,0.6333170809571894,Hard to tell,Bad peak avoided
FT1274,Bad,Bad,-0.048484848484848464,0.021212121212121238,0.9693904539387511,All equal,Bad peak avoided
FT1275,Bad,Bad,-0.12424242424242427,-0.017272727272727106,0.8568722947591318,All equal,Bad peak avoided
FT1276,Bad,Bad,-0.06999999999999995,0.012878787878787934,0.9455707347548751,All equal,Bad peak avoided
FT1277,Bad,Bad,-0.2212121212121212,0.10212121212121206,0.08019624028677387,Hard to tell,Bad peak avoided
FT1278,Bad,Bad,-0.16727272727272724,0.1587878787878787,0.08704422141258274,15m > DCM = 175m,Bad peak avoided
FT1279,Bad,Bad,-0.16787878787878785,-0.049393939393939545,0.5335830997137735,Hard to tell,Bad peak avoided
FT1282,Good,Good,-0.009090909090909038,0.011212121212121229,0.9858388261054721,All equal,Good peak found
FT1283,Bad,Bad,-0.017575757575757578,-0.0021212121212121904,0.9964663080015309,All equal,Bad peak avoided
FT1284,Bad,Bad,-0.1703030303030303,-0.06393939393939396,0.4562458333654756,Hard to tell,Bad peak avoided
FT1285,Bad,Bad,-0.07818181818181813,-0.06151515151515152,0.8674524610357536,All equal,Bad peak avoided
FT1286,Bad,Bad,-0.07999999999999996,-0.09151515151515155,0.8382034328072294,All equal,Bad peak avoided
FT1287,Bad,Bad,-0.0757575757575758,-0.040303030303030285,0.9111365485677579,All equal,Bad peak avoided
FT1288,Bad,Bad,-0.1527272727272727,-0.01575757575757586,0.7153327219002547,All equal,Bad peak avoided
FT1289,Bad,Bad,-0.036363636363636376,-0.08000000000000007,0.8703503246617553,All equal,Bad peak avoided
FT1290,Bad,Bad,-0.12363636363636366,-0.043030303030302974,0.8368873104995725,All equal,Bad peak avoided
FT1291,Bad,Bad,-0.013939393939393918,-0.013636363636363669,0.9942649093463045,All equal,Bad peak avoided
FT1292,Bad,Bad,-0.035757575757575766,-0.031818181818181746,0.979281160751226,All equal,Bad peak avoided
FT1293,Bad,Bad,-0.036363636363636376,-0.041212121212121255,0.9642104645357824,All equal,Bad peak avoided
FT1294,Bad,Bad,-0.1515151515151515,-0.041818181818181754,0.6817563263489195,All equal,Bad peak avoided
FT1295,Bad,Bad,-0.14181818181818184,-0.045454545454545414,0.7412392562457882,All equal,Bad peak avoided
FT1297,Bad,Bad,-0.08909090909090911,-0.030909090909090775,0.8857538171212269,All equal,Bad peak avoided
FT1298,Bad,Bad,-0.1575757575757576,-0.040606060606060757,0.6346081683854318,All equal,Bad peak avoided
FT1299,Bad,Bad,-0.12424242424242427,-0.0015151515151514694,0.8568722947591318,All equal,Bad peak avoided
FT1300,Bad,Bad,-0.08303030303030301,-0.052121212121212235,0.8674524610357536,All equal,Bad peak avoided
FT1301,Bad,Bad,-0.11757575757575756,-0.012424242424242449,0.8568722947591318,All equal,Bad peak avoided
FT1302,Bad,Bad,-0.11515151515151512,-0.00484848484848488,0.8568722947591318,All equal,Bad peak avoided
FT1303,Bad,Bad,-0.12242424242424244,-0.010000000000000009,0.8568722947591318,All equal,Bad peak avoided
FT1304,Bad,Bad,-0.0696969696969697,-0.0015151515151516914,0.9455707347548751,All equal,Bad peak avoided
FT1308,Bad,Bad,-0.13636363636363635,0.06454545454545468,0.7064874148404062,All equal,Bad peak avoided
FT1310,Bad,Bad,-0.06242424242424238,0.08878787878787886,0.8568722947591318,All equal,Bad peak avoided
FT1311,Bad,Bad,-0.08424242424242423,-0.032424242424242244,0.8992814358941651,All equal,Bad peak avoided
FT1312,Bad,Bad,-0.08090909090909093,-0.027727272727272823,0.9126758464291976,All equal,Bad peak avoided
FT1313,Bad,Bad,-0.07818181818181813,0.048181818181818103,0.8857538171212269,All equal,Bad peak avoided
