feature,mzmed,rtmed,compound_name,structure,class,cruise,polarity
FK_NEG_1143,328.04560449075814,6.257373046875,"3',5'-Cyclic AMP",NA,NA,FK,neg
FK_NEG_1180,341.10920662239187,10.137511189778646,Lactose/Maltose/Trehalose/Sucrose,NA,NA,FK,neg
FK_NEG_1183,344.0404195060249,9.695044962565104,"3',5'-Cyclic GMP",NA,NA,FK,neg
FK_NEG_1212,370.97475923788534,5.030353291829427,NA,NA,NA,FK,neg
FK_NEG_1220,383.1147171127083,9.500223286946614,NA,NA,NA,FK,neg
FK_NEG_1252,410.0878633615863,4.818532562255859,NA,NA,NA,FK,neg
FK_NEG_1264,426.83884079367544,3.002535883585612,NA,NA,NA,FK,neg
FK_NEG_1339,565.0482318611397,12.481932576497394,NA,NA,NA,FK,neg
FK_NEG_1340,565.0482606419853,13.059332275390624,UDP-glucose,NA,NA,FK,neg
FK_NEG_1364,606.0753596527647,12.0267578125,UDP-N-acetylglucosamine,NA,NA,FK,neg
MS_POS_0003,60.08151595055261,6.1401123046875,Trimethylamine,NA,NA,MS,pos
MS_POS_0026,70.06580840116803,9.113645935058594,NA,NA,NA,MS,pos
MS_POS_0057,74.06068593489618,11.240670776367187,NA,NA,NA,MS,pos
MS_POS_0085,76.07628616221359,6.833000691731771,Trimethylamine N-oxide,NA,NA,MS,pos
MS_POS_0110,84.08132091628764,9.521541341145833,NA,NA,NA,MS,pos
MS_POS_0111,84.08132569143062,8.578253173828125,NA,NA,NA,MS,pos
MS_POS_0114,85.0289101755703,4.748388417561849,NA,NA,NA,MS,pos
MS_POS_0115,85.02890856957904,5.96742909749349,NA,NA,NA,MS,pos
MS_POS_0116,85.02894537720027,1.9619762420654296,NA,NA,NA,MS,pos
MS_POS_0145,87.04456749983902,11.755095418294273,NA,NA,NA,MS,pos
MS_POS_0146,87.04456884599293,1.713169924418131,NA,NA,NA,MS,pos
MS_POS_0147,87.04457550901107,2.318030420939128,NA,NA,NA,MS,pos
MS_POS_0149,87.0445721862712,10.266279602050782,NA,NA,NA,MS,pos
MS_POS_0184,90.03770947831498,2.330462646484375,NA,NA,NA,MS,pos
MS_POS_0185,90.05546384766802,11.051394653320312,L-Alanine,NA,NA,MS,pos
MS_POS_0186,90.05546026767817,11.675436401367188,NA,NA,NA,MS,pos
MS_POS_0187,90.05545832550038,10.387267049153646,Sarcosine/beta-Alanine,NA,NA,MS,pos
MS_POS_0198,91.05470939199849,2.2801534016927083,NA,NA,NA,MS,pos
MS_POS_0205,93.07034951340928,3.763205973307292,NA,NA,NA,MS,pos
MS_POS_0306,101.06008669482244,1.75023562113444,NA,NA,NA,MS,pos
MS_POS_0355,104.10735222430073,10.880843098958334,NA,NA,NA,MS,pos
MS_POS_0356,104.10738267187487,12.763919067382812,Choline,NA,NA,MS,pos
MS_POS_0380,105.1106799578908,10.841925048828124,NA,NA,NA,MS,pos
MS_POS_0382,105.11066825861684,12.7384521484375,NA,NA,NA,MS,pos
MS_POS_0385,106.05024381692922,12.045577494303386,L-Serine,NA,NA,MS,pos
MS_POS_0409,112.05084858918676,6.959435526529948,Cytosine,NA,NA,MS,pos
MS_POS_0412,112.050857448112,8.178077697753906,NA,NA,NA,MS,pos
MS_POS_0457,114.0664357356592,5.134960174560547,Creatinine?,NA,NA,MS,pos
MS_POS_0495,116.07087063221567,9.121817525227865,L-Proline,NA,NA,MS,pos
MS_POS_0510,117.0548253755575,10.964889526367188,NA,NA,NA,MS,pos
MS_POS_0523,118.03231026025163,2.313196182250977,NA,NA,NA,MS,pos
MS_POS_0525,118.0323393428033,2.9089093526204426,Homocysteine thiolactone,NA,NA,MS,pos
MS_POS_0532,118.086374208203,7.406466166178386,Glycine betaine/L-Valine,NA,NA,MS,pos
MS_POS_0550,120.06570693264672,11.064098612467449,L-Homoserine/L-Threonine,NA,NA,MS,pos
MS_POS_0555,120.0809154504644,5.297705078125,NA,NA,NA,MS,pos
MS_POS_0556,120.08099269277436,6.301361083984375,NA,NA,NA,MS,pos
MS_POS_0567,121.03195800339208,8.527534993489583,Dimethylsulfonioacetate,NA,NA,MS,pos
MS_POS_0579,121.06832981814182,10.934081013997396,NA,NA,NA,MS,pos
MS_POS_0589,122.06828640388748,3.768445332845052,NA,NA,NA,MS,pos
MS_POS_0602,123.02774190898523,8.531013997395833,NA,NA,NA,MS,pos
MS_POS_0608,123.05542203149928,2.754363250732422,NA,NA,NA,MS,pos
MS_POS_0620,124.03945800698467,4.263444519042968,Nicotinic acid,NA,NA,MS,pos
MS_POS_0662,125.04276528452895,2.644353739420573,NA,NA,NA,MS,pos
MS_POS_0663,125.04276567191673,3.3251925150553387,NA,NA,NA,MS,pos
MS_POS_0677,126.02206826467224,11.061564127604166,Taurine,NA,NA,MS,pos
MS_POS_0706,128.06981840637394,6.862969462076823,NA,NA,NA,MS,pos
MS_POS_0737,129.06598066379226,9.99821065266927,NA,NA,NA,MS,pos
MS_POS_0751,130.04998372015876,8.636507161458333,5-Oxoproline,NA,NA,MS,pos
MS_POS_0759,130.06519841558256,1.8134456634521483,NA,NA,NA,MS,pos
MS_POS_0760,130.0652514433798,2.259965006510417,NA,NA,NA,MS,pos
MS_POS_0773,131.07036201632786,10.310392761230467,NA,NA,NA,MS,pos
MS_POS_0778,132.06587549382374,11.187960815429689,Hydroxyproline,NA,NA,MS,pos
MS_POS_0783,132.07682228442133,11.080853271484376,Creatine,NA,NA,MS,pos
MS_POS_0786,132.10199183934327,6.759410603841145,L-Isoleucine/L-Leucine,NA,NA,MS,pos
MS_POS_0787,132.10195263700868,9.604827880859377,beta-Alaninebetaine?,NA,NA,MS,pos
