filename,polarity,samp_type,cruise,station,cast,depth,tripl,untripl,date_run,sample_id,timestamp,date,start_time,end_time,volume,abs_depth,rosette,dissolved,lat,lon,pressure,temp,sal,ctd_oxy,ctd_chl,theta,sigma,oxy_um,dic,alk,ph,het_abund,pro_abund,syn_abund,euk_abund,dcm_depth,sla_corr,PC_um,PN_um,po4_um,no23_um,DON_um,TDN,DOP_um,TDP,si_um,chl_ug,phaeo_ug,beam_atten,station_grouping,time,sla_class,time_class,ms_run
180821_Smp_MS14C215m_A.mzML,neg,Smp,MS,14,2,Surface,A,180821_Smp_MS14C215m,2018-08-21T07:00:00Z,MS14C215m_A,2018-08-31T04:36:40Z,2017-07-02,1899-12-31T21:29:00Z,1899-12-31T21:48:00Z,10,15,NA,No,24,158.918,15.266666666666667,26.375,34.929,206.4,0.1009,26.371666666666666,22.865433333333335,NA,1988.6,2304,8.069,4.735144230769231,1.4961442307692308,0.008086538461538461,0.006086538461538462,105,8.61,2.119098322387364,0.26876513857755197,0.061722862206498544,0.0040158522419759075,4.836107384798571,4.840123237040547,0.1960085435585661,0.2552491720765636,1.9353393335568394,0.0498,0.0307,0.04616901318941327,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C215m_B.mzML,neg,Smp,MS,14,2,Surface,B,180821_Smp_MS14C215m,2018-08-21T07:00:00Z,MS14C215m_B,2018-08-25T20:38:01Z,2017-07-02,1899-12-31T21:29:00Z,1899-12-31T21:48:00Z,10,15,NA,No,24,158.918,15.266666666666667,26.375,34.929,206.4,0.1009,26.371666666666666,22.865433333333335,NA,1988.6,2304,8.069,4.735144230769231,1.4961442307692308,0.008086538461538461,0.006086538461538462,105,8.61,2.119098322387364,0.26876513857755197,0.061722862206498544,0.0040158522419759075,4.836107384798571,4.840123237040547,0.1960085435585661,0.2552491720765636,1.9353393335568394,0.0498,0.0307,0.04616901318941327,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C215m_C.mzML,neg,Smp,MS,14,2,Surface,C,180821_Smp_MS14C215m,2018-08-21T07:00:00Z,MS14C215m_C,2018-08-26T05:53:35Z,2017-07-02,1899-12-31T21:29:00Z,1899-12-31T21:50:00Z,10,15,NA,No,24,158.918,15.266666666666667,26.375,34.929,206.4,0.1009,26.371666666666666,22.865433333333335,NA,1988.6,2304,8.069,4.735144230769231,1.4961442307692308,0.008086538461538461,0.006086538461538462,105,8.61,2.119098322387364,0.26876513857755197,0.061722862206498544,0.0040158522419759075,4.836107384798571,4.840123237040547,0.1960085435585661,0.2552491720765636,1.9353393335568394,0.0498,0.0307,0.04616901318941327,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2175m_A.mzML,neg,Smp,MS,14,2,Deep,A,180821_Smp_MS14C2175m,2018-08-21T07:00:00Z,MS14C2175m_A,2018-08-26T03:22:03Z,2017-07-02,1899-12-31T22:11:00Z,1899-12-31T22:30:00Z,10,175,NA,No,24,158.918,175.2,20.446,35.157,205.7,0.1715,20.413,24.7731,NA,2045.4539007092199,2311.049645390071,7.989283687943263,2.390565737051793,0.07472509960159364,0,0.0029920318725099606,105,8.61,0.7989796651382551,0.1414553360934484,0.13654850537884358,1.0211447063943797,4.105173585016238,5.126318291410617,0.09882101116794217,0.24644029329677797,2.247030578428927,0.03679361702127659,0.12414751773049648,0.011948484848484852,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2175m_B.mzML,neg,Smp,MS,14,2,Deep,B,180821_Smp_MS14C2175m,2018-08-21T07:00:00Z,MS14C2175m_B,2018-08-29T13:02:47Z,2017-07-02,1899-12-31T22:11:00Z,1899-12-31T22:30:00Z,10,175,NA,No,24,158.918,175.2,20.446,35.157,205.7,0.1715,20.413,24.7731,NA,2045.4539007092199,2311.049645390071,7.989283687943263,2.390565737051793,0.07472509960159364,0,0.0029920318725099606,105,8.61,0.7989796651382551,0.1414553360934484,0.13654850537884358,1.0211447063943797,4.105173585016238,5.126318291410617,0.09882101116794217,0.24644029329677797,2.247030578428927,0.03679361702127659,0.12414751773049648,0.011948484848484852,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2175m_C.mzML,neg,Smp,MS,14,2,Deep,C,180821_Smp_MS14C2175m,2018-08-21T07:00:00Z,MS14C2175m_C,2018-08-23T16:04:24Z,2017-07-02,1899-12-31T22:11:00Z,1899-12-31T22:30:00Z,10,175,NA,No,24,158.918,175.2,20.446,35.157,205.7,0.1715,20.413,24.7731,NA,2045.4539007092199,2311.049645390071,7.989283687943263,2.390565737051793,0.07472509960159364,0,0.0029920318725099606,105,8.61,0.7989796651382551,0.1414553360934484,0.13654850537884358,1.0211447063943797,4.105173585016238,5.126318291410617,0.09882101116794217,0.24644029329677797,2.247030578428927,0.03679361702127659,0.12414751773049648,0.011948484848484852,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2DCM_A.mzML,neg,Smp,MS,14,2,DCM,A,180821_Smp_MS14C2DCM,2018-08-21T07:00:00Z,MS14C2DCM_A,2018-08-23T03:26:48Z,2017-07-02,1899-12-31T21:32:00Z,1899-12-31T21:57:00Z,10,105,NA,No,24,158.918,105.1,22.731,35.138,204.6,0.7632,22.71,24.1232,NA,2025,2318,8.029,3.328235294117647,1.0938235294117649,0.0012941176470588236,0.03033333333333333,105,8.61,1.4973359513963165,0.24966866820493644,0.09938053938745954,0.017430587506683175,4.638840943385672,4.656271530892356,0.15496979137731867,0.26380107391578955,1.7834959925033784,0.2739,0.5928,0.04498575757575758,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2DCM_B.mzML,neg,Smp,MS,14,2,DCM,B,180821_Smp_MS14C2DCM,2018-08-21T07:00:00Z,MS14C2DCM_B,2018-08-30T09:14:56Z,2017-07-02,1899-12-31T21:32:00Z,1899-12-31T21:56:00Z,10,105,NA,No,24,158.918,105.1,22.731,35.138,204.6,0.7632,22.71,24.1232,NA,2025,2318,8.029,3.328235294117647,1.0938235294117649,0.0012941176470588236,0.03033333333333333,105,8.61,1.4973359513963165,0.24966866820493644,0.09938053938745954,0.017430587506683175,4.638840943385672,4.656271530892356,0.15496979137731867,0.26380107391578955,1.7834959925033784,0.2739,0.5928,0.04498575757575758,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2DCM_C.mzML,neg,Smp,MS,14,2,DCM,C,180821_Smp_MS14C2DCM,2018-08-21T07:00:00Z,MS14C2DCM_C,2018-08-25T17:15:58Z,2017-07-02,1899-12-31T21:32:00Z,1899-12-31T21:56:00Z,10,105,NA,No,24,158.918,105.1,22.731,35.138,204.6,0.7632,22.71,24.1232,NA,2025,2318,8.029,3.328235294117647,1.0938235294117649,0.0012941176470588236,0.03033333333333333,105,8.61,1.4973359513963165,0.24966866820493644,0.09938053938745954,0.017430587506683175,4.638840943385672,4.656271530892356,0.15496979137731867,0.26380107391578955,1.7834959925033784,0.2739,0.5928,0.04498575757575758,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C215m_A.mzML,pos,Smp,MS,14,2,Surface,A,180821_Smp_MS14C215m,2018-08-21T07:00:00Z,MS14C215m_A,2018-08-31T04:36:40Z,2017-07-02,1899-12-31T21:29:00Z,1899-12-31T21:48:00Z,10,15,NA,No,24,158.918,15.266666666666667,26.375,34.929,206.4,0.1009,26.371666666666666,22.865433333333335,NA,1988.6,2304,8.069,4.735144230769231,1.4961442307692308,0.008086538461538461,0.006086538461538462,105,8.61,2.119098322387364,0.26876513857755197,0.061722862206498544,0.0040158522419759075,4.836107384798571,4.840123237040547,0.1960085435585661,0.2552491720765636,1.9353393335568394,0.0498,0.0307,0.04616901318941327,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C215m_B.mzML,pos,Smp,MS,14,2,Surface,B,180821_Smp_MS14C215m,2018-08-21T07:00:00Z,MS14C215m_B,2018-08-25T20:38:01Z,2017-07-02,1899-12-31T21:29:00Z,1899-12-31T21:48:00Z,10,15,NA,No,24,158.918,15.266666666666667,26.375,34.929,206.4,0.1009,26.371666666666666,22.865433333333335,NA,1988.6,2304,8.069,4.735144230769231,1.4961442307692308,0.008086538461538461,0.006086538461538462,105,8.61,2.119098322387364,0.26876513857755197,0.061722862206498544,0.0040158522419759075,4.836107384798571,4.840123237040547,0.1960085435585661,0.2552491720765636,1.9353393335568394,0.0498,0.0307,0.04616901318941327,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C215m_C.mzML,pos,Smp,MS,14,2,Surface,C,180821_Smp_MS14C215m,2018-08-21T07:00:00Z,MS14C215m_C,2018-08-26T05:53:35Z,2017-07-02,1899-12-31T21:29:00Z,1899-12-31T21:50:00Z,10,15,NA,No,24,158.918,15.266666666666667,26.375,34.929,206.4,0.1009,26.371666666666666,22.865433333333335,NA,1988.6,2304,8.069,4.735144230769231,1.4961442307692308,0.008086538461538461,0.006086538461538462,105,8.61,2.119098322387364,0.26876513857755197,0.061722862206498544,0.0040158522419759075,4.836107384798571,4.840123237040547,0.1960085435585661,0.2552491720765636,1.9353393335568394,0.0498,0.0307,0.04616901318941327,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2175m_A.mzML,pos,Smp,MS,14,2,Deep,A,180821_Smp_MS14C2175m,2018-08-21T07:00:00Z,MS14C2175m_A,2018-08-26T03:22:03Z,2017-07-02,1899-12-31T22:11:00Z,1899-12-31T22:30:00Z,10,175,NA,No,24,158.918,175.2,20.446,35.157,205.7,0.1715,20.413,24.7731,NA,2045.4539007092199,2311.049645390071,7.989283687943263,2.390565737051793,0.07472509960159364,0,0.0029920318725099606,105,8.61,0.7989796651382551,0.1414553360934484,0.13654850537884358,1.0211447063943797,4.105173585016238,5.126318291410617,0.09882101116794217,0.24644029329677797,2.247030578428927,0.03679361702127659,0.12414751773049648,0.011948484848484852,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2175m_B.mzML,pos,Smp,MS,14,2,Deep,B,180821_Smp_MS14C2175m,2018-08-21T07:00:00Z,MS14C2175m_B,2018-08-29T13:02:47Z,2017-07-02,1899-12-31T22:11:00Z,1899-12-31T22:30:00Z,10,175,NA,No,24,158.918,175.2,20.446,35.157,205.7,0.1715,20.413,24.7731,NA,2045.4539007092199,2311.049645390071,7.989283687943263,2.390565737051793,0.07472509960159364,0,0.0029920318725099606,105,8.61,0.7989796651382551,0.1414553360934484,0.13654850537884358,1.0211447063943797,4.105173585016238,5.126318291410617,0.09882101116794217,0.24644029329677797,2.247030578428927,0.03679361702127659,0.12414751773049648,0.011948484848484852,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2175m_C.mzML,pos,Smp,MS,14,2,Deep,C,180821_Smp_MS14C2175m,2018-08-21T07:00:00Z,MS14C2175m_C,2018-08-23T16:04:24Z,2017-07-02,1899-12-31T22:11:00Z,1899-12-31T22:30:00Z,10,175,NA,No,24,158.918,175.2,20.446,35.157,205.7,0.1715,20.413,24.7731,NA,2045.4539007092199,2311.049645390071,7.989283687943263,2.390565737051793,0.07472509960159364,0,0.0029920318725099606,105,8.61,0.7989796651382551,0.1414553360934484,0.13654850537884358,1.0211447063943797,4.105173585016238,5.126318291410617,0.09882101116794217,0.24644029329677797,2.247030578428927,0.03679361702127659,0.12414751773049648,0.011948484848484852,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2DCM_A.mzML,pos,Smp,MS,14,2,DCM,A,180821_Smp_MS14C2DCM,2018-08-21T07:00:00Z,MS14C2DCM_A,2018-08-23T03:26:48Z,2017-07-02,1899-12-31T21:32:00Z,1899-12-31T21:57:00Z,10,105,NA,No,24,158.918,105.1,22.731,35.138,204.6,0.7632,22.71,24.1232,NA,2025,2318,8.029,3.328235294117647,1.0938235294117649,0.0012941176470588236,0.03033333333333333,105,8.61,1.4973359513963165,0.24966866820493644,0.09938053938745954,0.017430587506683175,4.638840943385672,4.656271530892356,0.15496979137731867,0.26380107391578955,1.7834959925033784,0.2739,0.5928,0.04498575757575758,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2DCM_B.mzML,pos,Smp,MS,14,2,DCM,B,180821_Smp_MS14C2DCM,2018-08-21T07:00:00Z,MS14C2DCM_B,2018-08-30T09:14:56Z,2017-07-02,1899-12-31T21:32:00Z,1899-12-31T21:56:00Z,10,105,NA,No,24,158.918,105.1,22.731,35.138,204.6,0.7632,22.71,24.1232,NA,2025,2318,8.029,3.328235294117647,1.0938235294117649,0.0012941176470588236,0.03033333333333333,105,8.61,1.4973359513963165,0.24966866820493644,0.09938053938745954,0.017430587506683175,4.638840943385672,4.656271530892356,0.15496979137731867,0.26380107391578955,1.7834959925033784,0.2739,0.5928,0.04498575757575758,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS14C2DCM_C.mzML,pos,Smp,MS,14,2,DCM,C,180821_Smp_MS14C2DCM,2018-08-21T07:00:00Z,MS14C2DCM_C,2018-08-25T17:15:58Z,2017-07-02,1899-12-31T21:32:00Z,1899-12-31T21:56:00Z,10,105,NA,No,24,158.918,105.1,22.731,35.138,204.6,0.7632,22.71,24.1232,NA,2025,2318,8.029,3.328235294117647,1.0938235294117649,0.0012941176470588236,0.03033333333333333,105,8.61,1.4973359513963165,0.24966866820493644,0.09938053938745954,0.017430587506683175,4.638840943385672,4.656271530892356,0.15496979137731867,0.26380107391578955,1.7834959925033784,0.2739,0.5928,0.04498575757575758,14,2017-07-02T13:32:57Z,Anticyclone,Morning,MT
180821_Smp_MS4C115m_A.mzML,neg,Smp,MS,4,1,Surface,A,180821_Smp_MS4C115m,2018-08-21T07:00:00Z,MS4C115m_A,2018-08-22T14:49:11Z,2017-06-30,1899-12-31T02:06:00Z,1899-12-31T02:30:00Z,10,15,NA,Yes,27.951333333333334,157.28466666666665,14.766666666666667,25.685,35.29266666666667,208.8,0.08806666666666667,25.682000000000002,23.354966666666666,NA,NA,NA,NA,4.994558558558559,1.6199009009009009,0.017,0.007882882882882882,100,-3.2533333333333334,1.9298287503966716,0.299973722103169,0.019834151161128757,0.0016130311277503956,4.6896848932120365,4.691297924339787,0.18990399847525774,0.21769649545336572,1.8490698670381922,0.0527,0.0326,0.03661215172876804,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C115m_B.mzML,neg,Smp,MS,4,1,Surface,B,180821_Smp_MS4C115m,2018-08-21T07:00:00Z,MS4C115m_B,2018-08-29T17:15:18Z,2017-06-30,1899-12-31T02:06:00Z,1899-12-31T02:27:00Z,10,15,NA,No,27.951333333333334,157.28466666666665,14.766666666666667,25.685,35.29266666666667,208.8,0.08806666666666667,25.682000000000002,23.354966666666666,NA,NA,NA,NA,4.994558558558559,1.6199009009009009,0.017,0.007882882882882882,100,-3.2533333333333334,1.9298287503966716,0.299973722103169,0.019834151161128757,0.0016130311277503956,4.6896848932120365,4.691297924339787,0.18990399847525774,0.21769649545336572,1.8490698670381922,0.0527,0.0326,0.03661215172876804,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C115m_C.mzML,neg,Smp,MS,4,1,Surface,C,180821_Smp_MS4C115m,2018-08-21T07:00:00Z,MS4C115m_C,2018-08-31T10:30:08Z,2017-06-30,1899-12-31T02:06:00Z,1899-12-31T02:27:00Z,10,15,NA,No,27.951333333333334,157.28466666666665,14.766666666666667,25.685,35.29266666666667,208.8,0.08806666666666667,25.682000000000002,23.354966666666666,NA,NA,NA,NA,4.994558558558559,1.6199009009009009,0.017,0.007882882882882882,100,-3.2533333333333334,1.9298287503966716,0.299973722103169,0.019834151161128757,0.0016130311277503956,4.6896848932120365,4.691297924339787,0.18990399847525774,0.21769649545336572,1.8490698670381922,0.0527,0.0326,0.03661215172876804,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1175m_A.mzML,neg,Smp,MS,4,1,Deep,A,180821_Smp_MS4C1175m,2018-08-21T07:00:00Z,MS4C1175m_A,2018-08-23T16:54:55Z,2017-06-30,1899-12-31T02:56:00Z,1899-12-31T03:14:00Z,10,175,NA,Yes,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,1.6077027027027027,0.02464864864864863,0,4.0540540540540387e-4,100,-3.27,0.7244883279373951,0.12571842995305227,0.41772320661550655,5.189492268102002,3.579087323085408,8.768579591187411,0.08944708476525161,0.504756669219347,5.5544003547925875,0.0164,0.0378,0.006975708302537573,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1175m_B.mzML,neg,Smp,MS,4,1,Deep,B,180821_Smp_MS4C1175m,2018-08-21T07:00:00Z,MS4C1175m_B,2018-08-24T16:00:46Z,2017-06-30,1899-12-31T02:56:00Z,1899-12-31T03:14:00Z,10,175,NA,No,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,1.6077027027027027,0.02464864864864863,0,4.0540540540540387e-4,100,-3.27,0.7244883279373951,0.12571842995305227,0.41772320661550655,5.189492268102002,3.579087323085408,8.768579591187411,0.08944708476525161,0.504756669219347,5.5544003547925875,0.0164,0.0378,0.006975708302537573,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1175m_C.mzML,neg,Smp,MS,4,1,Deep,C,180821_Smp_MS4C1175m,2018-08-21T07:00:00Z,MS4C1175m_C,2018-08-28T14:19:06Z,2017-06-30,1899-12-31T02:56:00Z,1899-12-31T03:15:00Z,10,175,NA,No,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,1.6077027027027027,0.02464864864864863,0,4.0540540540540387e-4,100,-3.27,0.7244883279373951,0.12571842995305227,0.41772320661550655,5.189492268102002,3.579087323085408,8.768579591187411,0.08944708476525161,0.504756669219347,5.5544003547925875,0.0164,0.0378,0.006975708302537573,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1DCM_A.mzML,neg,Smp,MS,4,1,DCM,A,180821_Smp_MS4C1DCM,2018-08-21T07:00:00Z,MS4C1DCM_A,2018-08-24T13:29:16Z,2017-06-30,1899-12-31T02:11:00Z,1899-12-31T02:37:00Z,10,100,NA,Yes,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,5.639927710843374,1.6418152610441765,0.004738955823293169,0.022646586345381525,100,-3.27,2.3951367856437766,0.3978431327628236,0.07220620644776979,0.0034929296102743563,4.286259637695279,4.28979205973793,0.13719594724167078,0.22247232935705488,3.8613086540864088,0.2637,0.5501,0.051386600147067155,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1DCM_B.mzML,neg,Smp,MS,4,1,DCM,B,180821_Smp_MS4C1DCM,2018-08-21T07:00:00Z,MS4C1DCM_B,2018-08-23T04:17:18Z,2017-06-30,1899-12-31T02:11:00Z,1899-12-31T02:36:00Z,10,100,NA,No,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,5.639927710843374,1.6418152610441765,0.004738955823293169,0.022646586345381525,100,-3.27,2.3951367856437766,0.3978431327628236,0.07220620644776979,0.0034929296102743563,4.286259637695279,4.28979205973793,0.13719594724167078,0.22247232935705488,3.8613086540864088,0.2637,0.5501,0.051386600147067155,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1DCM_C.mzML,neg,Smp,MS,4,1,DCM,C,180821_Smp_MS4C1DCM,2018-08-21T07:00:00Z,MS4C1DCM_C,2018-08-26T09:15:36Z,2017-06-30,1899-12-31T02:11:00Z,1899-12-31T02:40:00Z,10,100,NA,No,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,5.639927710843374,1.6418152610441765,0.004738955823293169,0.022646586345381525,100,-3.27,2.3951367856437766,0.3978431327628236,0.07220620644776979,0.0034929296102743563,4.286259637695279,4.28979205973793,0.13719594724167078,0.22247232935705488,3.8613086540864088,0.2637,0.5501,0.051386600147067155,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C115m_A.mzML,pos,Smp,MS,4,1,Surface,A,180821_Smp_MS4C115m,2018-08-21T07:00:00Z,MS4C115m_A,2018-08-22T14:49:11Z,2017-06-30,1899-12-31T02:06:00Z,1899-12-31T02:30:00Z,10,15,NA,Yes,27.951333333333334,157.28466666666665,14.766666666666667,25.685,35.29266666666667,208.8,0.08806666666666667,25.682000000000002,23.354966666666666,NA,NA,NA,NA,4.994558558558559,1.6199009009009009,0.017,0.007882882882882882,100,-3.2533333333333334,1.9298287503966716,0.299973722103169,0.019834151161128757,0.0016130311277503956,4.6896848932120365,4.691297924339787,0.18990399847525774,0.21769649545336572,1.8490698670381922,0.0527,0.0326,0.03661215172876804,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C115m_B.mzML,pos,Smp,MS,4,1,Surface,B,180821_Smp_MS4C115m,2018-08-21T07:00:00Z,MS4C115m_B,2018-08-29T17:15:18Z,2017-06-30,1899-12-31T02:06:00Z,1899-12-31T02:27:00Z,10,15,NA,No,27.951333333333334,157.28466666666665,14.766666666666667,25.685,35.29266666666667,208.8,0.08806666666666667,25.682000000000002,23.354966666666666,NA,NA,NA,NA,4.994558558558559,1.6199009009009009,0.017,0.007882882882882882,100,-3.2533333333333334,1.9298287503966716,0.299973722103169,0.019834151161128757,0.0016130311277503956,4.6896848932120365,4.691297924339787,0.18990399847525774,0.21769649545336572,1.8490698670381922,0.0527,0.0326,0.03661215172876804,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C115m_C.mzML,pos,Smp,MS,4,1,Surface,C,180821_Smp_MS4C115m,2018-08-21T07:00:00Z,MS4C115m_C,2018-08-31T10:30:08Z,2017-06-30,1899-12-31T02:06:00Z,1899-12-31T02:27:00Z,10,15,NA,No,27.951333333333334,157.28466666666665,14.766666666666667,25.685,35.29266666666667,208.8,0.08806666666666667,25.682000000000002,23.354966666666666,NA,NA,NA,NA,4.994558558558559,1.6199009009009009,0.017,0.007882882882882882,100,-3.2533333333333334,1.9298287503966716,0.299973722103169,0.019834151161128757,0.0016130311277503956,4.6896848932120365,4.691297924339787,0.18990399847525774,0.21769649545336572,1.8490698670381922,0.0527,0.0326,0.03661215172876804,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1175m_A.mzML,pos,Smp,MS,4,1,Deep,A,180821_Smp_MS4C1175m,2018-08-21T07:00:00Z,MS4C1175m_A,2018-08-23T16:54:55Z,2017-06-30,1899-12-31T02:56:00Z,1899-12-31T03:14:00Z,10,175,NA,Yes,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,1.6077027027027027,0.02464864864864863,0,4.0540540540540387e-4,100,-3.27,0.7244883279373951,0.12571842995305227,0.41772320661550655,5.189492268102002,3.579087323085408,8.768579591187411,0.08944708476525161,0.504756669219347,5.5544003547925875,0.0164,0.0378,0.006975708302537573,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1175m_B.mzML,pos,Smp,MS,4,1,Deep,B,180821_Smp_MS4C1175m,2018-08-21T07:00:00Z,MS4C1175m_B,2018-08-24T16:00:46Z,2017-06-30,1899-12-31T02:56:00Z,1899-12-31T03:14:00Z,10,175,NA,No,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,1.6077027027027027,0.02464864864864863,0,4.0540540540540387e-4,100,-3.27,0.7244883279373951,0.12571842995305227,0.41772320661550655,5.189492268102002,3.579087323085408,8.768579591187411,0.08944708476525161,0.504756669219347,5.5544003547925875,0.0164,0.0378,0.006975708302537573,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1175m_C.mzML,pos,Smp,MS,4,1,Deep,C,180821_Smp_MS4C1175m,2018-08-21T07:00:00Z,MS4C1175m_C,2018-08-28T14:19:06Z,2017-06-30,1899-12-31T02:56:00Z,1899-12-31T03:15:00Z,10,175,NA,No,27.952,157.284,174.4,15.385,34.59,212.6,0.097,15.358,25.5776,NA,NA,NA,NA,1.6077027027027027,0.02464864864864863,0,4.0540540540540387e-4,100,-3.27,0.7244883279373951,0.12571842995305227,0.41772320661550655,5.189492268102002,3.579087323085408,8.768579591187411,0.08944708476525161,0.504756669219347,5.5544003547925875,0.0164,0.0378,0.006975708302537573,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1DCM_A.mzML,pos,Smp,MS,4,1,DCM,A,180821_Smp_MS4C1DCM,2018-08-21T07:00:00Z,MS4C1DCM_A,2018-08-24T13:29:16Z,2017-06-30,1899-12-31T02:11:00Z,1899-12-31T02:37:00Z,10,100,NA,Yes,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,5.639927710843374,1.6418152610441765,0.004738955823293169,0.022646586345381525,100,-3.27,2.3951367856437766,0.3978431327628236,0.07220620644776979,0.0034929296102743563,4.286259637695279,4.28979205973793,0.13719594724167078,0.22247232935705488,3.8613086540864088,0.2637,0.5501,0.051386600147067155,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1DCM_B.mzML,pos,Smp,MS,4,1,DCM,B,180821_Smp_MS4C1DCM,2018-08-21T07:00:00Z,MS4C1DCM_B,2018-08-23T04:17:18Z,2017-06-30,1899-12-31T02:11:00Z,1899-12-31T02:36:00Z,10,100,NA,No,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,5.639927710843374,1.6418152610441765,0.004738955823293169,0.022646586345381525,100,-3.27,2.3951367856437766,0.3978431327628236,0.07220620644776979,0.0034929296102743563,4.286259637695279,4.28979205973793,0.13719594724167078,0.22247232935705488,3.8613086540864088,0.2637,0.5501,0.051386600147067155,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS4C1DCM_C.mzML,pos,Smp,MS,4,1,DCM,C,180821_Smp_MS4C1DCM,2018-08-21T07:00:00Z,MS4C1DCM_C,2018-08-26T09:15:36Z,2017-06-30,1899-12-31T02:11:00Z,1899-12-31T02:40:00Z,10,100,NA,No,27.952,157.284,101.6,18.097,34.921,227.5,0.8564,18.08,25.193,NA,NA,NA,NA,5.639927710843374,1.6418152610441765,0.004738955823293169,0.022646586345381525,100,-3.27,2.3951367856437766,0.3978431327628236,0.07220620644776979,0.0034929296102743563,4.286259637695279,4.28979205973793,0.13719594724167078,0.22247232935705488,3.8613086540864088,0.2637,0.5501,0.051386600147067155,4,2017-06-29T17:48:40Z,Neither,Midday,MT
180821_Smp_MS5C115m_A.mzML,neg,Smp,MS,5,1,Surface,A,180821_Smp_MS5C115m,2018-08-21T07:00:00Z,MS5C115m_A,2018-08-28T19:22:06Z,2017-06-30,1899-12-31T13:21:00Z,1899-12-31T13:45:00Z,10,15,NA,No,27.18,157.607,15.2,25.956,35.208,208.3,0.0587,25.953,23.207,NA,2007.2,2318,8.067,5.194236559139785,1.2207096774193549,0.013,0.007913978494623657,122,19.05,2.011866841013546,0.29210526903297096,0.05768219652864928,0.002178333353928121,4.7612063031608765,4.763384636514805,0.20023544484671676,0.24182300883573427,1.5374422980039197,0.058,0.0253,0.04464181787406721,5,2017-06-30T05:12:29Z,Anticyclone,Night,MT
