mz_rt	211102_Poo_TruePooCyanos_Full1.mzML	211102_Poo_TruePooCyanos_Full2.mzML	211102_Poo_TruePooCyanos_Full3.mzML	211102_Poo_TruePooCyanos_Half1.mzML	211102_Poo_TruePooCyanos_Half2.mzML	211102_Poo_TruePooCyanos_Half3.mzML	211102_Poo_TruePooDiatoms_Full1.mzML	211102_Poo_TruePooDiatoms_Full2.mzML	211102_Poo_TruePooDiatoms_Full3.mzML	211102_Poo_TruePooDiatoms_Half1.mzML	211102_Poo_TruePooDiatoms_Half2.mzML	211102_Poo_TruePooDiatoms_Half3.mzML	211102_Poo_TruePooDinosGreens_Full1.mzML	211102_Poo_TruePooDinosGreens_Full2.mzML	211102_Poo_TruePooDinosGreens_Full3.mzML	211102_Poo_TruePooDinosGreens_Half1.mzML	211102_Poo_TruePooDinosGreens_Half2.mzML	211102_Poo_TruePooDinosGreens_Half3.mzML	211215_Blk_MediaBlk_A_pos.mzML	211215_Blk_MediaBlk_B_pos.mzML	211215_Blk_MediaBlk_Fc_pos.mzML	211215_Blk_MediaBlk_Pc55x_pos.mzML	211215_Blk_MediaBlk_Z_pos.mzML	211215_Smp_Cy_A_pos.mzML	211215_Smp_Cy_B_pos.mzML	211215_Smp_Cy_C_pos.mzML	211215_Smp_Fc_A_pos.mzML	211215_Smp_Fc_B_pos.mzML	211215_Smp_Fc_C_pos.mzML	211215_Smp_Np_A_pos.mzML	211215_Smp_Np_C_pos.mzML	211215_Smp_Np_F_pos.mzML	211215_Smp_Pc55x_A_pos.mzML	211215_Smp_Pc55x_B_pos.mzML	211215_Smp_Pc55x_C_pos.mzML	211215_Smp_Pt_C_pos.mzML	211215_Smp_Pt_F_pos.mzML	211215_Smp_To_A_pos.mzML	211215_Smp_To_B_pos.mzML	211215_Smp_To_C_pos.mzML	211215_Smp_Tp_A_pos.mzML	211215_Smp_Tp_E_pos.mzML	211215_Smp_Tp_F_pos.mzML	211215_Std_4uMStdsMix1InH2O_1.mzML	211215_Std_4uMStdsMix1InH2O_2.mzML	211215_Std_4uMStdsMix1InMatrix_1.mzML	211215_Std_4uMStdsMix1InMatrix_2.mzML	211215_Std_4uMStdsMix2InH2O_1.mzML	211215_Std_4uMStdsMix2InH2O_2.mzML	211215_Std_4uMStdsMix2InMatrix_1.mzML	211215_Std_4uMStdsMix2InMatrix_2.mzML	211215_Std_H2OinMatrix_1.mzML	211215_Std_H2OinMatrix_2.mzML	211218_Blk_MediaBlk_21_pos.mzML	211218_Blk_MediaBlk_3430_pos.mzML	211218_Blk_MediaBlk_49_pos.mzML	211218_Blk_MediaBlk_71_pos.mzML	211218_Blk_MediaBlk_N_pos.mzML	211218_Blk_MediaBlk_O_pos.mzML	211218_Smp_1314_A_pos.mzML	211218_Smp_1314_B_pos.mzML	211218_Smp_1314_C_pos.mzML	211218_Smp_1545_A_pos.mzML	211218_Smp_1545_B_pos.mzML	211218_Smp_1545_C_pos.mzML	211218_Smp_1771_A_pos.mzML	211218_Smp_1771_B_pos.mzML	211218_Smp_1771_C_pos.mzML	211218_Smp_2021_A_pos.mzML	211218_Smp_2021_B_pos.mzML	211218_Smp_2021_C_pos.mzML	211218_Smp_3430_A_pos.mzML	211218_Smp_3430_B_pos.mzML	211218_Smp_3430_C_pos.mzML	211218_Smp_449_A_pos.mzML	211218_Smp_449_B_pos.mzML	211218_Smp_449_C_pos.mzML	211218_Std_4uMStdsMix1InH2O_1.mzML	211218_Std_4uMStdsMix1InMatrix_1.mzML	211218_Std_4uMStdsMix1InMatrix_2.mzML	211218_Std_4uMStdsMix2InH2O_1.mzML	211218_Std_4uMStdsMix2InMatrix_1.mzML	211218_Std_4uMStdsMix2InMatrix_2.mzML	211218_Std_H2OinMatrix_1.mzML	211218_Std_H2OinMatrix_2.mzML	211221_Blk_MediaBlk_1314P_pos.mzML	211221_Blk_MediaBlk_A_pos.mzML	211221_Blk_MediaBlk_As9601_pos.mzML	211221_Blk_MediaBlk_C_pos.mzML	211221_Blk_MediaBlk_Nat_pos.mzML	211221_Smp_1314P_A_pos.mzML	211221_Smp_1314P_B_pos.mzML	211221_Smp_1314P_C_pos.mzML	211221_Smp_7803_B_pos.mzML	211221_Smp_7803_F_pos.mzML	211221_Smp_8102_A_pos.mzML	211221_Smp_8102_F_pos.mzML	211221_Smp_8501_B_pos.mzML	211221_Smp_8501_C_pos.mzML	211221_Smp_8501_D_pos.mzML	211221_Smp_As9601_A_pos.mzML	211221_Smp_As9601_B_pos.mzML	211221_Smp_As9601_C_pos.mzML	211221_Smp_MED4_D_pos.mzML	211221_Smp_MED4_E_pos.mzML	211221_Smp_MED4_F_pos.mzML	211221_Smp_Nat_A_pos.mzML	211221_Smp_Nat_B_pos.mzML	211221_Smp_Nat_C_pos.mzML	211221_Std_4uMStdsMix1InH2O_1.mzML	211221_Std_4uMStdsMix1InH2O_2.mzML	211221_Std_4uMStdsMix1InMatrix_1.mzML	211221_Std_4uMStdsMix1InMatrix_2.mzML	211221_Std_4uMStdsMix2InH2O_1.mzML	211221_Std_4uMStdsMix2InH2O_2.mzML	211221_Std_4uMStdsMix2InMatrix_1.mzML	211221_Std_4uMStdsMix2InMatrix_2.mzML	211221_Std_H2OinMatrix_1.mzML	211221_Std_H2OinMatrix_2.mzML	220104_Blk_MediaBlk_C_pos.mzML	220104_Blk_MediaBlk_H_pos.mzML	220104_Blk_MediaBlk_LInoSi_pos.mzML	220104_Blk_MediaBlk_RAC5_pos.mzML	220104_Poo_TruePooHaptophytes_Full1.mzML	220104_Poo_TruePooHaptophytes_Full2.mzML	220104_Poo_TruePooHaptophytes_Full3.mzML	220104_Poo_TruePooHaptophytes_Half1.mzML	220104_Poo_TruePooHaptophytes_Half2.mzML	220104_Smp_116-1_A_pos.mzML	220104_Smp_116-1_B_pos.mzML	220104_Smp_116-1_C_pos.mzML	220104_Smp_2090_A_pos.mzML	220104_Smp_2090_B_pos.mzML	220104_Smp_2090_C_pos.mzML	220104_Smp_371_A_pos.mzML	220104_Smp_371_B_pos.mzML	220104_Smp_371_C_pos.mzML	220104_Smp_Ca_A_pos.mzML	220104_Smp_Ca_B_pos.mzML	220104_Smp_Ca_C_pos.mzML	220104_Smp_Cr_A_pos.mzML	220104_Smp_Cr_B_pos.mzML	220104_Smp_Cr_C_pos.mzML	220104_Smp_Cs_A_pos.mzML	220104_Smp_Cs_B_pos.mzML	220104_Smp_Cs_C_pos.mzML	220104_Smp_P3_A_pos.mzML	220104_Smp_P3_B_pos.mzML	220104_Smp_P3_C_pos.mzML	220104_Smp_P5-5_A_pos.mzML	220104_Smp_P5-5_B_pos.mzML	220104_Smp_P5-5_C_pos.mzML	220104_Std_4uMStdsMix1InH2O_1.mzML	220104_Std_4uMStdsMix1InH2O_2.mzML	220104_Std_4uMStdsMix1InMatrix_1.mzML	220104_Std_4uMStdsMix1InMatrix_2.mzML	220104_Std_4uMStdsMix2InH2O_1.mzML	220104_Std_4uMStdsMix2InH2O_2.mzML	220104_Std_4uMStdsMix2InMatrix_1.mzML	220104_Std_4uMStdsMix2InMatrix_2.mzML	220104_Std_H2OinMatrix_1.mzML	220104_Std_H2OinMatrix_2.mzML	220111_Blk_MediaBlk_AMS_pos.mzML	220111_Blk_MediaBlk_AOA_pos.mzML	220111_Blk_MediaBlk_A_pos.mzML	220111_Blk_MediaBlk_B_pos.mzML	220111_Poo_TruePooBacteria_Full1.mzML	220111_Poo_TruePooBacteria_Full2.mzML	220111_Poo_TruePooBacteria_Full3.mzML	220111_Poo_TruePooBacteria_Half1.mzML	220111_Poo_TruePooBacteria_Half2.mzML	220111_Poo_TruePooBacteria_Half3.mzML	220111_Smp_DSS3_A_pos.mzML	220111_Smp_DSS3_B_pos.mzML	220111_Smp_DSS3_C_pos.mzML	220111_Smp_Och_A_pos.mzML	220111_Smp_Och_B_pos.mzML	220111_Smp_Och_C_pos.mzML	220111_Smp_SA11_A_pos.mzML	220111_Smp_SA11_B_pos.mzML	220111_Smp_SA11_C_pos.mzML	220111_Smp_SA16_A_pos.mzML	220111_Smp_SA16_B_pos.mzML	220111_Smp_SA16_C_pos.mzML	220111_Smp_SA36_A_pos.mzML	220111_Smp_SA36_B_pos.mzML	220111_Smp_SA36_C_pos.mzML	220111_Smp_SA42_A_pos.mzML	220111_Smp_SA44_B_pos.mzML	220111_Smp_SA44_C_pos.mzML	220111_Smp_SA48_A_pos.mzML	220111_Smp_SA48_B_pos.mzML	220111_Smp_SA48_C_pos.mzML	220111_Smp_SA53_A_pos.mzML	220111_Smp_SA53_B_pos.mzML	220111_Smp_SA53_C_pos.mzML	220111_Smp_SA55_A_pos.mzML	220111_Smp_SA55_B_pos.mzML	220111_Smp_SA55_C_pos.mzML	220111_Smp_SA59_A_pos.mzML	220111_Smp_SA59_B_pos.mzML	220111_Smp_SA59_C_pos.mzML	220111_Smp_SA60_A_pos.mzML	220111_Smp_SA60_B_pos.mzML	220111_Smp_SA60_C_pos.mzML	220111_Smp_SA7_A_pos.mzML	220111_Smp_SA7_B_pos.mzML	220111_Smp_SA7_C_pos.mzML	220111_Smp_SAR11_AB_pos.mzML	220111_Smp_SAR11_C_pos.mzML	220111_Smp_SAR11_DE_pos.mzML	220111_Smp_SAR11_F_pos.mzML	220111_Smp_SAR11_GH_pos.mzML	220111_Smp_SAR11_I_pos.mzML	220111_Smp_SCM1_Exp1_pos.mzML	220111_Smp_SCM1_Exp2_pos.mzML	220111_Smp_SCM1_Exp3_pos.mzML	220111_Smp_SCM1_St1_pos.mzML	220111_Smp_SCM1_St2_pos.mzML	220111_Smp_SCM1_St3_pos.mzML	220111_Smp_SCM1_St4_pos.mzML	220111_Std_4uMStdsMix1InH2O_1.mzML	220111_Std_4uMStdsMix1InH2O_2.mzML	220111_Std_4uMStdsMix1InMatrix_1.mzML	220111_Std_4uMStdsMix1InMatrix_2.mzML	220111_Std_4uMStdsMix2InH2O_1.mzML	220111_Std_4uMStdsMix2InH2O_2.mzML	220111_Std_4uMStdsMix2InMatrix_1.mzML	220111_Std_4uMStdsMix2InMatrix_2.mzML	220111_Std_H2OinMatrix_1.mzML	220111_Std_H2OinMatrix_2.mzML	220104_Poo_TruePooHaptophytes_Half3.mzML
116.07085_9.05	104477635.554667	85584088.2977745	69027268.9721438	50693554.9270699	38197863.3057262	35557032.2683046	15998818186.6054	16266719163.8632	15075020254.0456	10487459888.7921	10090375263.3848	9875998234.76567	368996947.672815	351258619.239842	336689848.73297	173953100.267498	166225075.641102	171154461.83654	1190330.69401352	16356095.6824518	8353502.19057851	5594046.2809219	10691849.7713342	1461070118.11484	984950241.734118	1364301154.59621	1322475033.4914	1645475114.27227	1352286957.3312	25794623162.811	23919919535.6687	22037027199.4183	95050860.3455092	99534894.5189912	127760180.961342	12300299349.8413	10768187601.252	686596104.970891	803999340.545182	752725476.351702	5469264046.75969	3200782769.8572	2769206356.80142	309638251.241958	284617953.019549	12908922323.9096	10202697278.4844	6711354.51824252	5365475.47434085	11820657200.0752	10048817917.6463	12763213286.4474	10132614558.0128	108019.074087877	297981.02894093	400504.726408799	110546.767300159	1467582.29302157	1451524.09877211	15471321.7894455	15818811.3111416	21899861.1364858	137536359.169005	136024545.101285	111269270.001467	2937753.72546877	2892992.86268919	2814376.79720116	72354630.4750887	71292395.8459783	35593934.6096086	1373466726.18505	1388343487.3904	1351105860.19363	8579156.02803645	6253076.34937883	6361129.86999032	287100890.412447	472352040.712951	445618022.043645	594971.969978766	223506680.6058	188306948.304405	193271528.354664	189388545.10939	830592.21201103	860180.109559212	1219470.34818177	85259.9337432123	232546.262432994	11202528.6045059	7130825.69803619	8336203.70347102	490957146.599692	581368213.889513	106557941.731747	112522830.839	23425507.6450151	32003881.5016089	22371199.1087329	9363332.92227785	8171875.26837571	5982409.78335642	24741884.4212372	36649318.4725804	24593497.2011348	8476171.600878	5870214.59633353	6686275.08197181	283596810.360183	250662101.724492	299681464.09169	238734448.289398	1191850.31373441	877334.256340905	64970204.496119	43116920.4670177	58046356.6920284	42610830.2430079	222086.536154981	47879.8729083962	83395.204883446	209986.440781494	21525376.8652927	20612417.868937	18835902.4598869	10232473.9476721	9614947.65891857	4024379.95717848	106938.096467001	4938814.41746813	11187808.6978687	11289633.4782121	14734122.4240243	16146533.2870721	17321517.3066832	13421927.666693	22775460.3260548	20956308.8312078	20115995.6294587	57878776.4368969	56697875.0901921	57371878.2876856	39227560.9991541	41586788.9914489	36455332.7117994	12561993.3612991	3670401.32222709	5410466.97420012	512673.177734873	3682390.98601513	766371.25597267	119697568.778121	262778447.118926	97212119.0249212	163731360.788351	983265.173127435	72719.2044998882	14193763.7350852	30930.4492547479	13147767.6989647	151687.562472301	52218.638331741	200911.759373505	387097213.840474	417315624.751832	1027583254.37687	986281975.575995	938444102.063893	498674107.831659	491662455.513302	445908041.591919	473637675.785694	340174714.412236	102277395.734456	998079254.169107	858217645.251015	770232407.586646	174207800.25762	166442247.961797	152105252.883977	433094836.467867	350021473.951792	315147722.934137	368053272.627434	336089495.272214	294986356.756544	40897132.0268606	654750184.613597	535841811.067156	84967947.8639225	105786115.375196	287729854.893475	602818347.987885	365112337.951811	426979578.451589	17605716.3767756	19260314.4679169	760686.938252108	4849820249.94642	4217057826.56826	4371700333.96541	184699203.690244	196435265.072413	142123643.036544	466092478.720294	385231353.787785	318269306.656421	276897.814295526	59357.746428486	146489.46177676	196695.378398653	426692.343112713	451369.722146503	18135114.7431984	17635035.86961	21671541.7716008	107917018.061557	94295882.6122246	98152090.8179809	109749711.053422	142308912.470395	233119324.678494	881667615.330333	811136789.27537	914526.712728046	297603.557212629	733391772.098114	630597242.905028	689507176.831756	551294454.113444	NA
117.04861_6.99	151720435.258943	144183741.824885	152242716.63336	82242519.2344808	80055381.8295322	85997380.2333354	224823105.894828	213002992.096619	189957572.627378	121388510.538787	103772126.923274	98230978.640338	193485875.7594	190971076.20557	185037501.21806	98984610.3319216	95788709.8326316	97535744.4030131	241766560.823994	213585806.285219	156278138.220364	201111377.531964	210319576.151829	207722115.311244	177747085.668421	227588832.014298	144248238.831991	185472816.570375	173077196.971845	230946418.797283	237812554.363225	222398688.442124	193958677.456105	200279551.50494	270197701.998849	171420464.117134	141107200.028167	208112724.31995	210992857.774379	197963964.009305	183159864.278977	207359165.070957	229160004.437161	NA	NA	145027780.895071	109448866.931197	NA	NA	113250738.143793	91318188.9082482	152344665.690583	112727614.540561	183919747.850982	175448151.26357	170498699.961045	178375162.239587	185023522.803255	181804795.451457	197541983.159393	190052785.27029	192294867.010688	175048468.068268	180011834.174492	185173424.604033	179055301.865694	191310928.818969	157289603.235563	128070875.158849	142638963.749118	166380800.230839	199572027.050337	177293293.347218	182150032.271668	170373638.719387	173320070.476593	159888235.10349	NA	117122684.039448	114527929.546222	NA	93951868.2246631	88709011.343838	117431543.461581	110790770.72548	162003003.400262	155005363.59612	165967221.957529	171113965.953143	157790975.442962	169139504.671779	183875244.769125	157092256.045032	114279589.230276	111029085.698947	128360085.264185	124538035.067268	176541732.49365	193800933.438841	174560648.916282	160225180.368639	162711938.85745	157134566.191086	161549954.11339	182908455.067718	165668112.488037	167306272.543253	158758599.346541	135887182.809282	NA	NA	103121216.028726	105398445.742079	NA	NA	89304866.0025863	78295907.1145734	94634055.9161413	98077659.5610028	107307908.758447	113667010.73671	114642412.181584	118878487.197777	134018340.456974	120512356.063839	115799245.693299	64239496.6879806	58168626.5159542	126860725.30147	138853795.903418	125609478.546793	122708971.468637	113248447.0016	139740896.68713	122932964.224626	116659453.829616	127877439.870173	102563035.726032	116801941.364201	109555254.249378	116437695.466007	116100814.450106	106856098.837905	121198133.019676	112195118.809811	93999744.8211928	130573470.097996	137433166.044794	132015830.419181	119805659.06013	137894649.362085	146913209.192979	NA	NA	90663885.5615272	71104575.9233794	NA	NA	78964366.3429352	65202387.6509219	77028921.7021394	79001448.7444279	162373775.985386	158126143.723128	156227146.48943	158889073.637702	158934069.187723	156382560.236542	166440685.300814	77599580.7439905	76650709.2263685	83494983.8775817	21218.6329080926	136211572.207494	NA	157107728.579015	161041503.969241	159615614.095287	126058267.519004	136299313.547117	155582273.06257	159088844.741149	125272252.243206	134945552.111429	145084819.275573	139716937.677074	161267311.612246	143018555.336427	128892416.872548	134955689.02903	141673241.254197	146145657.46756	153462350.755477	151580315.000657	143191698.088492	138290454.482101	162022505.036385	113491585.403412	132285075.247461	159430631.377851	138903990.101316	144163406.539204	143951527.171734	166427664.437052	157871100.838854	147260829.304191	132004206.099255	136870828.570221	172752455.809401	180713447.03028	164891683.531612	156718168.885456	166793787.991834	166393136.9673	1434552.5182459	4069080.18431627	11258694.4592421	12067310.2435369	36349353.855992	3278011.35826614	14057201.9702188	NA	NA	99218134.2465191	102944680.771193	NA	NA	91757448.3888157	93032426.5174726	106512383.80824	111392141.82723	65271220.9788747
117.05483_10.79	NA	NA	NA	NA	NA	NA	NA	NA	21057.6765249479	NA	NA	NA	639882727.333482	656272235.649547	643821148.777071	374348395.029287	384422232.229615	373219822.305929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6808255.78381418	7728422.66120091	5675881.94688894	5318559.84720041	13633.3531159343	NA	NA	NA	NA	NA	NA	NA	345056462.609323	280246498.875583	303121794.148576	NA	NA	NA	84363612.3786797	99880657.4516616	67189859.148838	1697723132.69474	1821268240.1409	700885156.467884	NA	NA	NA	147265369.445628	186126047.647444	134527473.721488	NA	413863062.769024	444182069.218774	5323666.31184822	449105632.45735	431580974.318504	421528370.069967	463214144.151688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7855.40915941135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5173864.80179809	2331438.17658336	5162306.24245822	7678741.70474066	NA	NA	NA	NA	NA	NA	23832634.8214239	27124645.9662415	27880099.0039727	10968176.4561172	13092250.3749814	16103075.3862083	18330755.5837951	18998999.3738708	25109987.2963028	17134967.1547264	25420839.0884759	15507354.4097958	19820590.4331544	12765259.2676101	53644356.7809306	61048830.2468556	61978934.7241215	19143193.7875693	13934886.8193112	16895188.2380688	12061207.6325593	10643636.88846	11733673.0940575	7114077.57395935	4205030.46064504	3746527.76584539	25952078.3615207	22506975.3592808	29178523.6242569	NA	NA	15578298.7872571	17371201.9327785	4192169.90963352	NA	20281279.9344895	23902913.3621659	13247678.2916206	17306302.0450879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2948897.1398294	42945.0205016342	3313104.59538943	7498.86404531013	NA	NA	NA
117.07419_9.07	5931810.85688354	4509258.4217296	3695566.97827949	2641845.11850776	1937704.15726471	1790465.19558644	914274482.886632	924891966.15198	860502303.122036	600178622.357932	574315225.8637	563820798.526951	20050872.8147438	19074995.2771695	18148299.0077825	9502371.81554502	9010113.28817188	9137523.80061282	4578.13480190625	175240.248895152	27899.2259527607	43837.3169258421	68657.1571122154	77222921.9545005	47558135.1073737	69780445.4209082	69051702.7015897	88511798.2444802	72679366.1831596	1417775277.48081	1388710653.84642	1242497052.28326	4575757.92653103	1469033.16560794	2740342.61964268	712962840.810928	552838490.503443	31983853.6482987	39594062.1258873	34112529.9783643	274288488.693861	166567398.52118	139502154.924219	16959056.6892328	15492431.4473722	734688602.887519	582824331.631722	56144.3250273496	94813.2173405371	675011162.780822	574665575.422562	734491184.682464	575615139.64392	NA	NA	NA	NA	NA	NA	593913.067408874	657557.345375001	1012645.60140715	6090880.81282222	7157336.74208083	6017566.452979	5183.78695955554	5435.87715877264	NA	2572712.50860735	3233770.33314486	1579401.68286134	67420946.3063665	69603838.837208	68656446.3555816	236885.048971327	87690.0324980572	88325.6528165302	15613863.2714366	26174122.9590594	24479709.6503169	NA	11805755.4724096	10288755.8060722	10362710.4122856	10325832.8397987	NA	NA	4893.69380701855	NA	NA	418136.344231968	123927.765321421	180939.766098832	23715358.2978403	30378309.3427531	5368846.67019049	5381928.44303502	900849.104547665	1052787.84010314	831712.173163339	274722.78379648	209259.655520524	39074.9194766439	1146834.03971013	1904932.93640055	1110317.06048252	215744.173222864	40875.1648297147	97669.8849196653	15169988.7025455	1934114.56685395	16252698.7088156	962097.403943	NA	NA	3487831.41679652	2193880.39229069	3249197.27525811	117501.857499048	NA	NA	NA	NA	1052378.41266236	601632.853442867	NA	405217.358094274	445587.917354353	53172.3532030451	NA	47692.2712146267	289833.142074063	163405.795897559	350943.312056832	393837.849001029	451344.821086416	280423.757305784	502727.373466294	505826.786999984	160158.276198923	2797739.49751289	2490716.61966517	2688053.05325847	1704051.397522	1897413.97816053	1453998.57213043	313275.70272258	99252.5665887919	60108.3479350345	NA	15889.4230772373	13879.829438464	5937820.77070453	5037.35886549532	5273574.42715228	16251.6286949961	NA	NA	636192.522846486	NA	586444.656575971	242829.474030533	NA	NA	21229797.0210782	19546361.7942845	57382555.147197	55310704.1508675	52525056.6420928	27898947.2591654	27025807.9020608	24881009.5899535	25346055.1027253	17969838.6934794	5510079.22036843	47162759.3028528	42644261.5488333	42851926.8485615	NA	1822257.70645183	6339981.69123397	21811546.577117	15844226.9878253	16266316.4508305	18263927.979689	15408519.4377751	14383036.4731485	1279422.4334163	35849693.1394434	29431028.06668	3909529.22483987	1875167.62843497	14263034.1735342	30650920.3406288	17949956.6232653	21279742.6984638	621307.42930142	151545.660840009	156612.219632539	270762180.454263	231528547.848061	247486512.647281	10121818.2008428	11010268.8985998	796607.270947944	22114605.423576	18548572.1499619	17804510.7115283	NA	3453.24475617817	NA	NA	9446.52125388867	NA	3842.74724163281	34796.7202560923	130171.190243109	357769.468939251	13304.970411778	85520.6008353961	65687.0760384002	8132330.93475754	3704504.21088686	49250410.6136205	45137768.8872704	NA	NA	40711490.8060857	35202859.6490589	38278352.8592658	30449577.1620709	15413.8690049788
118.08646_7.4	31067952433.5843	30927964688.0137	29867879678.6537	22448812653.2144	22261906686.8799	21059856742.6458	49110155319.778	51053870774.839	45084013105.5417	37151963211.6978	36044248556.5019	35364739587.5238	1114975066.84348	1113632344.81699	1176093318.17963	754036892.844226	660418049.508583	648875920.957865	202596609.825741	154272016.018065	198683511.805761	254426782.912312	181976616.386827	37257530415.2609	32826871518.9503	42944990064.9576	10211151891.0196	11164805517.1033	9866675471.25535	157246474.291959	150780650.108381	177378380.082783	4727391071.43722	6254294469.24542	3655852748.97989	58855698617.3584	47437395765.8043	13060037312.3903	11894917567.6042	10942359413.8794	29103724611.1505	18054733398.0015	21877652056.0765	2541352660.76191	2839164305.30891	42129986767.3206	36130661928.2358	61857484.3710751	123823947.58836	40308915359.2749	35070554833.3453	42556357626.0472	37211965357.427	217057558.432742	181480062.251972	173528226.086895	199373197.631717	205260859.982208	156420890.517912	188943481.818014	175810105.642435	185355436.576892	204282451.743157	187305407.519113	214927746.955197	258323608.673525	228334074.466815	241017698.282382	419071882.575391	450270423.92829	332262350.885461	3100089739.23042	2873014478.51459	3235390220.77137	376831733.255024	443363940.282546	377594232.774599	3230415241.98616	3212185563.99353	3741342249.92204	78141980.8511302	717609618.995973	717878980.598003	768896802.542463	763097176.13842	162108097.159274	216314086.150558	160648740.000925	166667444.926185	189420380.393896	164630030.002717	188202842.251913	189629815.470533	48291438161.9275	41596015825.2005	28793475243.95	27006204281.2655	573975984.746704	679544302.067895	580982766.838337	176898199.329718	171178942.296129	156453436.250312	183927316.457009	166040650.709041	204213689.724036	155801362.770909	167694784.640289	202324974.901116	2996322167.12321	3211717292.28017	24493560225.1524	26354940780.2813	124721009.029945	124998823.576909	26618369043.3065	23464914349.2961	24661810567.342	25434778530.8979	114928184.148354	127264247.33173	188642250.050546	151709565.185226	5707877082.32925	5882306346.56621	5777625799.11715	3021547415.60713	3354872978.09658	219368572.826234	182829171.543056	189294766.732956	2554023203.19254	2358498432.89201	3438152772.30654	956931352.657782	1073702820.89947	879219716.534886	275966657.684814	296508950.002863	275757244.612827	3212794937.93872	3310285428.35098	2786562520.22267	11125410693.2238	11117796273.4354	11794210408.9673	201847790.674269	205196688.13102	210417527.286646	208177641.455278	174994540.113326	233995718.715577	1391455343.13331	2434139596.00907	5155071677.5596	5394145020.21994	47027020.0996173	45436907.9950082	3866205712.50551	3860971770.52837	3604797780.81628	3772290725.24731	45096852.2479291	37449206.0390408	52280599.6859295	54406648.8201156	328967195.621956	348880442.51573	348336760.748288	169086569.354106	177267503.312086	189095674.421915	845273617.264095	866771633.60468	867131696.473018	43205325.814076	51378933.3913738	50347776.5725991	106715456.207223	114762702.937956	103621410.532195	185071560.085727	207460777.567493	185559307.126057	209986563.299743	225506538.83994	211286161.447554	114498939.603502	244827328.779331	293812676.346932	73096405.6010025	66884177.9396106	121780497.15645	159497831.008303	212783181.793144	203311249.851166	598027174.029312	726781429.566937	380154327.032781	325324335.596983	275293859.086864	320582485.537719	53567388.2017703	52612373.7136132	59465617.5668864	331109773.776169	673445869.288696	264862864.022999	104083038.434266	75278149.57729	120938065.809693	99823959.4888685	109993027.320298	85437898.6897148	27126574.6778142	29947714.2492918	28210490.2893601	27519780.970547	32440370.7318873	718136.131486067	26825161.9307738	1489970799.77817	2148224146.40468	1820426262.72853	2387212171.40666	14896083.6797612	NA	234362106.911945	226346964.848031	240946733.389065	214715678.868758	3182908606.82179
