"mz_rt"	"1_extr-ctrl--extr-ctrl-_1"	"2_extr-ctrl--extr-ctrl-_2"	"3_extr-ctrl--extr-ctrl-_3"	"4_extr-ctrl--extr-ctrl-_4"	"10_exudate-0d_2"	"11_exudate-0d_3"	"12_exudate-0d_4"	"9_exudate-0d_1"	"25_exudate-12d_1"	"26_exudate-12d_2"	"27_exudate-12d_3"	"28_exudate-12d_4"	"13_exudate-3d_1"	"14_exudate-3d_2"	"15_exudate-3d_3"	"16_exudate-3d_4"	"17_exudate-6d_1"	"18_exudate-6d_2"	"19_exudate-6d_3"	"20_exudate-6d_4"	"21_exudate-9d_1"	"22_exudate-9d_2"	"23_exudate-9d_3"	"24_exudate-9d_4"	"5_exudate-med-ctrl-_1"	"6_exudate-med-ctrl-_2"	"7_exudate-med-ctrl-_3"	"8_exudate-med-ctrl-_4"	"33_pellet-0d_1"	"34_pellet-0d_2"	"35_pellet-0d_3"	"36_pellet-0d_4"	"49_pellet-12d_1"	"50_pellet-12d_2"	"51_pellet-12d_3"	"52_pellet-12d_4"	"37_pellet-3d_1"	"38_pellet-3d_2"	"39_pellet-3d_3"	"40_pellet-3d_4"	"41_pellet-6d_1"	"42_pellet-6d_2"	"43_pellet-6d_3"	"44_pellet-6d_4"	"45_pellet-9d_1"	"46_pellet-9d_2"	"47_pellet-9d_3"	"48_pellet-9d_4"	"29_pellet-med-ctrl-_1"	"30_pellet-med-ctrl-_2"	"31_pellet-med-ctrl-_3"	"32_pellet-med-ctrl-_4"
"317.21802_3.81"	12505645.4478515	13406402.4851957	18073649.1828197	17094178.2511293	14193854.9812503	13106125.7406558	14824988.4294596	12664803.9905146	19026358.9331716	19930861.6102038	15978072.9053655	15484106.1356325	15644452.4007324	13164883.9706623	12417606.7680386	18652223.8004829	14272334.9631161	15497761.1426818	13175798.454526	289580.435306735	17324647.7077712	14484816.2582523	16258147.64426	14652709.0635217	14343752.2751323	13543832.8901269	15228435.2093814	15136258.112698	914692.939942813	15150938.7903986	18255683.8788296	16589626.7211237	NA	NA	NA	NA	16606872.6669317	19802253.5733481	19072126.5663986	15663690.8211661	13510571.8121292	2889200.50374791	15883046.0050978	19516724.7613361	NA	451188.573508877	325068.683405401	460155.657180686	17734472.8188205	11884095.4646212	14679132.8841089	19253412.498195
"318.21295_11.48"	NA	NA	NA	NA	NA	NA	NA	NA	NA	346277.980061893	1059320.08760071	235558.120094649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	269981.331046599	751571.763320568	NA	NA	NA	NA	50444.3861922607	NA	NA	NA	21178.2574372551	63635.5528942874	674935.798881049	3791507.81436622	7096.53720177441	NA	NA	NA	1638940.13030662	152693.167484586	3215485.85962785	876409.757602692	544346.357660447	28825816.737287	16228771.4369471	4109282.72854887	NA	NA	NA	NA
"319.11955_5.11"	NA	NA	NA	NA	NA	NA	NA	NA	3081761.92338777	30116368.8811372	23245995.2040054	42334719.4079471	NA	NA	NA	8303.14601043733	48003.0555690938	103350.287685909	4398127.51640909	1125022.58155112	10599968.7880393	19499132.2482277	19705058.1159946	7108502.97481669	NA	NA	NA	NA	NA	NA	NA	NA	24570.3543532325	NA	NA	78678.0827654462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38057.9434995311	NA	NA	NA	NA	NA
"319.136_6.17"	8348871.2945883	2519367.77895607	18585530.597177	10245060.5351009	116512409.587514	3025838.75031058	83641340.2850458	68989551.0211789	96449040.647129	1109436.97695159	34804711.3747837	35744914.936355	126355799.0356	112990509.518892	133263411.754375	67162262.5768497	91163801.3758005	100295288.601278	107812.93572858	3195081.41538004	69704478.3458292	389879.400359329	56332830.8180803	61118050.2226012	127492192.134395	99528959.6385939	7971363.9446896	76943216.7605857	773301.737432018	9027847.11816963	7555562.36247562	13984244.8239978	239792.220991775	228876.593253685	150536.813670309	231568.521764919	19363877.3358853	17429144.7975218	20434487.4261553	25149738.7695959	8669097.01240029	588338.640399806	23614699.6333546	16694980.1737191	184235.1649887	212268.561414035	375106.874179475	856890.327036423	12679794.6414017	8259598.58845163	26167275.7334075	11749446.0278567
"320.09597_4.18"	NA	NA	NA	NA	87084.0918573487	NA	70665.5397359235	60802.6177389313	48675749.6816639	24415794.1288015	21406852.4834698	14887953.395141	433967.238003274	393124.746106708	569273.511706179	406309.984083765	5168637.50535869	5460509.9097523	4148304.59519521	3948831.09814741	18597585.6591129	20222987.2878426	14910156.3442139	9380277.87149812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	387377.177001887	8139.51782433261	NA	NA	14682.1609099384	85483.5519482752	104439.276327797	173713.334414392	254152.710624314	30136.9768974098	34718.3556529854	18378.9017357463	NA	NA	NA	NA	NA
"325.04598_5.28"	NA	NA	NA	NA	NA	NA	NA	NA	123459.178023353	40570356.0633834	67719776.5281528	86229475.9642992	NA	NA	NA	NA	NA	NA	9191.62783286103	849422.507924709	5798016.75973522	6010304.74131413	30974476.9388962	61125990.4199286	NA	NA	NA	NA	NA	NA	NA	NA	8073940.47391245	10779536.9467369	NA	13005520.2654158	NA	8682.16873202441	NA	NA	NA	NA	NA	NA	7594102.17194775	1111223.6695927	10873426.1415692	5218156.52812104	NA	NA	NA	NA
"325.04616_3.97"	NA	NA	NA	33847.0424870253	NA	NA	NA	NA	815001.625059959	52247738.0261986	102450652.094977	87032449.075724	NA	NA	NA	6683.18663784117	6737.01300018364	NA	5324.50164189447	195730.385139503	8770936.9613174	7734773.4951119	45395122.0751848	85765692.5034715	NA	NA	9449.24333968034	NA	62288.0118915991	NA	NA	NA	8408552.103089	6456625.49361565	NA	7406191.64435783	NA	NA	NA	NA	11240.9552250921	26028.0416274322	NA	NA	5557335.72615724	811774.764100885	6886133.55174784	2276791.86510806	NA	71354.0234442807	NA	NA
"327.25203_6.85"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10027.5497226826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5924109.40651404	12193444.1964638	46707150.7123458	198454.492517281	NA	60511.2743891307	29663.1775189421	NA	10456104.5284333	12255905.1677614	319557.516009434	4666338.83355483	2621793.15123921	36159297.6544964	11406628.280466	22085805.084208	NA	NA	NA	NA
"329.26805_6.74"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14012.0062516015	260556.991871323	37053.1117572654	11968.9016014538	79223.6314268205	164823648.110862	204398255.769005	1073321656.24392	181605227.910445	3385423.12811511	1854274.44171265	1340436.72022938	2282423.97226489	28524235.3831247	3820026.55806123	40500620.0141087	25791988.4483348	49214183.4360358	157556405.992482	72719173.3586559	105476287.809365	NA	NA	NA	NA
"330.27142_6.75"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32861318.1397901	41523499.4851757	221632666.39744	37058764.4631044	274048.360522628	184973.26375825	65531.301817023	201257.547520499	5018090.26777623	558144.188790357	8082589.40690333	5209069.83057309	9845951.68553663	32408972.1958125	14023318.8745818	22011188.4094005	NA	NA	NA	NA
"331.10675_7.35"	12941.7030239429	43625.4433170097	NA	43624.5067047417	782560123.180643	1634722.74990195	1068957769.30234	728290767.669984	289259536.920956	408302009.14508	317396558.381169	381279887.905924	766422376.661731	803592465.194332	921304991.790021	771224481.088715	843739709.69228	805578210.168161	730506286.79987	429030850.915854	392272856.897727	475313307.359344	530437910.595825	314801666.917778	784173269.678217	704181556.732151	24454875.9721659	962166443.956099	397614.871853579	2960780.34911312	2239389.753813	2410779.16380548	2002009.47383132	4914866.03576482	3340864.50270949	6428637.02720545	44734110.3058657	33976655.9832816	34171089.2978269	42373819.8706159	69494.8721781075	112175.179652971	9472524.83020279	7700197.56708801	2114431.4385544	996220.368523852	3212745.32051739	716523.29075345	1366182.7187112	168236.247015932	65172.5452974971	132477.643383887
"331.12876_4.8"	1270205336.12792	1311202919.84549	1258263459.88567	1291788736.43167	1172956921.46194	1302891193.91004	1211875158.40588	1128298313.33496	1160645119.71434	1052632090.29949	987683540.879145	1074336808.38014	1193859500.54452	1193138329.64601	1190520873.79688	1161545539.18791	1192894254.97692	1211845562.47973	1180289881.9319	1068651223.93708	1127323977.29673	1103897725.50128	1090085615.9245	1100089781.44399	1118947358.2863	1139844695.31898	1331596046.26436	1253651386.701	1098459304.16981	855093870.823379	628462965.699565	1200382304.3958	206104669.266012	209870330.278971	54706899.4408718	395004962.573005	1093200794.87901	1199840529.32736	1132162741.3833	1115125250.78571	890545207.532396	827872888.242428	982213692.443263	998266651.609522	666878031.333704	396941132.144434	709423305.188205	443873888.222967	918204855.79274	1182132708.43969	1199267749.94468	957723529.901699
"333.13386_4.8"	17964752.6744484	18390119.4371924	17724604.3340319	18536527.5558108	15960199.9419665	18191895.8967371	17152481.3782542	15647739.8474434	16081613.9843157	14425232.416062	13557533.7973749	15373962.2171587	16214688.8604726	16774022.7834125	17055923.6374671	16158563.9097554	16519922.9054924	14740542.6827293	16316787.1405638	14964879.2658485	15421190.5140939	14921035.964143	14843615.522401	15223472.4369502	15619400.8353834	16023443.9368868	18863956.5868557	17734440.6928961	15308907.2797357	11737274.9967209	10674870.1771759	16712382.9453394	1537125.83582442	1367429.89937331	NA	3016849.41427425	15408461.2186699	16795979.2856312	16047484.6040486	15745496.2699963	12189898.6656386	2283067.31977001	13567808.5606869	13622742.8390571	7747272.99341913	2678273.85115602	8226801.45167991	3618982.01827035	12911074.8662668	16545871.2199909	16781215.5095246	13114700.6970639
"334.11166_3.85"	NA	NA	NA	NA	NA	NA	NA	6121.27101359889	20327645.3079709	11932696.144017	9124563.97469629	6269919.36996322	94008.213296188	63840.6151328329	69000.4337765556	37901.9386714552	191337.428979902	184326.69301034	2084114.7604982	106408.625214212	7904014.24288826	9205377.03641661	6008320.61184072	4610109.60258543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"340.05257_2.37"	NA	NA	NA	NA	NA	NA	NA	NA	1562094.0777345	15690361.2319996	10503688.248089	31012812.6854785	NA	NA	NA	NA	NA	NA	NA	NA	4191758.59022295	2491878.4476326	10073173.2178732	13290038.6866656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	350397.302611814	97449.6234390073	732987.182861869	290242.837468902	NA	NA	NA	NA
"342.23822_3.96"	NA	NA	NA	NA	NA	NA	NA	NA	1037396.0353561	16376302.8838196	4142097.37802305	15407172.3101496	NA	NA	NA	NA	NA	NA	NA	NA	1543984.44624985	203876.289737611	971385.675281186	4153979.19180633	NA	NA	NA	NA	NA	NA	NA	NA	395752.053588372	675358.744698592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19318.0526890087	NA	NA	52128.1846502361	NA	NA	NA	NA
"344.25376_6.3"	NA	NA	NA	NA	NA	NA	20541.8325161311	NA	41364128.7371677	50153228.101012	39227565.4415397	42683811.3559195	134244.189746608	124294.257762062	140670.313296747	81749.3283757182	4585961.96225277	5247423.65501307	1232923.52461725	2375506.59635929	19679866.9242877	21897621.7469183	24786220.4156558	20459428.6299173	NA	NA	NA	NA	NA	NA	NA	NA	75885.5939415131	230039.403639885	566942.491920283	128500.976548064	NA	NA	NA	NA	NA	NA	NA	10135.437548155	23266.5870484352	65556.5995752169	238388.67984504	69609.9008924345	NA	NA	NA	NA
"347.10131_4.69"	NA	NA	NA	NA	332224.192218809	NA	375686.077288866	268565.890644657	20167819.8295557	58035588.4390991	27989233.8416937	69279625.8020944	317166.334487144	781399.295753358	371503.340211699	129353.184442396	7074671.17991944	5749772.36247854	2252858.8264994	237122.068839993	38385970.5952879	25925285.9641386	51512096.1457416	73462237.0840273	1117929.10182111	39796.4272152353	NA	342114.495336538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348.01912_4.14"	NA	NA	NA	NA	5744.14365907337	NA	6527.87058244149	NA	9695782.27534042	7858268.48599764	7417338.9897565	8559951.71582909	512128.884939857	480892.644403691	589376.435200426	451996.232407935	5009296.23251798	4927594.91705187	2724221.46069179	4305597.00188307	8547304.91716691	9532297.34388367	10051548.1465381	7565378.85631584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55360.1864547729	12465.0648799046	NA	NA	6039.37889931997	11639.4010236661	NA	NA	19088.0582364366	NA	NA	NA	NA	NA	NA	NA	NA
"351.06909_4.34"	NA	NA	NA	NA	9142070.28839957	95671.1497650849	11472285.1426339	10090554.7286079	12307694.4161368	12407969.7823917	9991018.13614434	12881252.440469	10305188.8269908	9341114.15838202	4222493.3405606	8949040.81010784	13570091.1580051	20848054.1084216	17621331.5858496	8787964.27135815	10111313.2470515	16695936.0339865	15423739.1609138	11077640.1333374	9341447.29620001	13636272.2634261	119996.099390937	14036619.0748578	NA	NA	NA	NA	NA	NA	NA	25037.520547609	110239.609656078	NA	8371.99457580463	39210.8892694243	23225.6731633268	10501.163186489	NA	NA	NA	10765.3929856398	15532.97599473	NA	NA	NA	NA	NA
"351.06977_4.33"	NA	NA	NA	NA	495065.563197516	57057.3781467385	665514.081435367	9508693.71569682	12331313.0502357	401825.306843938	4140302.68535352	8190047.53960452	5945492.96384853	9111729.95231618	6673902.15357118	5896239.88968919	16282983.7700031	21673767.0787693	226815.072755762	10521886.0768275	804829.822378202	641148.334698939	9256877.72821192	10878795.7523236	9262566.6559554	14548609.5826839	231190.908131379	1968664.46084491	NA	NA	NA	NA	NA	NA	NA	29832.2913039876	147510.911035243	8635.96777490758	22249.947598643	77749.8389646899	11007.7403871343	10399.5265419707	NA	NA	NA	NA	15356.5423203283	NA	NA	NA	NA	NA
"357.17106_4.17"	NA	NA	NA	NA	NA	NA	NA	NA	36124352.0204265	20830206.0925856	18581030.3802207	12745577.7736776	34848.5654603417	78848.3684426934	115628.321650386	53658.7957443686	2063377.43942319	2231710.26693933	1489918.22282205	1643555.50754258	10535364.9862671	11456039.8489479	9195426.66368233	6449141.31549636	NA	NA	NA	NA	NA	NA	NA	NA	33686.6062258806	NA	NA	79956.2729595073	NA	NA	NA	NA	NA	18591.498444393	30114.4238676773	9499.76508606076	NA	14907.3732559254	NA	NA	NA	NA	NA	NA
"361.117_5.29"	NA	NA	NA	NA	NA	NA	NA	NA	279852.341210862	24925251.9029753	50143287.5600102	63189644.4402682	NA	NA	NA	NA	NA	NA	NA	684510.652080503	1860766.4042385	2199131.75060558	14118818.1834033	26267473.3184427	NA	NA	NA	NA	NA	NA	NA	NA	3090998.7335757	4148247.89657185	NA	2532237.85920134	NA	NA	NA	NA	NA	NA	NA	NA	2016609.3840292	446770.289912892	2495340.65525083	1755344.62799993	NA	NA	NA	NA
"362.12106_3.95"	NA	NA	NA	NA	NA	NA	NA	NA	85835.4702011405	17632287.923238	38493399.817516	30713599.1125188	NA	NA	NA	NA	12772.0873500086	NA	NA	192822.220382646	2086220.1434369	1708458.69474341	11794473.0443428	20432228.2782954	NA	NA	NA	NA	NA	NA	NA	NA	584805.129472859	502156.401402831	NA	1030066.06882414	NA	NA	NA	NA	NA	NA	NA	NA	392423.125404482	19727.3202674474	462639.319067886	47724.2775944782	NA	NA	NA	NA
"364.00432_9.4"	8240108.79238262	5084887.98943555	11826310.2319246	7182741.16094772	8716919.13406769	9134662.69435275	10072752.7341817	2338483.76418462	17962062.8162317	8225758.51726902	9777500.95382284	10475980.7659495	8045137.5441572	1395387.2773547	463397.894880474	14956235.174167	1025207.18822831	1761416.92095848	9849673.42322056	972081.40782406	11696708.7122322	16091194.0916758	10068248.3584089	5439974.46570048	2742467.53605414	7533859.82422959	9654478.67932981	7898552.16104832	5709391.14983774	3100592.31204347	196269.9972286	7983589.01673684	6219304.35999049	7851426.9781054	16306058.6014757	1761818.90545256	461178.741059042	7635312.75012795	435610.504165299	297036.266099591	5997782.17783486	4183597.64389788	1923150.84950416	8516363.09275941	2148368.40563001	4858948.50199032	5375997.94041224	8999225.62047773	771634.0268008	7435233.01527961	435643.204988603	2998487.86275119
"364.0047_9.4"	8043113.05367762	5963165.54445724	11862524.1821296	7387759.55562092	8785015.0060753	9104628.74864331	10100424.2810845	8358384.41351186	17699980.6147207	6194225.04786504	10155773.9281213	10561821.8538055	8140632.71204492	6958835.23869997	6356104.61826941	14976347.9423962	6274158.12719703	6783534.27589257	5334858.83692467	6625029.77174002	11782815.5330295	9089433.60691386	10419637.2010844	6362732.80154946	8585987.38546509	7647777.57380156	9993711.61191634	7899953.01486804	5553504.75486406	3146548.87143542	2984596.34633193	8028750.05414558	12094003.2946285	7888485.0996114	15905612.5521401	6660326.03426969	8961736.0761317	7717259.59539137	5901887.18921277	7798532.74344441	5852757.03875234	2686723.79695067	6792374.05510807	8626581.38322763	4911117.46628461	3172152.83394915	5429378.77040069	9202059.70451583	3043058.849709	7452233.70059167	5719486.5087444	4637193.02222525
"372.2488_6.11"	28803793.7660402	21954594.9445116	30665132.1730815	31465974.2997059	24329511.3745472	23809065.0258325	23237532.9768814	24943718.8241244	30558227.0717143	32358945.2152619	25363147.318505	24848880.5264345	29519231.4744443	24534064.7902763	24362540.165155	28286083.5032011	26863457.341897	29258667.683738	28908257.6252868	1462255.8636786	23941875.5497451	25493450.4567335	22072038.8264526	24357880.3005783	27975359.1603012	25127558.8882845	24526535.1113168	26622240.6913971	2319904.44381255	26590413.9147897	12333455.2878622	22910815.373254	87943.2309598128	323352.033517474	1636696.49135829	734722.59335403	27341086.3231544	27588364.8361839	33724287.6941668	26406004.6515922	37585799.2575587	35579694.4467382	29206203.5320152	32512927.9916405	490002.492594237	3594935.6443419	2515939.44889134	5665008.44151975	28936502.0729881	19115214.771654	11986126.3689051	31608004.1386951
"375.0705_7.3"	NA	NA	NA	NA	1304114.7880715	23810.9879805629	1397696.5468817	16243097.756676	2965251.82305556	46694.0088864968	779778.370367	1697462.80470335	15710314.8980134	17790662.0988365	20604895.9829053	11575199.6431416	15473774.7006107	15089153.0089866	19495.4190628529	3485227.29062663	1109170.36671021	9643.26985132939	3718912.53944736	4011336.56913051	17758570.7601653	16941983.3301301	359075.459409217	16002717.0408474	NA	NA	NA	NA	NA	NA	NA	NA	1039255.20288906	379177.497330855	867161.496882318	1216273.00009765	12636.2584297109	NA	25915.0268145591	NA	NA	NA	NA	NA	NA	NA	NA	NA
"377.14505_13.95"	5267494.95374309	5940879.79236147	4639934.23761326	4601740.68414254	5328159.12310126	5233511.87371282	4700320.26125802	5548713.16019432	4820410.94990989	4225815.96447083	3826300.76332797	3830414.37337928	5702053.19169718	5556415.25699269	5595559.62893763	4606881.96815828	4809098.4223833	5283775.51377538	5172261.62947309	5360548.31888087	4196059.24906228	4775140.39948088	4223459.27976705	4921557.56139603	5405157.77106737	5388406.35994409	4962985.96569401	5124377.55938809	5338093.58069455	3531573.05256121	3295697.3240831	4245961.4854014	4679540.45037841	4895847.17704683	3394731.96752454	4918532.72637334	5583966.52632239	4908874.76578542	5171180.54225462	5954129.9382583	4240479.57949048	3459252.97196323	5927914.660775	4733241.52982032	5001938.02568199	4538883.16153122	4311905.78117775	4346938.17110281	3282217.27448858	4598035.12096743	4815551.94322192	3550779.61091474
"377.22585_6.21"	NA	NA	NA	NA	NA	NA	NA	NA	46544643.5247906	60272704.01999	53858591.073074	55264275.9707396	190125.58413095	103073.290392256	179764.035248157	175540.95471561	2806254.81146656	2036591.32873245	4838271.25753571	1524844.89239204	27587349.4191053	29135394.5957238	29775533.8309675	23497373.6790216	NA	6427.29618858332	NA	NA	8628.09706261243	NA	NA	NA	12557.2969659273	55075.677227225	109149.209511266	57574.589727147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10427.3936993578	12817.6580619474	NA	NA	NA	NA
"383.03865_19.82"	59905098.3416653	14978150.8276333	42597810.2549766	59758164.7578326	60981763.9925568	62010722.169803	88863347.7069268	30090315.1407079	18327911.8909664	62793267.0485307	89164459.6611827	49089529.2210732	59013159.2376295	46482476.6749398	45402554.6019206	61347436.2958063	53195022.2882928	53959578.5768671	1488651.82840589	36031668.049155	79982839.915648	2682089.15775209	69513872.4114262	52387277.7803643	55314780.8252558	54829989.1958906	67519043.8399191	76139949.9504984	62595088.6901832	53036957.38354	42839390.629484	92916680.0309156	18367352.0387016	43588662.7405131	46456031.6170071	51323460.0416025	56771666.2187544	62626971.4278469	50350772.9780555	57370250.0823408	57857216.5393752	1889450.6796208	55901821.676309	21113039.7226016	45942757.9885238	56434309.3581605	65760397.961984	55006136.7718574	30086898.0393033	86766976.7088664	45296844.6905858	55295062.6511017
"384.09019_4.14"	NA	NA	NA	NA	NA	NA	NA	6510.72930874427	12801977.0415004	11840493.370722	12498237.4707859	13168996.3146807	406414.425699351	265529.775889138	355458.601323967	327504.674539661	908666.702286402	3351460.48351815	3233888.07770016	573447.118690054	9443407.90890367	10762982.78397	12165721.017391	8486012.43132267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22626.837515759	NA	NA	NA	NA	NA	35722.9322716808	29519.4381126976	22462.2568428135	NA	NA	14077.8041280531	NA	NA	NA	NA	NA
"387.01574_4.8"	5388150.31504036	8777920.67312975	17326708.5891335	14640877.3786898	10997148.3745046	13040413.1270181	17366742.7265979	9809182.23213607	7078976.00122918	5957898.96766052	9445250.44752872	8886516.39910084	10513078.0632388	8975665.07315961	7934737.70131947	13814761.481718	8459291.85335265	7745120.4441629	1812069.21633814	8805821.12175996	13625119.7307978	3217955.55685284	12196247.4950368	7121874.41342543	9121713.73996313	8922538.65093933	16907068.4646163	12795738.1746288	10505478.352951	8762676.37586206	4330795.01153488	15473826.102503	1699633.21041912	2746002.48742259	287458.33946883	4271289.2546505	10336946.5078835	14532832.6849373	9854866.18170151	8574413.84563003	9945416.14480716	2839684.25476753	8326797.18171832	9343164.44015888	6135866.10849581	3426952.54408004	8127109.63313216	4839046.02306497	8768404.07597351	17884069.5397197	8686528.25457011	9389717.70304756
