Raw_file_name	Sample_ID	Sample_type	Station	Depth	Absolute_depth	Time_sampled	Latitude	Longitude	Temperature	Salinity	Sea_level_anomaly	Particulate_carbon
180821_Std_4uMStdsMix1InMatrix_3.mzML	180821_Std_4uMStdsMix1InMatrix_3.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_4uMStdsMix2InH2O_1.mzML	180821_Std_4uMStdsMix2InH2O_1.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_4uMStdsMix2InH2O_2.mzML	180821_Std_4uMStdsMix2InH2O_2.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_4uMStdsMix2InH2O_3.mzML	180821_Std_4uMStdsMix2InH2O_3.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_4uMStdsMix2InMatrix_1.mzML	180821_Std_4uMStdsMix2InMatrix_1.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_4uMStdsMix2InMatrix_2.mzML	180821_Std_4uMStdsMix2InMatrix_2.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_4uMStdsMix2InMatrix_3.mzML	180821_Std_4uMStdsMix2InMatrix_3.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_H2OInMatrix_1.mzML	180821_Std_H2OInMatrix_1.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_H2OInMatrix_2.mzML	180821_Std_H2OInMatrix_2.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180821_Std_H2OInMatrix_3.mzML	180821_Std_H2OInMatrix_3.mzML	Standard mix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
