mz_rt	170706_Blk_Blk0p2_1.mzML	170706_Blk_Blk0p2_2.mzML	180205_Poo_TruePoo_Full1.mzML	180205_Poo_TruePoo_Full2.mzML	180205_Poo_TruePoo_Full3.mzML	180205_Poo_TruePoo_Half1.mzML	180205_Poo_TruePoo_Half2.mzML	180205_Poo_TruePoo_Half3.mzML	180205_Smp_L1C32DCMless10m_A.mzML	180205_Smp_L1C32DCMless10m_B.mzML	180205_Smp_L1C32DCMless10m_C.mzML	180205_Smp_L1C32DCMless20m_A.mzML	180205_Smp_L1C32DCMless20m_B.mzML	180205_Smp_L1C32DCMless20m_C.mzML	180205_Smp_L1C33DCM_A.mzML	180205_Smp_L1C33DCM_B.mzML	180205_Smp_L1C33DCM_C.mzML	180205_Smp_L1C33DCMplus10m_A.mzML	180205_Smp_L1C33DCMplus10m_B.mzML	180205_Smp_L1C33DCMplus10m_C.mzML	180205_Smp_L1C33DCMplus20m_A.mzML	180205_Smp_L1C33DCMplus20m_B.mzML	180205_Smp_L1C33DCMplus20m_C.mzML	180205_Smp_L2C1DCMless10m_A.mzML	180205_Smp_L2C1DCMless10m_B.mzML	180205_Smp_L2C1DCMless10m_C.mzML	180205_Smp_L2C1DCMless20m_A.mzML	180205_Smp_L2C1DCMless20m_B.mzML	180205_Smp_L2C1DCMless20m_C.mzML	180205_Smp_L2C2DCM_A.mzML	180205_Smp_L2C2DCM_B.mzML	180205_Smp_L2C2DCM_C.mzML	180205_Smp_L2C2DCMplus10m_A.mzML	180205_Smp_L2C2DCMplus10m_B.mzML	180205_Smp_L2C2DCMplus10m_C.mzML	180205_Smp_L2C2DCMplus20m_A.mzML	180205_Smp_L2C2DCMplus20m_B.mzML	180205_Smp_L2C2DCMplus20m_C.mzML	180205_Std_4uMStdsInH2O_1.mzML	180205_Std_4uMStdsInH2O_2.mzML	180205_Std_4uMStdsInMatrix_1.mzML	180205_Std_4uMStdsInMatrix_2.mzML	180821_Poo_Day1and2Poo_Full1.mzML	180821_Poo_Day1and2Poo_Full2.mzML	180821_Poo_Day1and2Poo_Full3.mzML	180821_Poo_Day1and2Poo_Full4.mzML	180821_Poo_Day1and2Poo_Full5.mzML	180821_Poo_Day1and2Poo_Full6.mzML	180821_Poo_Day1and2Poo_Half1.mzML	180821_Poo_Day1and2Poo_Half2.mzML	180821_Poo_Day1and2Poo_Half3.mzML	180821_Poo_Day1and2Poo_Half4.mzML	180821_Poo_Day1and2Poo_Half5.mzML	180821_Poo_Day1and2Poo_Half6.mzML	180821_Smp_MS10C215m_A.mzML	180821_Smp_MS10C215m_B.mzML	180821_Smp_MS10C215m_C.mzML	180821_Smp_MS10C2175m_A.mzML	180821_Smp_MS10C2175m_B.mzML	180821_Smp_MS10C2175m_C.mzML	180821_Smp_MS10C2DCM_A.mzML	180821_Smp_MS10C2DCM_B.mzML	180821_Smp_MS10C2DCM_C.mzML	180821_Smp_MS11C215m_A.mzML	180821_Smp_MS11C215m_B.mzML	180821_Smp_MS11C215m_C.mzML	180821_Smp_MS11C2175m_A.mzML	180821_Smp_MS11C2175m_B.mzML	180821_Smp_MS11C2175m_C.mzML	180821_Smp_MS11C2DCM_A.mzML	180821_Smp_MS11C2DCM_B.mzML	180821_Smp_MS11C2DCM_C.mzML	180821_Smp_MS12C115m_A.mzML	180821_Smp_MS12C115m_B.mzML	180821_Smp_MS12C115m_C.mzML	180821_Smp_MS12C1175m_A.mzML	180821_Smp_MS12C1175m_B.mzML	180821_Smp_MS12C1175m_C.mzML	180821_Smp_MS12C1DCM_A.mzML	180821_Smp_MS12C1DCM_B.mzML	180821_Smp_MS12C1DCM_C.mzML	180821_Smp_MS13C2175m_A.mzML	180821_Smp_MS13C2175m_B.mzML	180821_Smp_MS13C2175m_C.mzML	180821_Smp_MS13C2DCM_A.mzML	180821_Smp_MS13C2DCM_B.mzML	180821_Smp_MS13C2DCM_C.mzML	180821_Smp_MS13C315m_A.mzML	180821_Smp_MS13C315m_B.mzML	180821_Smp_MS13C315m_C.mzML	180821_Smp_MS14C215m_A.mzML	180821_Smp_MS14C215m_B.mzML	180821_Smp_MS14C215m_C.mzML	180821_Smp_MS14C2175m_A.mzML	180821_Smp_MS14C2175m_B.mzML	180821_Smp_MS14C2175m_C.mzML	180821_Smp_MS14C2DCM_A.mzML	180821_Smp_MS14C2DCM_B.mzML	180821_Smp_MS14C2DCM_C.mzML	180821_Smp_MS4C115m_A.mzML	180821_Smp_MS4C115m_B.mzML	180821_Smp_MS4C115m_C.mzML	180821_Smp_MS4C1175m_A.mzML	180821_Smp_MS4C1175m_B.mzML	180821_Smp_MS4C1175m_C.mzML	180821_Smp_MS4C1DCM_A.mzML	180821_Smp_MS4C1DCM_B.mzML	180821_Smp_MS4C1DCM_C.mzML	180821_Smp_MS5C115m_A.mzML	180821_Smp_MS5C115m_B.mzML	180821_Smp_MS5C115m_C.mzML	180821_Smp_MS5C1175m_A.mzML	180821_Smp_MS5C1175m_B.mzML	180821_Smp_MS5C1175m_C.mzML	180821_Smp_MS5C1DCM_A.mzML	180821_Smp_MS5C1DCM_B.mzML	180821_Smp_MS5C1DCM_C.mzML	180821_Smp_MS6C315m_A.mzML	180821_Smp_MS6C315m_B.mzML	180821_Smp_MS6C315m_C.mzML	180821_Smp_MS6C3175m_A.mzML	180821_Smp_MS6C3175m_B.mzML	180821_Smp_MS6C3175m_C.mzML	180821_Smp_MS6C3DCM_A.mzML	180821_Smp_MS6C3DCM_B.mzML	180821_Smp_MS6C3DCM_C.mzML	180821_Smp_MS7C115m_A.mzML	180821_Smp_MS7C115m_B.mzML	180821_Smp_MS7C115m_C.mzML	180821_Smp_MS7C1175m_A.mzML	180821_Smp_MS7C1175m_B.mzML	180821_Smp_MS7C1175m_C.mzML	180821_Smp_MS7C1DCM_A.mzML	180821_Smp_MS7C1DCM_B.mzML	180821_Smp_MS7C1DCM_C.mzML	180821_Smp_MS8C115m_A.mzML	180821_Smp_MS8C115m_B.mzML	180821_Smp_MS8C115m_C.mzML	180821_Smp_MS8C1175m_A.mzML	180821_Smp_MS8C1175m_B.mzML	180821_Smp_MS8C1175m_C.mzML	180821_Smp_MS8C1DCM_A.mzML	180821_Smp_MS8C1DCM_B.mzML	180821_Smp_MS8C1DCM_C.mzML	180821_Smp_MS9C215m_A.mzML	180821_Smp_MS9C215m_B.mzML	180821_Smp_MS9C215m_C.mzML	180821_Smp_MS9C2175m_A.mzML	180821_Smp_MS9C2175m_B.mzML	180821_Smp_MS9C2175m_C.mzML	180821_Smp_MS9C2DCM_A.mzML	180821_Smp_MS9C2DCM_B.mzML	180821_Smp_MS9C2DCM_C.mzML	180821_Std_4uMStdsMix1InH2O_1.mzML	180821_Std_4uMStdsMix1InH2O_2.mzML	180821_Std_4uMStdsMix1InH2O_3.mzML	180821_Std_4uMStdsMix1InMatrix_1.mzML	180821_Std_4uMStdsMix1InMatrix_2.mzML	180821_Std_4uMStdsMix1InMatrix_3.mzML	180821_Std_4uMStdsMix2InH2O_1.mzML	180821_Std_4uMStdsMix2InH2O_2.mzML	180821_Std_4uMStdsMix2InH2O_3.mzML	180821_Std_4uMStdsMix2InMatrix_1.mzML	180821_Std_4uMStdsMix2InMatrix_2.mzML	180821_Std_4uMStdsMix2InMatrix_3.mzML	180821_Std_H2OInMatrix_1.mzML	180821_Std_H2OInMatrix_2.mzML	180821_Std_H2OInMatrix_3.mzML
60.08152_6.14	0	0	593596.199488005	421249.980748615	451898.166481436	885967.653032955	1020064.09125927	736927.040649129	430983.729385018	400238.134849361	468455.065207147	452681.72656336	456478.362967466	532512.772004282	436695.20436294	418934.53834504	406997.559906118	493737.014874416	536214.169269142	479950.266608391	407254.441007148	500867.60696846	441782.12857576	471811.57705754	346948.020595752	464486.920127163	500998.621047561	385718.10794324	421950.99694705	430572.733407707	490750.116346416	443765.13688812	383820.511935305	376736.259072774	410550.105721317	388575.328752352	443355.034771269	301897.618949127	NA	NA	696789495.457202	1394767260.86632	320660.793484851	84782.2241645132	88810.4273330447	122900.758933165	103494.66169323	51787.566717147	559298.658022593	472918.409276384	294635.990744615	296782.396869491	119024.903709742	142440.887950482	125826.858332093	32242.0767078175	54146.4620889248	41307.6927729076	138156.071029638	215551.661509233	119364.731110962	23922.8001402938	44109.4193190693	65676.8151845704	177502.494969565	130864.299303183	33600.2885813459	169524.744294009	190993.839986174	40288.0296790181	470598.544488224	138829.984032629	76190.5463808525	29578.0594450927	62118.8918612796	243222.071600522	85808.559147436	88498.5260308481	85425.3188337763	50454.170326881	39429.8793462143	60542.0869042977	186289.316917784	101951.558556491	115279.626097945	227153.840293411	56335.7756257239	60065.3325907452	209515.56312514	45014.8186198416	25442.5523229533	374975.090294507	67112.586319217	130016.353598992	142734.261671063	41455.3214223599	152130.498078921	38216.8566588191	112159.959494156	220650.761915319	80575.7646776135	54744.9758556927	119903.881008958	179893.538029474	57441.2712444416	121407.932827386	180171.957145457	336803.483887216	14230.1386668452	93155.0468618982	208540.776273674	53475.5819452116	76060.7091985521	26047.8676896652	41404.7161061264	284446.802313284	25481.1108562433	211586.804433392	232722.579776687	207490.743155084	47992.745517397	88353.6756356849	403869.381834434	201209.38998481	181400.189368772	38303.2440824731	112130.413089588	404713.310765715	179920.56670826	123416.779091835	239840.55988443	201395.880182298	301258.369181608	125434.402243603	61933.5418447055	265149.858002166	189508.819413268	55764.7359553181	68158.4700905607	125940.118743368	37443.6241060075	37720.8625548441	64216.9070253832	121091.465897505	445623.766806405	65352.7373741696	249595.094860623	51621.7950286139	200606.553484949	191697.329770104	79892.225316771	188479.897530788	30878.4171092152	NA	NA	NA	14471868.5483206	8346735.65580788	4886594.29976123	NA	NA	NA	626565.615709098	87148.6917445759	126621.958877138	662796.885203079	82502.7148758212	59944.3354193979
70.06581_9.11	0	0	17303766.5499492	8453525.25483195	7556575.75603696	19048900.3047372	11016374.2579145	8138858.68582584	13436607.7503804	9854968.11986845	15589601.1926624	13592139.7128703	22705097.9893404	19042834.8604747	10379116.5856738	17597409.4033374	10804345.3133287	19187167.68077	12906423.8999411	16250771.0855825	10730218.2889702	9307937.07831153	21013825.9584527	9240846.95497163	6429566.67627416	8512061.29972979	10221374.5698669	7762727.20107558	6486249.50434669	9094450.58637416	26592065.2932848	9688415.34357438	8809701.47340388	5894985.36593629	6780333.84788692	7320171.01398653	10445758.4898828	3945679.40454053	NA	NA	1261387205.80846	1882268597.09071	14758890.5700823	10535572.7023177	7957620.06856085	8027977.50391279	12282346.5770516	9397514.6350608	19081941.3568898	14455856.1084449	14441193.6531272	15450085.6783097	12225312.6450047	17662608.7442827	6682076.93675939	6385313.9641577	7690204.87975336	3998560.05767274	3655355.76672	4395783.78319437	9243957.9335709	8968555.01062578	19179526.5353557	4151971.08627745	12648706.6430178	7976895.81553235	4720277.32490975	4627973.68569645	3267622.89207154	12998379.8009505	16741342.7383665	11929148.5485538	7947774.35961406	14149523.109656	7375768.68076563	7366662.03431173	4840273.23800525	4903478.40368211	20296590.1163221	17367075.5826088	16840115.2836521	8777216.45845549	8493286.57258865	1835392.2245804	14751204.7248437	10339906.0997234	18699233.0173742	6205625.63635671	7516645.20642033	12255071.5234574	5580775.0247708	5984405.17627556	8584146.36925998	4035338.18467894	5686448.67141633	12391543.9225245	9217856.92427439	7991199.00362515	10100080.4976014	4962185.36599028	9456126.16611827	3803870.01500129	8419488.07455777	5615065.99771019	4910563.5879815	9311711.68406982	14140404.8774262	8911260.6348904	11606166.0844636	5664215.28077601	5722824.49065854	10915707.5195862	2983645.0452171	3883064.34216441	12831509.2756783	15625397.7107352	10107137.782731	9101001.06957048	12126587.0683249	4575510.60968445	3558790.55595983	7241034.06544648	6762959.24351924	6984569.386334	8110582.54844146	10128947.3762232	6599594.86290531	6161275.11926465	16892205.5432814	3606206.71321943	11396765.8530161	5635495.28504808	6025136.7377656	5859664.92351298	10460130.8591278	4883976.7449628	6439355.70673823	5311269.91930846	6273207.98979138	7937699.72316705	7722791.06999572	6987627.99409651	8963767.43082886	9591062.54151359	6489329.95557986	3787777.17652705	7014510.87241847	4943975.88848536	3712704.34827622	4358828.01674182	14528960.0859954	8053411.20309376	8894511.08880276	NA	NA	NA	43083339.4183476	42122886.3171939	37555627.7729852	NA	NA	NA	14054907.9234364	3490555.3043633	9137546.88669908	9422366.15812674	8571164.91779904	7801121.97516428
74.06069_11.24	0	0	2040917.8043207	2993595.74733276	3346164.94367696	4240775.64621862	6570639.49618649	3567571.17639487	2647150.97652429	2256955.64186979	2166735.89124112	1734558.02817201	2396652.02087818	2455992.9559614	2645049.05602476	2797005.9252019	3162786.81795548	3033821.88847506	2325352.77111258	2510537.42451186	2619685.6437594	2415734.37056451	2419921.53864154	3729958.9502566	2448566.89126382	2342601.82753448	1813029.69207409	2076360.70272682	2160508.24295543	1930020.01765696	3443653.68060096	2038145.85184541	2481377.60918604	3338924.46080535	2895854.3806843	2281486.86000601	2763574.48324118	2439224.34319643	140919973.557987	116728190.71435	22523752.7394966	28534020.8203517	1069438.89349115	4203769.51077071	4501302.22796834	2443142.51987008	3048811.1961279	2237267.82569274	1969811.75282649	6029058.45836974	3021138.11193045	2985769.01988963	2592699.84063451	1727109.03798139	2818444.99790212	2183816.28867982	2495455.63460356	1919149.66218645	2119236.0614024	1858676.34775177	3181171.99210382	1449118.88997792	2155498.35712388	675734.648072286	3887775.76077789	1929350.1941712	1836678.21988903	2655361.19550349	1823469.21601581	3014812.59433255	6755222.28459878	1675479.86983773	1626788.80420651	2540062.17604781	2817155.09759577	3390030.29190586	1840259.72798869	2104428.96194707	3251854.72302467	3017583.11411227	2621476.82221547	3594140.0522826	1819585.65826715	2353267.98201926	2285759.85911117	2982204.16471244	2387720.80277765	3316631.76933193	3083954.02808172	2506160.9686244	1469061.38604855	2372016.2625186	1991305.74239495	2332764.49842481	1885959.0151893	3257319.98514998	3173881.91344341	1527122.86105975	1348432.15679002	990555.297672268	2614671.70561758	2757497.41746274	2929557.13519667	1697095.17698831	2356220.47324518	2258133.6286599	3520939.95163427	3281086.45330441	1713086.18915633	5099466.80552551	2091928.97616327	2742165.34419805	1687877.66908578	2198402.36987988	1479423.95210585	1209055.41204532	2860937.85766752	1850797.52626639	3288288.36700771	2007143.19847752	3064166.48076694	2787850.88927511	1075638.5638429	1041122.6438286	2380188.57301927	1588641.83377592	1766851.4872976	1051906.92064792	5101492.92009019	2152829.80560893	2179191.63004313	1065701.98330724	4835879.93219156	2167589.99468533	7534292.15781971	1818528.37125043	2472217.54519314	2468004.87206021	4660522.82202397	1160298.15883817	2941097.90531087	2570673.74688716	1479908.99170702	3319708.95675594	2246808.82815315	1484206.14270925	4341288.12077253	2081653.40047395	1614878.39695113	3171039.68030905	1952523.73731549	2294814.04082367	1762700.51320904	69864481.0017743	12535614.0525147	7489827.32288223	1558177.41115278	5572570.18321398	5431366.6922076	NA	NA	2683380598.43514	854006.687964722	1716345.15796056	1503908.6426009	1025523.30113747	2170987.1293183	1587313.06191614
76.07629_6.83	0	0	2308182684.76925	2434418953.77829	1790304059.92085	2038662795.23099	2105811387.14978	1779065695.35622	3324638354.05805	2114041190.1232	3097113489.99699	3352502081.87084	5626576211.99068	4623027421.30393	1657089728.56933	6379007025.27453	1849355961.19598	3995829033.04567	3510956752.79607	3203233137.94425	5572828004.99562	2054319132.62681	2691526492.30047	922650064.454368	1448605049.86143	1288670268.44147	1688921550.85328	1504707775.99882	773495674.637608	2254852199.63576	10761808210.4639	2256109358.55497	2175179865.54624	1919673439.36747	2146653278.51049	1472128700.48293	2328187446.114	1300388281.13113	NA	NA	25314448464.7505	13340157709.6534	2454270423.77587	4849241460.44943	4074083485.15451	4986544598.40908	3259815461.91381	2678592494.86552	2414774153.74677	5415804001.37645	4654606638.88931	5664434881.17323	2780911563.29614	2207915479.09449	2070711504.20234	401870413.499873	1212727062.26027	156971513.962381	224814920.613399	552894580.756269	849529510.260575	1042154138.28805	536711742.620757	872395272.973963	1072565607.15537	816100382.887557	124981477.967537	431980218.047632	361936317.13379	1154639879.29052	19130009566.4989	777529701.610213	1122186175.19177	1343157039.94208	911095809.100924	1723730390.07958	173735993.883395	283107692.373413	3207419785.13593	2872569602.23424	1908057802.24913	1801566579.56265	661398162.708572	465998094.445718	1504774162.94602	1394366062.82257	2629201498.96003	601603698.182483	566703061.114186	1297731672.69854	246515446.231287	1133280024.63373	1300639526.8176	588386290.416453	233981591.334844	1338050561.33366	1023142417.61429	444112096.302269	1280167963.56201	140709511.210057	751129054.621449	254782274.677369	551690119.916985	785037949.37742	2157465889.25522	1396840639.32185	3153654962.57102	2602854208.31745	607385383.109528	918950471.260572	358138948.558479	1071446207.9446	231968878.358457	289864687.734268	531913040.830843	921937279.906875	1278829241.23491	1232585766.45538	9473831807.93718	569724869.173085	566310999.141306	613641777.678493	505311392.604625	1579793647.3767	1310880991.55822	1217019788.67923	689741101.362359	264613067.012959	7178994507.97524	568274954.813014	311762330.041642	253510315.345189	1061675283.53408	1278845907.20501	1583878903.56491	661440956.288893	280407666.49476	256584942.244944	735319576.414927	184539748.265514	558686802.671936	819450342.566022	381468530.829227	2169874991.23288	622993501.658189	253627680.036193	506582976.139491	250872851.228037	274471325.788087	923561380.235609	379189325.620628	1729691430.79447	759781477.859584	NA	NA	NA	2909084582.08714	3578163477.5393	2468058007.17989	NA	NA	NA	2395392569.31843	3012963012.91791	2497145755.68177	2329034973.46826	3326795166.44796	2402521319.38341
84.08132_9.52	236103.707926988	267279.488732653	697988.296473245	834207.36954982	1370104.3443419	1315382.29890287	2169124.03044818	1801054.33644899	819560.352996951	776754.816845016	856442.042416205	742187.485814828	949690.602126916	900635.012397352	950286.134468877	810374.357780939	1031297.57119726	1122890.01976544	1110852.61468252	856008.315324385	814375.344391342	964307.801280491	719551.869410455	1306967.11786292	757162.242572388	960313.484401336	927853.430868399	714832.638508277	643145.547151384	752490.29638204	963199.140305701	887752.687059834	828928.603929841	919320.812439887	798224.121855833	841831.894004651	940907.79572941	742450.342030186	NA	NA	630748540.895507	375972484.604948	2270902.82013509	1809831.69332653	574205.597634086	733881.335625161	1255247.44704319	1453459.76779638	1645262.60457245	4425588.9493207	1112246.1182758	1198902.82028596	997246.57988366	973041.82146279	1993173.35140524	999928.159320892	895928.503657286	1390794.02223089	1164834.87554939	1061604.246722	1153076.42494537	554375.020045696	891342.098603304	655900.476096861	1536432.61083013	623245.401639937	1499326.67221388	421865.34675978	741756.410605854	2488978.52641069	1136664.43121626	1247503.15086286	658196.138511056	1354836.92575655	1793305.10422185	1455660.53960099	1548835.04806833	912448.549639464	1328648.28682212	1295606.21584398	1768184.27718987	1514820.86101757	388971.996293092	432875.054230382	500137.859270339	671999.104421547	707038.312613741	2348616.67332781	1526181.04239237	1348682.66435027	845721.575300216	455217.032911131	562154.311093879	798099.339092124	829838.066090731	1203049.50481364	1628349.699145	722231.024669543	261734.425448397	1761916.37820215	1325612.45681732	1166819.85515334	1292603.89212976	571448.033032953	1271990.72799081	515738.661737391	2122857.93473944	789523.513751985	1078550.33482165	712239.154055409	611795.180018501	1150636.2581971	253490.152794566	1185655.38446389	1468503.48186133	2006098.6391777	837282.377893801	722183.093876225	718648.045907943	796406.98261822	1446094.25532041	1553801.74891507	2071357.30189133	573500.048584493	1002619.74132024	1411930.5488895	523453.423071968	2845356.41770943	561323.781197772	662374.655240424	668178.508698487	527677.701444585	717180.838420377	650437.24438284	1977904.81234308	599602.625359275	897654.238014467	1156925.97428451	1060814.43789636	1300028.20528752	1293286.09043855	1208196.30791529	876116.292154876	1103769.59766684	699699.482963537	982659.578572857	398179.495285233	1491285.46987068	597153.811015568	1620982.13985455	1240138.86732292	765693.289291684	1119246.74754219	NA	NA	NA	21360849.363916	20940180.8950391	21802492.6013082	NA	NA	NA	2322332.13669976	1110973.06630098	2220423.28267064	1622996.73975549	948913.824781478	1152164.58351797
84.08133_8.58	102195.099113623	128677.225089762	400288.425717803	592760.560845117	1093171.5987246	654344.646926202	1223310.2282123	1257746.9597709	586557.047662604	385317.814396803	502819.913124297	457299.055993226	973529.337151873	707205.870961148	577100.7261158	549778.767081122	674877.982790196	622726.837319416	577937.599007546	594981.384047345	481075.269812231	571723.685327829	495730.85236731	846881.560517413	372510.818831106	590238.671662042	609512.958127536	311444.619315199	413409.254414474	466501.957119799	655106.385064893	619705.24579416	468311.650141548	501749.123813549	471505.234361336	497435.60855015	517625.408856333	438314.261225144	NA	NA	7021488.59952753	16291331.8340056	1219802.49298784	1168195.88734561	396787.080041358	487191.841512824	969346.833093916	1334720.0672162	883068.345549075	2690650.61654848	735073.921484508	780008.774282627	621044.649078428	593614.686475676	1456320.85998013	1071607.69365504	728551.136097761	1018942.24140161	755171.995514863	862778.551724692	953893.141370996	526049.026772299	1105135.44211972	569955.452956381	892944.67853536	352583.257123712	1150170.26028104	288480.091914116	498459.674337722	1615985.48006505	924325.256319719	994710.392432145	769170.29960187	1587483.80154189	1356948.83114978	749371.045325075	863484.747366481	522485.630110264	731226.606621513	1027266.87732678	1342198.49633296	1095965.19529414	273931.071201027	266318.983483758	341683.267952462	468146.870264601	518127.388259927	1942183.20813292	1184170.12111542	962738.786986341	1129719.94940785	486124.311722093	580706.996905879	509632.452219701	537276.675110353	693655.297985041	1064376.37301009	547779.852155336	221801.811642603	1176992.27286886	1282897.88336645	1031520.92704013	662548.948901514	406439.165157421	834424.202758917	370286.307662085	1394500.846116	442787.671194275	930877.139529794	539943.302633139	407434.663236985	734429.80659621	163568.796249299	814218.353048198	918408.799651407	1331684.78991301	628754.659694982	440038.092501628	735900.423665497	554338.742576026	1184440.09570203	1272782.22498463	1295574.44120977	348798.351312881	675682.061821793	1155286.35832428	390704.432568011	1671540.60291165	417448.712879582	403466.720498915	484522.788137094	327436.118745864	486927.483252911	442577.585292322	1498812.0606977	342062.397337231	669916.615684787	1040226.65707178	770012.597425893	958144.904960573	967295.186925824	989711.112520076	615967.082452475	628555.08362491	565477.288226168	1012377.83177765	255941.573140812	973420.210009863	389747.446337853	1008810.17418325	914766.811098743	522074.369611062	840067.48006407	NA	NA	NA	1626946.32820257	914831.086946402	2181766.32100426	NA	NA	NA	998278.350270396	1082564.62026528	1213342.15550055	1318914.37698309	696735.28860795	1133049.78316096
85.02891_4.75	0	0	0	5444.36109655867	10839.0810510994	0	0	11950.1521539591	6508.06095185368	4915.7923109279	10994.4259912317	4799.01289443379	10163.3807008129	9635.77047435098	11723.2035358341	6045.75428143853	12284.5691416607	0	4763.12068611933	0	4400.04078862851	5305.78752468276	0	5258.33536129269	4570.72877099343	0	9262.6999172811	0	0	0	0	0	0	5021.59493295273	13855.9090385444	4734.46693468416	0	10082.2774787594	NA	NA	926466881.52235	848230740.696696	6137.90330482459	0	0	0	6832.38025651109	9680.10842924114	0	0	0	0	7579.96483764294	0	0	0	0	7644.25205550239	9318.21298103007	3453.76557655941	0	3646.22163685858	0	0	0	0	0	0	0	0	0	20341.6706651549	0	0	0	6278.13882604313	0	0	0	0	5906.7542109907	0	0	0	0	0	3507.24447808324	0	4990.01000145129	0	0	3437.60245409684	3151.89802413457	0	0	0	3312.48417853048	3793.93985744388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11849.61458654	0	4355.50131983328	5092.96129114972	0	4159.57116506634	0	0	0	0	0	0	0	0	0	0	3790.13992107456	0	0	0	0	0	0	0	7508.62018091799	0	0	0	0	5853.13837832139	0	0	5738.27099698878	0	0	0	0	0	0	0	NA	NA	NA	35950387.3867375	44053126.3173794	65586656.3870261	NA	NA	NA	407982.67027721	992369.967691199	6177302.47668544	0	3003.92299558658	0
85.02891_5.97	0	0	6604.33162563765	0	0	8447.25348603789	0	0	10261.3605760993	8291.79329294343	18058.8235407171	8963.19563277884	34772.6543428873	8923.23775077741	6454.59803632525	33432.1599421132	0	12930.263679915	0	9333.1030051396	0	0	7327.98375948568	36557.590099365	0	9107.48751875092	0	10136.6470491255	0	0	9856.63699825121	19737.3912791934	0	9245.81503758757	40322.4495773799	7597.7295186151	0	9958.17321181002	NA	NA	54417065.2604743	708436082.298868	7035.51057676613	7886.27146765336	0	0	4218.97532220969	0	0	0	0	0	10583.8241189266	6105.6165495558	10460.8033161511	5351.78045685704	0	0	0	0	5430.04336131372	14403.6525381047	0	0	0	0	2782.34801917913	0	0	0	0	2897.1278071573	0	5642.31416744275	0	0	0	0	0	0	6362.77160435197	0	0	1984.65452275656	0	4438.84023473305	5853.18255069037	5210.98557547987	0	8443.06277341117	4736.29867496964	7528.61012647218	0	4068.3661540722	0	0	0	0	9158.02435469846	0	2270.29889678081	2224.40048850138	0	0	0	0	7099.64430101474	17932.5014326791	0	0	22988.027055793	0	2493.56513481993	0	3122.7568296741	0	6693.37705779679	0	5961.14389835685	3944.86247392187	0	0	12027.4633820814	0	0	0	0	0	0	0	0	0	4498.47830485952	15993.2828103039	3485.49574915867	0	0	0	2344.84571453268	0	5128.50901960033	2542.30059803329	7995.77405718607	11083.550944245	0	0	0	2224.05942521336	5443.71344418531	0	0	0	11061.9214211813	NA	NA	NA	6446600.92711137	11549504.1309424	7741024.82231349	NA	NA	NA	297113.070470556	3834115.02412369	2636375.6263531	0	0	0
85.02895_1.96	0	0	8120.89225164962	4810.98013211788	4733.19553900794	0	19286.6133166642	0	2249.86223843421	3265.27818704282	5825.07426511362	4269.35130753751	5383.83225196079	0	0	6145.69146371827	4631.98105189875	7309.6267835497	9663.32099140359	4463.64978405338	3371.06290615355	0	0	5576.82644093035	4892.00088175328	3778.0595744559	3963.75499571407	0	19844.1990847469	13663.1411888333	2847.59666874961	0	11246.8194092276	0	5742.35948598802	1931.06799400994	6363.80932659653	9174.46344205862	3231744.53773767	732030.023346461	28403.2519465475	0	8619.78908430623	0	0	5784.51108521884	4968.26446225549	16532.3468022639	0	0	0	0	9874.14592997067	0	0	2815.7766308934	0	2584.01108498884	3228.24506989455	0	10797.4202067005	2468.99076524973	5832.33949175608	0	6673.72270456715	0	0	0	12158.4582591772	0	0	11506.685284753	0	0	5517.00858459505	0	12448.2493397145	0	0	0	11099.5656071396	0	0	0	0	10779.2503445275	0	9816.62676712671	0	0	0	11336.2520518662	0	0	4018.25508611781	0	0	2441.72679587791	0	0	8651.62333794161	2667.15170772447	0	0	0	0	0	5106.44399719701	0	23077.4675785382	0	0	0	0	0	0	10772.0898251311	0	0	4486.70940264298	0	3059.18199315395	0	0	0	0	0	0	6080.65182854844	0	0	0	6320.08211786603	6807.14012242103	0	5248.05700088361	0	2586.43997212631	0	2092.59510691926	3217.99688216323	3354.53471034255	3137.08479454069	0	0	3014.26926453016	13015.2599990852	0	0	0	4725.48328882033	0	5715.70730778943	2072304.41368876	0	11122437.4661878	0	5945.73498073562	8601.32586459792	1656716763.12764	376365163.596537	487983870.401602	8714041.45766309	8670497.37086587	5964437.66284015	0	0	5675.68616441951
