mz_rt	190715_Blk_KM1906U14-Blk_C.mzML	190715_Poo_TruePooFK180310_Full1.mzML	190715_Poo_TruePooFK180310_Full2.mzML	190715_Poo_TruePooFK180310_Full3.mzML	190715_Poo_TruePooFK180310_Half1.mzML	190715_Poo_TruePooFK180310_Half2.mzML	190715_Poo_TruePooFK180310_Half3.mzML	190715_Smp_FK180310S62C1-25m_A.mzML	190715_Smp_FK180310S62C1-25m_B.mzML	190715_Smp_FK180310S62C1-25m_C.mzML	190715_Smp_FK180310S62C1-DCM_A.mzML	190715_Smp_FK180310S62C1-DCM_B.mzML	190715_Smp_FK180310S62C1-DCM_C.mzML	190715_Smp_FK180310S64C1-25m_A.mzML	190715_Smp_FK180310S64C1-25m_B.mzML	190715_Smp_FK180310S64C1-25m_C.mzML	190715_Smp_FK180310S64C1-DCM_A.mzML	190715_Smp_FK180310S64C1-DCM_B.mzML	190715_Smp_FK180310S64C1-DCM_C.mzML	190715_Smp_FK180310S77C1-25m_A.mzML	190715_Smp_FK180310S77C1-25m_B.mzML	190715_Smp_FK180310S77C1-25m_C.mzML	190715_Smp_FK180310S77C1-DCM_A.mzML	190715_Smp_FK180310S77C1-DCM_B.mzML	190715_Smp_FK180310S77C1-DCM_C.mzML	190715_Smp_FK180310S80C1-25m_A.mzML	190715_Smp_FK180310S80C1-25m_B.mzML	190715_Smp_FK180310S80C1-25m_C.mzML	190715_Smp_FK180310S80C1-DCM_A.mzML	190715_Smp_FK180310S80C1-DCM_B.mzML	190715_Smp_FK180310S80C1-DCM_C.mzML	190715_Std_4uMStdsMix1InH2O_1.mzML	190715_Std_4uMStdsMix1InH2O_2.mzML	190715_Std_4uMStdsMix1InMatrix_1.mzML	190715_Std_4uMStdsMix1InMatrix_2.mzML	190715_Std_4uMStdsMix2InH2O_1.mzML	190715_Std_4uMStdsMix2InH2O_2.mzML	190715_Std_4uMStdsMix2InMatrix_1.mzML	190715_Std_4uMStdsMix2InMatrix_2.mzML	190715_Std_H2OinMatrix_1.mzML	190715_Std_H2OinMatrix_2.mzML
260.11286_2.47	386681.456313667	5366557.82708119	4704992.22123976	657974.640938897	4719331.87267795	4697381.604965	4634987.5536632	2622883.92766672	4291490.48371149	4708586.8274318	98454.2791030493	178573.502162528	279932.749214635	10692483.7027992	9332072.01275942	9950554.15984265	106623.487422593	296569.004237948	326120.859657697	5445287.40343614	5280948.95996324	5712743.13321267	609491.616256848	208761.578422491	267607.932108069	8005985.22314582	18296225.0838598	14528362.1579826	295221.287547381	247634.695086738	206614.274673504	19695457.3352747	4691848.22319879	54329893.2823257	47733453.9714213	6103573.83509753	10239801.254575	53934612.4258244	63019255.6652758	44973682.481278	22066699.5858923
260.16449_1.79	0	0	0	0	0	0	0	21219.5912120024	0	0	0	0	0	0	7942.39186184346	0	0	0	0	5961.9549621555	0	0	0	5141.78944300555	0	0	0	0	0	0	0	NA	NA	72417041.2512851	43962794.5875512	NA	NA	0	371854.704465842	0	0
268.10408_3.55	4628034.16986969	41485328.3890419	37424657.2678376	30408346.3927791	45948588.9229742	38188517.4107546	31572174.2574593	75333978.1894508	33207889.5445787	204008759.60597	3282600.5275316	47418698.136388	26624164.9061996	24972080.5780511	34318023.1052511	77956566.2873547	19744806.62777	25983198.6352756	13956341.3847376	91397008.9778026	58644618.9723169	16807278.9004713	1936543.84696889	20056665.7076122	18107791.4779777	20996449.416975	27196718.9786582	43908260.0311806	10366390.5204119	28659358.6691612	32286706.4832861	NA	NA	368673128.882743	379206041.2224	NA	NA	1563491688.59236	1691253672.60172	351599542.418568	316746844.190044
269.08811_6.04	6603.21356680347	2146633.01530923	1660184.76993194	1614159.97712625	1990172.16086671	1608009.29639594	1389783.72469871	1203600.87760385	433377.481341848	28123609.513999	802162.192149217	4135029.59542228	474273.148449906	1093878.82508667	821361.822734849	7160511.11764604	160022.824328758	136626.462816761	368126.579117862	785614.634351557	737997.411580657	118875.180359152	199227.605464939	119523.621269669	177181.767311689	128890.99598529	778799.810479252	2329260.01288649	379677.190879372	408012.500643742	927711.83712544	0	NA	7926344.6218204	6293518.96026506	13152629725.0476	NA	70317878.5767002	66281867.91399	6503637.82284541	5848144.95597747
269.10532_9.53	21149.0761495756	4512647.33502984	4346384.06738707	5635281.60274563	4245526.77925729	5100217.02158734	5751188.69080645	23149066.0216775	15403986.9496702	5931266.52368458	84856.1786192408	1299696.42729128	1464229.59405935	7269145.65991101	6044739.20416029	9578965.71657061	363706.726378482	987766.16005222	369784.064495034	4166412.68351399	2529765.8430056	3157208.00246156	169068.888860589	639777.036219528	1359463.05583917	3350302.55856643	7234894.64847618	5750293.15995658	666817.143561104	3388913.56381644	3365548.07210619	NA	NA	29014530.6350737	36960451.3572977	NA	NA	29544386.4345874	34525107.2029141	29205773.6780158	38830977.5774966
273.08905_3.54	6722746.61216012	7686935.85504188	3361328.57108505	11088539.4491253	7233733.77833734	1244596.38424776	835741.740013849	1991310.70091459	5311748.49089641	61945.6111782283	473448.287539805	686516.527479856	3438476.32548554	1205650.5399294	293372.475333389	1458777.31636507	1881503.12096495	272785.867465678	233036.276013612	82633423.7454502	192857184.712858	1267277.4963445	802194.494652982	6962331.45788837	9063070.6835553	57656710.6432022	559539.470486834	3759340.4143241	19242944.3813311	32698239.9752074	5588937.54983322	NA	NA	1624805.79741102	23584947.8582456	NA	NA	458442.533382869	405108.687230965	7633637.53002445	44534852.8047688
275.11794_1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	39054609.7415401	78581792.0315432	0	0
284.09891_7.49	11516.5428996291	403000.067795752	311883.608465781	307476.468431457	351519.168435938	374454.253274891	385189.862348197	752932.059658787	259770.968849834	559556.527865954	281235.241623268	1400585.78167986	245527.755808379	293121.950292269	573497.123306329	600371.353722601	185780.184886431	318450.030532089	220544.53660789	557639.933656769	415665.722276067	259389.534897274	188076.013924418	226414.3818832	144765.073988595	260204.985820663	407992.4952727	1172755.04604077	220096.136473413	328405.722222569	379012.012747318	NA	NA	7499954.78055128	11772639.6436863	NA	NA	86104749.3918398	124089851.079768	9828592.69770191	14440651.9428099
285.14445_6.78	638836.182186146	2361287.46225951	2102357.12086669	2395196.38178402	1653440.26343121	1835908.21798464	2343361.87087929	3676320.24825599	2393924.1818303	1976536.39513229	27679.060269947	55332.5978951862	45236.8892127111	4428951.57757274	4812820.00683621	4956961.57988707	35934.3504813438	10682.150230026	19406.627871149	1456066.48192758	2457248.4842564	2331411.83610072	38241.1165866309	41753.2691860945	47441.930066608	4061848.44491897	8919146.00456652	10278476.87136	39606.2378310688	52439.4109497962	8675.26225658052	NA	NA	45844202.496551	55252166.9215787	NA	NA	48172975.0438213	54352427.6060145	47555889.5525032	55845623.1529896
286.11336_10.01	29098.405592743	7397941.37890754	7800413.22819595	4546798.16559565	7270575.40677629	9002678.72434914	5081491.81901911	12101208.2526391	3698142.13406633	7087488.63206679	396783.724719024	1072776.96801439	283980.231081198	17723192.8117761	23275037.4494866	23782183.8086558	1254589.09899878	1210400.72677057	775715.409431268	3676143.28599576	7530794.6688166	6415050.38116071	693610.151238674	271828.576604224	89308.0138624722	6337451.48810636	15923521.8681251	14933572.2787496	1284367.38933092	1230485.81658141	3406308.13566484	0	0	15548661.5363708	12715113.8505018	0	0	15915898.9284406	14702363.1892091	16152095.6244516	1569428.74958451
289.13347_1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	81709662.1407678	122892659.915095	0	0
289.13932_8.94	0	4223909.50927166	4294802.14921539	4458049.43796548	5242245.36335625	5207952.02828657	4417500.27025953	3395650.62987421	2744808.35001588	63406719.8167273	0	11839.1889068751	0	10549600.647281	2667981.96178077	3704351.67082674	0	0	0	1018846.12716882	2025471.14933261	1913105.45500774	0	0	8831.92574263011	1685776.43295996	3452259.61124053	2746794.32249708	0	0	155247.974388851	NA	NA	20294721.0322901	27195668.1683629	NA	NA	19131202.3010443	24226933.8312502	19435867.0725542	23087834.5614481
290.13459_9.91	0	0	0	0	0	0	0	13487.46604881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	54435659.0820936	91807744.381324	NA	NA	28921.3315768694	0	43614.6256745248	0
295.1288_7.91	0	0	5699.48028607815	0	0	0	0	11532.2679788197	0	0	0	43875.4595013016	0	0	0	0	7382.35639971981	0	0	7356.29496910561	0	0	0	8430.69593522017	0	0	0	36734.7320987498	0	7133.23449681927	0	NA	NA	95569991.1345155	170071402.682309	NA	NA	49265.8606836123	99296.0925164745	342012.286619042	227941.706931324
298.09666_2.38	0	627997.234414618	585903.736261169	202206.958019461	482859.408777511	209909.729193192	229987.144667695	2912000.09973307	1152188.07630055	1739181.6960981	0	493172.342782074	544362.836582147	826801.085187596	744191.522532866	673641.766283231	106771.434970311	350377.489334581	393253.492326423	582292.728421632	739109.774197501	383520.257520638	85270.042302762	230883.06624521	533107.677279375	518929.495876472	506161.224975796	327459.832086503	275966.910537571	444786.63945393	523785.871258481	NA	NA	110609618.01108	202792662.843389	NA	NA	1181316707.88334	1544866614.88437	4214596.29114319	5917074.33306758
314.0917_3.96	0	72727.323083216	18370.931760312	17685.5395221958	38144.5304549085	0	22410.0487709391	353474.137173126	29908.9262778598	218855.509892184	0	121873.945836979	10991.0728863184	265722.254288386	119683.232794761	327856.001473507	54798.4943253704	0	0	12357.0469039581	52604.5409046545	51122.5190362952	204347.032869724	0	8206.00899167223	35680.9397647637	79251.6989543547	16568.5848265724	0	59191.4705248386	46344.4405758177	NA	NA	870745.507546388	1371472.93753391	NA	NA	40787059.4139946	51977304.3731467	230728.381587551	153759.561726762
329.13423_8.98	73921.220244147	897122.071233996	1230481.74635771	942605.531355253	974924.540453083	1469735.45837228	1290057.8464852	4172819.76116411	1825342.31607837	1486769.87151796	0	17328.7916882259	0	3536108.39515686	3810951.73234087	4866234.96765344	0	0	0	938860.410570819	1365649.40781226	1575264.75708761	0	0	17681.9702185013	1954090.27571439	4789101.52388262	3967984.50270993	0	0	10022.0111076426	NA	NA	58478762.7271102	53628387.6341055	NA	NA	57394546.7223196	50988566.2511297	52577268.2880507	19953086.2851261
330.05973_5.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	200837890.429843	293323141.189425	0	0
333.12924_10.14	376610.25510828	13355795.7092113	12016456.7383653	10132366.9706405	12194957.164832	13193048.5717318	10398914.0283051	34374563.8635336	16328164.8653008	23454518.4125637	33243.0191617048	360191.059236262	95778.3517374823	23450582.1464212	30262192.6987322	32808719.3848764	123729.876662903	218240.159747494	309412.568463175	10043917.0841663	17036795.2272005	13435936.5567091	130867.880668859	353646.004976336	199712.20779237	15995903.4346772	41249591.6950199	29558969.6125758	209641.721107377	333610.893606493	597640.606755015	0	NA	179886527.247437	151563231.263353	0	NA	155693799.37197	148387298.613181	169437515.589034	148883861.619459
345.07814_10.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	67777869.6878679	110172876.181263	NA	NA	0	0	0	0
346.05476_9.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	35583204.6263987	52409772.4751426	0	0
347.14483_9.38	0	796814.910350424	826511.476085672	647171.834359993	978481.003381152	1303945.32604097	1095731.16713634	3544336.21640939	1360171.65558788	1502297.33473141	0	0	0	2257299.37456582	3222692.57028262	2770920.25089386	0	0	11475.147350126	426388.756758756	1481867.05807488	1232012.8926271	19604.1486052863	6666.44714050543	17870.7525322295	1075347.01122762	2783205.96068002	2381890.16874776	0	0	0	NA	NA	20138641.3543206	19104234.2480941	NA	NA	21228362.5207919	17026048.9478447	20735098.0521051	19681443.6563129
347.14502_6.27	0	6728267.52779469	6835256.48327489	7274718.64882286	7655239.87522813	6334773.87217549	7135722.753794	739535.091793051	4443734.04738713	4913852.5071764	0	0	0	16828893.0809242	16252855.9740602	21120119.7148632	0	10995.2885895073	0	4645018.95912372	7848999.19570948	4773808.23431824	0	0	0	5527607.17651875	10487795.8766994	10631336.735337	0	0	0	NA	NA	17069638.6467889	16760116.1988997	NA	NA	18791755.9552273	27285404.5670536	11346552.5032059	3584153.26875425
352.23293_1.76	1345195.63001999	4313779.75290531	4996134.39163201	876799.086475771	1213808.02215093	10832442.5342587	8708531.30809887	7761439.04220816	7312014.25607902	2175083.1722903	2628683.24410746	5695969.30610907	5672275.7306586	9954299.047267	3416459.73920402	2810774.45625937	1695358.5462246	4063953.98230125	3278081.30881647	17751597.9510467	4563157.91867764	3826684.37577963	6121543.50202347	2305125.93920408	7338823.02362506	9135231.01092923	3990251.21336531	5959958.51169847	24560397.2474217	18460663.2319668	19305310.1667923	NA	NA	1692886.15622162	3680131.78886465	NA	NA	21068640.9677995	33138323.3364672	903123.870706867	1853886.34000806
385.12869_8.82	0	7001.26622530813	0	0	0	0	0	12909.9901734428	0	14679.1480478782	0	4175.95078641688	0	0	0	0	0	0	8696.21144034774	0	0	0	0	0	0	0	21407.9787973661	20720.9371429677	0	0	0	NA	NA	142274200.304468	237639373.273768	NA	NA	129796.376335726	66175.8020136459	95042.7042842019	42460.9173380276
386.04221_3.8	0	771293.080426286	771522.280855314	625178.210060602	687887.587954643	791783.401698647	863271.931876663	1966180.88184759	1201943.23677721	1556677.99162446	178034.068563792	1411790.77393857	1046423.17802844	789371.464800824	1320621.39216278	1355766.01494607	663464.777107531	746810.797140367	376750.834461318	946609.89226127	729277.246954125	764963.479418194	87370.1098344816	427508.786959512	752326.287191285	1106004.42632525	634064.484283969	1053189.85087812	563692.477188296	786178.066150488	711883.269542674	NA	NA	37955267.9020756	51096741.4657225	NA	NA	1715359.21449901	5614747.50803958	1024412.77038852	1403299.85360948
388.2542_1.79	420574.165776698	3911706.11831221	4429507.87217355	3806549.10490526	3695274.5191768	2395084.60139993	3855548.78674496	1780836.16893582	2188672.31418473	2832630.58106113	1906306.7646749	2153123.01543652	1644278.32457437	1317418.22585236	4215620.05903131	8034451.42660268	1975665.97014441	2116850.75232872	3816756.72906129	2898878.18296893	4441953.52850778	17881393.6392621	6211304.72677569	2991102.04098818	2779281.20177112	5036745.52923747	1795402.49516297	4020020.22495879	3640948.6898087	2763959.83173673	4287053.52620471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401.12479_5.21	0	31533568.6999759	44685037.5450321	56876726.8470939	29419850.0148894	42556541.0526241	34103396.9560554	2453304.78209882	6723557.78842726	566066030.859096	1746455.04942181	64874838.6255689	12018252.3550556	21630831.0976574	39084582.343868	315571726.714543	703108.89965688	8757148.73986396	6475166.901071	24996092.1313602	3950159.23555132	2847272.22436222	1524558.82235038	4025103.36471629	4231023.08184925	4211794.05028987	3074900.32506873	67153295.9565619	2713878.44340911	3317427.53320256	8392812.80949423	NA	NA	4715457.84575474	8226758.15710177	NA	NA	0	0	0	0
413.77816_2.96	0	0	0	0	0	0	0	0	0	0	967722.441866774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	12214671.3341486	22533556.4345452	NA	NA	27771342.8537594	52284082.6283994	17121321.7733367	31471675.7482113
