mz_rt	190715_Blk_KM1906U14-Blk_C.mzML	190715_Poo_TruePooFK180310_Full1.mzML	190715_Poo_TruePooFK180310_Full2.mzML	190715_Poo_TruePooFK180310_Full3.mzML	190715_Poo_TruePooFK180310_Half1.mzML	190715_Poo_TruePooFK180310_Half2.mzML	190715_Poo_TruePooFK180310_Half3.mzML	190715_Smp_FK180310S62C1-25m_A.mzML	190715_Smp_FK180310S62C1-25m_B.mzML	190715_Smp_FK180310S62C1-25m_C.mzML	190715_Smp_FK180310S62C1-DCM_A.mzML	190715_Smp_FK180310S62C1-DCM_B.mzML	190715_Smp_FK180310S62C1-DCM_C.mzML	190715_Smp_FK180310S64C1-25m_A.mzML	190715_Smp_FK180310S64C1-25m_B.mzML	190715_Smp_FK180310S64C1-25m_C.mzML	190715_Smp_FK180310S64C1-DCM_A.mzML	190715_Smp_FK180310S64C1-DCM_B.mzML	190715_Smp_FK180310S64C1-DCM_C.mzML	190715_Smp_FK180310S77C1-25m_A.mzML	190715_Smp_FK180310S77C1-25m_B.mzML	190715_Smp_FK180310S77C1-25m_C.mzML	190715_Smp_FK180310S77C1-DCM_A.mzML	190715_Smp_FK180310S77C1-DCM_B.mzML	190715_Smp_FK180310S77C1-DCM_C.mzML	190715_Smp_FK180310S80C1-25m_A.mzML	190715_Smp_FK180310S80C1-25m_B.mzML	190715_Smp_FK180310S80C1-25m_C.mzML	190715_Smp_FK180310S80C1-DCM_A.mzML	190715_Smp_FK180310S80C1-DCM_B.mzML	190715_Smp_FK180310S80C1-DCM_C.mzML	190715_Std_4uMStdsMix1InH2O_1.mzML	190715_Std_4uMStdsMix1InH2O_2.mzML	190715_Std_4uMStdsMix1InMatrix_1.mzML	190715_Std_4uMStdsMix1InMatrix_2.mzML	190715_Std_4uMStdsMix2InH2O_1.mzML	190715_Std_4uMStdsMix2InH2O_2.mzML	190715_Std_4uMStdsMix2InMatrix_1.mzML	190715_Std_4uMStdsMix2InMatrix_2.mzML	190715_Std_H2OinMatrix_1.mzML	190715_Std_H2OinMatrix_2.mzML
138.05503_6.35	11911740.0447425	224971559.884009	224847844.802397	224213751.409898	217776491.141896	223871392.537862	237964219.41207	272770030.840536	201241402.951142	854850246.908378	79732202.4555399	280122520.117027	163835202.041661	223022948.307119	337435302.351745	552188505.726587	81620435.1452131	130211377.478499	103414995.782547	243970339.904339	214266109.065772	221716540.602188	92918769.0754797	99818715.6035138	113406634.380657	167699684.406499	217936327.957635	323465753.422556	113360887.754323	145532344.519472	182258220.268347	NA	NA	555495000.328034	620186553.95508	NA	NA	373016316.685394	358005893.800452	273506681.464793	268542548.63412
138.05509_4.35	35059840.978819	355830570.481604	356061703.413245	368537842.353839	325321482.434488	344821048.46428	444931561.347229	116744706.518586	258350759.588802	2379534221.01117	12606118.7132257	240516676.894923	241467355.177098	371073053.474839	414611094.993028	1283201611.64401	48960416.0562509	283075858.770705	213438936.266514	329296467.50005	108825937.333437	103115233.785632	64321368.9455803	62571582.3863432	153580973.438871	152657926.628505	188139920.313006	321843354.420738	111932215.682719	358578912.373833	183351466.470906	NA	NA	217473855.664959	104272463.646209	NA	NA	292240397.443862	398089889.308062	207467471.698717	265054623.858676
140.0376_7.46	8131.68792241458	959419.711480987	1112268.2055923	966112.45325093	1130483.919686	1248359.8944552	1331321.02103633	969989.303365892	504142.147417497	2419458.38007017	1110906.20530191	2909328.54174019	1075864.43529029	544410.307379792	981613.868746018	1421446.93925466	1229714.66731373	1307055.51436656	1490036.48342565	137513.714947492	322663.740152144	395809.038515159	1165698.87879576	858564.629615223	622029.399843483	325116.032967597	781832.968231069	2151707.55907493	383441.693103441	901465.800751587	983035.281374808	NA	NA	341956.33423608	466988.777894981	NA	NA	64654332.2257077	67872981.0063224	417479.232168367	598152.692751273
141.06595_5.73	1670702.31553511	15424220.2002915	15697929.7982719	16153616.7650564	16444361.208392	16921498.2031577	16751423.9061324	19465878.1974749	10803366.3963258	76666782.8247888	6657883.67500067	20894751.97437	11647762.1925991	16297327.1123772	19753063.2739159	33619432.5224727	7172843.73743412	11370117.7703785	10543183.8959836	11243078.5378882	11834150.7320597	10138750.1997621	8767729.49345264	9356575.73590684	9148033.03578064	7547502.01620724	10244336.81741	19804368.9198156	6169869.07092384	10826639.7079466	11549254.4128876	NA	NA	26670660.9520336	26789786.0726725	NA	NA	29100141.5395344	27143553.6252044	26355977.5517039	26172986.1278232
143.0816_6.54	1403154.0253545	13125822.9905293	11515642.5050487	11012182.8270019	13759060.3017368	14007525.6733965	13828289.6878314	14843954.4796913	7720036.78411836	15968873.7604557	9125766.24648249	36026655.0232255	13409302.7031316	6731407.29889692	13630961.1120416	17624168.9449971	9456918.17146219	13468889.3098473	14216036.7152507	6788506.76333201	5280836.76465859	6632764.63716947	15545194.7067147	14266188.5195307	15416667.2368124	5225208.17841695	6866918.19817814	9318652.29638971	6697671.009584	15435012.5241057	19586665.2118363	NA	NA	16326846.7645134	18125973.0764543	NA	NA	14680653.286551	16200797.1978461	15800475.7193143	13917731.1609713
143.0816_7.01	1022414.12123426	20159739.0450416	22711923.1912351	20458970.8420642	21005986.8873115	20487265.3181827	21031813.7747488	28666643.9087318	14289932.0984598	36130890.7609629	13103002.5708819	61285489.7659995	21194035.2899764	14919517.6225851	22478205.5001447	23386733.1403306	13247522.0051714	20342893.482899	22903551.2273285	11040930.8621208	9947288.31396099	10442461.2512849	18718688.8540862	20874220.139816	19700024.3644749	7456978.71612693	14178682.7325969	14716767.7253172	8366940.3986676	24673965.5927118	25694421.9678675	NA	NA	19155767.2257783	12908969.8976863	NA	NA	14120922.2802376	15855615.3188515	16806003.951228	13796995.7038684
144.07869_7.92	0	0	0	0	0	0	0	16298.3050252698	0	6810.52685266106	0	31417.445541881	0	6720.11947401526	0	0	0	0	6962.79858602683	0	0	0	0	0	13352.8555500779	0	0	0	0	10738.726867662	0	NA	NA	0	0	NA	NA	59232874.2847659	102599356.114271	97594.213396654	0
144.10197_5.02	2873809.33552215	61345208.3211962	60476085.4105302	58671175.1837782	63051635.4381449	60512368.8836307	64381612.1551545	90366394.6872772	61283331.1028164	84301479.0521619	27065992.5009745	78883984.7327181	38198470.5948832	61358831.6144769	124337357.350707	195745221.785801	31670721.7395992	44893495.723101	39522547.5552877	46536119.2821748	45377339.608416	47730540.1964163	35113615.2851162	30770820.027636	38003390.2667861	38185189.7804724	57860684.5123932	76555327.5898334	33537819.5162368	43135992.1428682	54065715.0346889	NA	NA	481055368.077958	579241025.728819	NA	NA	121865104.447277	119019811.636205	115711763.24497	111204079.500063
144.10197_7.71	733001.472405739	42683070.7932053	40763313.5819234	40730603.2135479	41088288.55975	42232257.5439117	41758924.3639893	56584129.5221762	36912875.2757541	136642112.378545	27740951.5745844	69822901.8906919	40076471.6973277	37441269.0114081	51433104.9725353	89146166.1325144	34389305.5089602	37153834.0145449	33933022.3000247	27151108.8421672	30052956.8495418	28760554.8870243	25286278.3606809	28556197.3965949	29064051.10974	20853161.9024313	28614603.7544882	49745001.1999413	25565136.1089345	31153638.801753	40432919.9885135	NA	NA	15622975.7288669	16670867.3381191	NA	NA	14288465.3062331	30234294.4322386	1769973.77161145	23333148.1646671
146.06005_2.1	31695.2649618209	70248.9400248587	47185.1005561856	75605.0448452896	69628.0146963115	0	79888.1285172093	99782.552793598	70007.8503093895	68318.1410399202	35229.6420984234	232015.089334848	161276.894551895	92823.2913513984	162761.834821229	34335.35270558	57625.9610350794	33110.3075376166	60082.290501085	163042.414903078	60564.0956281642	91257.3757240535	132239.627706949	28310.5106996255	127337.630336626	169133.486984354	18612.2669178662	95188.5549744152	113410.237246849	86392.6380975889	129428.112803451	NA	NA	127030.483898288	161206.933593736	NA	NA	67692443.7207766	47347776.2798301	152528.653266959	190420.23946819
146.1176_8.31	5316347.77754379	42454176.4341406	43425218.7606794	38629981.3133148	39991159.915866	43304472.6012767	42341650.2528112	96020294.967976	49800937.9861315	66961113.0662675	22357952.1618201	65670152.9214631	35408236.5769825	42595241.4352521	77926094.342354	58180416.9292513	26352815.4924465	29142833.6276947	37101272.0360656	22441102.3916389	29611939.7819884	30444805.8150561	36844302.5379314	30199519.4088411	29535481.7672865	28503653.8440809	55686534.5527655	51191816.2423175	19920581.3693287	37116696.4073162	45436964.5821137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
147.04747_6.96	0	19071974.6039219	20093068.4025102	18993563.1739915	19482501.9431114	19304630.6904654	19852745.9737685	74128076.4053968	31130850.2256908	52437807.627246	2619694.30580912	11435160.3570874	5065286.48539792	36046221.8422382	33267714.7418519	57936511.7571311	2811251.71885348	4959008.26521055	3373414.92723914	13651104.675819	16396209.95752	15206993.08993	3840935.5139438	3190671.74862192	3164376.64337706	15074291.9548752	32975885.7464055	32230237.1135708	5340098.10540665	8549285.7551677	11326150.201286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
147.07646_9.99	12648338.6342754	61697904.3433548	67012190.5466643	59137136.9308496	65622767.9031333	76336374.4830603	70710128.0074912	217280034.517255	117390806.151955	197960035.04685	12950474.6269215	42866307.6039127	21224866.8043004	51738881.0806831	92965850.5179864	93966258.3134206	12435616.9307709	17467072.816757	14616151.6028487	91669925.9017757	105411984.603401	97285143.5354062	35559164.7747298	21768062.3671812	20129770.3213672	56282864.5550934	85380937.4523889	83275201.4561914	13024784.7618185	18917784.2923352	33307830.2284175	7576964280.09473	1953214778.82397	265774500.022029	245006615.392672	1374676.91672394	0	167568075.449418	162097914.917615	176177418.555845	193612128.902817
147.1209_6.79	0	302437.10948876	409917.152708779	414391.410515881	347132.83052511	299956.599313762	364414.117692916	616631.871390453	706858.090094679	647896.757033499	125437.31962585	383782.253528199	454574.542706028	499277.573888405	467450.719328105	485162.361158171	184018.647890557	404087.483448538	350911.73901848	354454.178157363	186615.406851488	336386.616852539	180927.281795926	307140.191079936	304258.066624258	254445.61410889	242748.558218688	314581.789983123	242362.034401859	420701.604142171	415781.278377732	NA	NA	277061.446450354	618601.841049762	NA	NA	62587886.072483	104295104.316047	403030.468161814	460238.189055122
148.06048_10.89	3839802.76129201	40267963.3945605	36744509.1429068	34270895.6639046	36843072.0456778	38732062.4453207	37416292.2663859	57983738.9526016	39461046.5796565	40847855.1762352	31033028.4218605	63971812.4191665	37907456.4425332	43755460.4794399	42585751.2474729	45220859.3516807	31418806.8126799	35928948.0563168	27614733.0412788	34099429.7055667	27709342.5093965	26288951.5501026	42105303.0228169	37265563.974093	34180383.3932539	22003786.6055221	37467473.7500979	34509222.5725364	32491518.5171721	42824797.5232653	58867399.4178839	1353724394.1534	NA	120456493.233479	117666985.413176	3643566862.67999	NA	94475826.7447354	91289248.2723368	92828586.8835995	88275172.6201168
148.09686_6.84	3997351.77990715	62008148.8198623	62373366.94534	59072730.8570746	51774486.785254	61366664.5753222	63591362.5912342	82423104.7096646	61366000.56337	62935813.4516481	37158576.256905	82546363.0290762	51009413.090515	53587221.403704	116549775.97211	117299470.444431	42445877.1649977	52587256.0102436	42456775.7638269	48027239.2621128	51606438.9376072	52031432.0638947	47604120.3184655	44427749.1641136	38272542.7794894	32223301.4197043	60169702.0009663	87666840.3244745	35654647.7134733	56329792.6214793	50769851.8071677	NA	NA	81434981.1582541	108528258.76379	NA	NA	91580962.8575537	73719622.9956856	105715838.358498	85772224.3100417
150.05835_6.28	100960.629655111	1029871.77274966	805968.267366508	716181.284619011	958500.359707126	1290880.70815457	700290.595984423	2497023.07095199	1379956.01303675	5166211.70520926	53359.0883944599	1816393.77670158	683284.354762797	463991.30392762	1003321.35212987	993779.115810258	228733.893633253	931833.367541865	840613.339194046	1688885.78980196	1070692.38992146	610894.669192446	0	510731.356432598	507597.979260435	594477.586682684	1453733.33405592	3769144.90647089	250458.042032109	243668.713151241	546451.869332971	NA	NA	130745698.024411	132084180.773132	NA	NA	10407900.2610083	9357497.39395152	9918917.79615246	10215243.5941537
150.07742_4.98	111175.450176019	1032608.67306217	1319753.28345082	816409.045894367	853700.085266458	1062684.71684888	1426151.60108465	1856666.12693498	1577974.65215213	1350605.28389257	222476.858069344	5284848.94411168	932681.501664312	1421328.87535112	1195759.34486735	645518.370430013	504863.628279054	804538.875335213	529484.475225897	5145402.71815759	1687457.58249726	902736.860773861	473467.824015663	623523.68348163	696977.215149254	2488940.81139665	968673.74031458	2316463.51029374	313847.689857248	775885.649780744	423676.821215187	NA	NA	1850239.02415518	2662491.92602737	NA	NA	4799111.23214866	4628019.61592541	1745297.45074604	1857030.26856359
151.0747_2.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	77545244.3803949	139315445.415654	0	0
151.0807_2.96	0	0	0	0	0	0	0	0	0	4211.63925644797	0	3141.78980242153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	267660674.946056	493428916.713437	0	0
151.09654_2.26	4159471.93290598	15686267.8567235	14312209.6507314	14676816.7186981	10733277.5805325	11043235.4839513	16044426.8145002	14581986.1537405	13448669.8503011	5955418.22041318	18943272.0358333	4080640.45103647	18444716.6023505	18936243.6375267	6498902.48828598	15936316.1002532	12179206.7193275	15127595.5714854	16419332.1203426	19402803.9332958	15484593.7604036	63160642.2394108	14762674.4088157	7349221.26232067	24987285.119384	9394157.36586698	3940588.81840724	23176753.5775582	7239181.39193042	7475360.6105595	7280971.50817409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151.1442_5.21	0	64042404.5627546	55202857.2557241	82091206.8848177	43791939.2352087	49902842.7600159	64478745.8751673	2963610.7844388	3256671.12112574	2590126027.52859	2813327.63923174	155433730.184981	10385549.5981918	23482073.1332144	36681963.9252018	1260570233.21821	704018.148582404	10432295.7451206	6072728.125736	25652168.2895958	3162786.60742987	3132143.27153261	1696108.75861208	2908827.20357334	4567589.20851023	3094406.51656571	3088394.31213313	152206267.65485	1457601.27366521	2866357.38122019	8636262.26193889	NA	NA	12612563.8831833	18564343.1646882	NA	NA	0	0	29941.6907651548	0
152.05674_6.73	4095811.87773427	265960326.605007	263292418.321428	261584400.971357	261521563.245005	264088953.57646	267661025.515773	383257256.489858	289420941.408259	336304847.259266	295824521.838927	468408855.804815	431816215.211692	245803836.71935	287449361.906597	231102623.881277	321997779.217301	318705387.59141	245329265.76775	90190706.6003165	131810502.451707	130179998.161739	366472366.354969	213790934.389889	248271139.229852	124091157.69022	174493694.293203	188138490.157674	193782466.406883	303223204.641961	359148170.394438	NA	1924425787.16239	231338489.107708	232921575.293573	NA	NA	490568917.303855	521193542.981377	233268756.700879	238369059.326856
152.05683_8.21	309310.930998956	1927380.21550422	1649779.0170171	1324609.38954815	1710211.86383247	1672916.03558985	1397861.81641531	2388466.18882444	1707033.59333219	729403.375658564	3280617.06413797	2005608.92531773	1900232.13236777	1788483.32686929	3815217.63597437	945247.044549716	1928479.5756861	2046837.58235013	1770791.1231655	548308.46208216	520900.319335038	1886414.46900062	3343134.16061848	2293858.7872375	1511676.20305252	1070838.45170425	1572059.48062164	824252.55270329	1868836.16491011	2954210.09900155	1480622.95034208	NA	NA	1135300.20921091	788518.24801363	NA	NA	2133558.32560944	2132118.79802224	863738.656026047	6831536.04461752
154.05327_4.35	104724.89296606	971343.505184462	10285415.7668641	9184104.61900353	11242425.3029882	10810508.5877179	9050768.42262466	15936336.6629098	12661523.7030708	20978184.5183982	3571800.25280122	11350830.0943942	5405225.65565164	8436650.57490599	10220036.3425504	86515073.9419416	6320393.43350565	5024350.03313931	4159237.64564834	5599798.30851857	5929394.35960541	4985745.22224231	6111838.6680353	4594101.2870532	6486459.19116353	4044447.7234807	7745610.99719492	11488070.4190499	6110334.34764417	6233492.34177183	11151254.5423707	0	NA	33582684.8890987	33021789.8209512	206020160.589181	NA	35322465.5866505	9268882.79170305	32849548.5104385	27295364.9739467
155.08153_7.31	6571374.66940132	128769868.232276	130492325.206208	125577228.686944	125727368.336597	132480772.056796	130094083.413838	185980750.580384	101600923.157294	217481979.969041	92968449.5851127	215365845.841534	136763365.690562	129337966.391667	91342689.7723162	141519972.232329	109760933.181964	136654635.284478	136074618.132702	102994999.65851	131444290.271077	102814294.727235	126911525.770992	125065797.776301	130057575.422184	77886386.15967	97107951.8980032	130415146.501358	90782580.2156642	139715528.606313	164614387.50719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
157.09723_5.85	551371.564628812	12205034.8190423	12213372.2862496	12050565.3913726	12654099.7762193	12150130.8580941	11961569.505684	19366240.9703336	8898516.81688418	17654475.2270544	5389134.2537116	23129892.7946975	10286548.8391763	11977748.9435664	9123414.89511704	13784674.2797589	6883250.0962888	9468149.1449336	10028317.9984574	7648764.26832435	8568001.96413757	8113634.01976955	19374699.9365456	16395517.3869852	18269493.714362	6404792.58855545	9911031.45862118	12875406.4344344	7712540.94785786	17448168.4950573	20384135.1333775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
157.09723_5.23	1188321.08413795	14229688.7951461	14089264.1758379	13341049.62818	11414162.9098735	13921035.8161042	14229871.8630444	23495283.1616266	11739224.8765989	18354548.231534	7944055.61657257	27308057.1912456	13358929.5524178	15506876.7957689	12540037.3550676	14974343.860233	7614217.682214	12342612.701121	11957027.6467199	10138414.8817227	10563532.2284541	10163709.5945925	14145622.5750431	12943190.5080922	10414237.4486141	8055257.93277915	13174841.6241825	14128947.1283286	7226557.6792177	16420351.4065041	18716882.2365064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158.08121_6.81	2387239.46709769	7705388.17512342	6604794.61657682	7297247.27546755	8754916.92864177	8136221.68461748	8499935.41129887	7934480.7045663	10744486.3629517	7902022.95434749	3635261.35281072	11631668.7355402	9148404.79078648	8715400.19048706	5945647.79637444	7393349.54073098	4779878.98077937	9628157.49483762	6096309.70352193	10207956.2847504	7528698.65813744	6486609.42141513	5757800.55079156	5763837.88773557	7974254.47254407	9260797.44854629	6433699.00556766	8813828.87938799	6743536.41775644	10170034.0667092	6917218.51143737	NA	NA	23813227.6032775	27642658.2044512	NA	NA	22348241.7312185	27178238.8460598	25566257.6077327	28854505.8856916
159.07648_10.76	372502.879947044	1400933.31288473	1035584.76594259	1195881.51145895	1286558.50959317	1147223.04028913	1334569.94723657	2407805.89012059	2270536.34889475	2086602.05290057	158638.164186376	2082313.29671757	1313699.66599509	1929673.47882658	2918620.18493186	1952875.85733108	764162.516099317	1482060.55818838	1339548.06898366	1879681.27403761	1005978.15745524	1983969.95688594	1294872.27176048	1221610.27425824	2648215.50590351	1362531.99274238	1284742.73168289	1632732.69492584	1486490.84660856	1630294.15547774	1124702.5521204	NA	NA	18616002.9134395	24198751.1803852	NA	NA	1975940.78141255	2151546.38928033	1912773.04778697	1146107.32322455
159.07646_8.71	195525.664444129	3685142.74394235	3653431.82417925	4141358.6663836	4151209.30990854	4837010.44625823	4179903.99312435	5915250.75613033	3324697.2902021	4345941.86522437	2180305.93477981	10996431.0453457	4298223.92593237	4155538.78188648	3007662.55988891	4166880.13204767	2990183.73893271	5315538.88305651	4015249.62322698	2166306.14401597	2103630.43903519	1478640.66651477	6573274.74231755	5062612.32113038	6219927.42637988	1754959.76554876	1783452.38518623	2901926.83755334	1952205.39481915	5648652.1028871	5489847.30257695	NA	NA	6189085.03034897	7527741.92576739	NA	NA	6123730.17961761	6744624.00248518	6187213.37762549	523918.945289192
159.07645_10.17	314257.212921015	2332834.31701306	2196266.47342642	2325911.8565245	1233403.86818753	2396013.21608123	2427003.12843494	3283860.88339564	3401985.40250827	2683587.89270363	1120620.67943385	3027358.51644133	2567870.57880899	3667725.50639125	3044848.65779056	3257337.5019736	1549291.96324821	3076361.28198282	2316399.96042921	3160837.0347184	2553085.36248585	3068463.91425031	2183594.11569817	2098740.65286575	3987919.36341528	2065958.90931319	1694014.73643254	2418528.833192	2377180.11440133	2870804.27992764	1903603.01891359	NA	NA	13400101.321702	14511971.9337643	NA	NA	32257209.3718594	84810130.7143666	1986884.29151627	2234313.72707557
160.09691_6.98	4373086.98833056	80095532.089488	65329103.651269	82078958.1146362	79559960.3242319	90031592.6386227	82944645.7367956	151424286.429716	84063013.1178969	133427468.431757	29566497.3781892	106252587.422752	52756892.6532249	76842585.1156201	136551338.953751	192104525.178997	31135228.2363975	48673153.0233025	38030391.5437345	56456354.9262526	58365941.0263691	58739947.2215793	69337800.2378436	60094828.0661966	62449918.7598257	51097593.984909	86605501.6197833	104840006.721533	45968753.3642656	70133849.9631454	72785802.317109	NA	NA	158213547.843969	129271767.606	NA	NA	3081176460.26414	3203066946.54861	148528283.637024	152657874.297385
160.09692_8.02	1681931.72158558	20899671.5666193	13451762.0796259	18344089.2603479	20268623.2126019	22036958.0160982	13774178.1807831	22504341.1335051	19423334.6787671	33497106.8264704	12447294.7295031	19078472.2073936	15189514.1958009	18451269.397208	21107226.1372925	19028629.3550154	8920990.5871428	13907843.696712	13198993.8095845	16844373.4709691	19789517.8969691	18641451.5049536	12263342.3396057	11002608.9657521	15495672.3648305	9952223.13981144	13595433.4112751	33226236.8573893	15429341.2442238	17717773.7455075	17214398.2945517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160.09692_6.2	2081522.36087786	24986971.3649406	23413846.7570555	24198726.1966003	26158780.1858325	25516169.8978831	26014357.1082439	44658262.1513251	25698821.7745781	45275533.0392841	10668737.6030796	27075336.1885441	16210611.7700538	23831453.5364575	24806520.4141166	31036324.0475085	11420723.7338483	12741647.5306486	13412843.291607	24942095.3332898	27094466.8440611	24576848.9723355	20312224.0415634	19433926.4171767	20012459.0356375	19131207.6249752	28515647.8331041	38105749.1630209	18584073.3615998	24631916.6886414	30115708.4923342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160.09688_5.4	1015865.87468814	3120408.33031632	2718409.460918	3020982.07513548	3390105.29093148	3584900.36332205	2875423.84055956	4209790.81109574	4053044.52220189	2132292.95272777	1942677.78237405	2886579.74932581	3130598.32035424	3579009.76453575	4366895.65920122	4128851.37946404	2457963.41971646	3256116.22589741	1905262.77053846	3095648.2973912	2465574.17503049	2279968.93183312	2382511.0586071	3150177.59527066	2421564.9230625	4695437.03056292	3449731.91254215	3257913.32511988	2525679.1386103	3433329.44508342	2120530.90945928	NA	NA	5178348.42379052	5642296.34760726	NA	NA	4369081.40235411	6478572.72213022	5026308.66266303	4077196.07003011
160.13328_7.2	11394.565759823	11047925.3962726	10145863.1049832	11689468.2414933	10580195.5529725	10598563.8562251	11506979.5437034	26233989.3008327	23091855.209333	103376485.818428	1178183.4379981	6140692.82553377	3496721.69312278	20612424.8985951	16366349.2484564	18312565.9826113	1970737.52137329	2625378.33177644	2783124.47530016	2740955.32933007	2877692.4435734	1825469.73637554	2307401.09741967	2402508.88411969	2954358.63566098	2862142.33044686	2592312.99033498	1795308.1287467	1620199.23952164	2960702.65965876	2539575.24334201	NA	NA	838558.884394437	286426.224281313	NA	NA	342855.926922212	204515.074911261	857262.241789343	349553.229045802
160.13332_8.29	290882.200728423	3235373.14951301	2806657.91602866	3166949.23184791	3073061.95887566	3251968.75593511	3543391.02704005	5206185.69481448	4347644.89620876	4308781.30748677	1092091.72441231	3421548.04851991	2833495.18101733	3882132.9121013	3312520.54338714	4730507.3094493	1600157.8023117	2195124.81446706	2239065.42742482	2825254.44080674	2368209.155343	2168074.93649707	2081410.80901551	1765644.96467044	2399306.01135537	2169997.36863747	2685296.68921239	3909537.78120587	2694517.71005675	5479022.27860453	4397343.4323811	NA	NA	11195458.4287189	11943334.4203161	NA	NA	11247173.9594634	11639490.4165783	11958127.1162393	9058116.16923731
162.0761_9.05	18262.7203065458	1070809.97352505	1166686.00221169	745673.288553894	1369002.46256435	2013510.23689714	1493881.0714209	2017262.64689199	811479.553177017	1152290.30549751	875982.388957142	1476017.06340617	910377.931312427	1460480.3150422	2358755.47525665	2142029.91561054	847941.890947666	567488.906822157	1235726.06755261	259321.117166277	332569.346585634	733626.996515296	931253.82524686	739303.895205803	512311.777028549	546002.108737889	1167828.67673846	1346476.83968698	503683.659186385	637286.323410114	1693906.84185003	NA	NA	23943526.5081763	23341630.9390603	NA	NA	7572245.0417135	7546155.90325133	7579833.14240541	226202.945663247
162.11255_5.28	58154.6052350937	12814288.6737754	12259448.9880174	12303664.1458413	10852446.6031542	11963035.6087088	12096059.5656164	26677987.718542	14786531.2748794	21663206.0079876	4970131.36872497	11732353.8224107	12202027.3883154	15389416.6735964	15427209.2610072	23119290.0115892	5921081.47347343	10045749.4703057	6233392.61723018	10286706.1983168	11573584.9787103	11923267.8858937	8532840.18173307	6420285.88989424	7443808.46981155	9098235.2251152	15221127.2978419	15520992.59757	5705853.6649429	9829153.50492524	11996756.3681927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162.11252_8.23	8484747.03656819	66718909.2680433	68180803.6133669	62061175.281482	64650017.6412323	67777411.6943648	67811278.2389751	122035330.168648	70360377.1009338	198389087.418339	32132898.9760036	104317523.272631	50514977.7715631	73919907.9343126	81156840.8996008	110058927.251192	33091412.5402487	39163751.7284068	42220361.0089028	46125040.4402282	52554436.3915942	47119580.6724043	52101870.4501623	43392754.5597945	44094992.2959608	42917528.9652205	70550917.9441025	109604689.758984	35760612.5428002	61036534.2739336	71579404.3138096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162.11254_6.73	3166226.94946939	119110499.429263	119959544.675295	114770729.067127	117978884.68915	118549655.101218	119352676.185149	235352245.213645	129171031.202605	726336779.639042	48207901.7021967	107687232.492522	65189445.9020167	179181481.433125	152723085.319255	198954563.957854	49447403.4138133	66798949.3044322	50958597.0423993	64571650.7264433	79251156.2001068	69633371.1606394	76270058.3582838	53099547.1989618	61718603.6666476	64593375.7865121	124698994.239055	118332021.945233	37656809.4023074	82343414.8993825	100167068.777659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
165.05814_6.94	435688.342235814	34743673.212075	36021807.2443233	33927702.3939402	33982494.9227632	34158743.200678	35110496.8511589	145148627.793028	55914559.7229658	58287515.4851088	4112433.24096203	21098641.9876509	8037018.64594322	68913094.5214581	63179944.6118476	95475953.7865918	5602601.9825597	3938365.35704361	5177288.59672087	21725050.4497526	31638318.4412726	27810696.851932	14740138.4907956	5422753.13972016	5391837.35650384	27738491.593139	61138513.514581	60381568.0654146	6536162.57876144	21091658.8169773	25989489.1346651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166.03499_5.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	75084497.9966813	197003608.75757	0	0
166.05323_8.77	0	128051.074248881	120909.249361603	63366.9865011776	150691.803785777	135470.888380233	83781.3614119384	185169.912581345	23278.9707613405	762057.471212246	48916.6000991207	451516.209375664	137406.807755345	180982.207086786	231978.317217851	243027.931678962	45911.7369053589	16350.9976198795	48873.7217400946	43793.7085456723	53879.1328079024	47779.1918068024	41037.929721934	40531.6880240122	17660.6625652511	30824.48525062	245178.229044646	600751.37713095	0	43026.1285886191	243603.52162123	NA	NA	27226669.4418898	30330189.4324841	NA	NA	966544.107025102	818780.285082778	976028.174654788	0
