"feat_id","mean_mz","sd_ppm","mean_rt","sd_rt","mean_pw","sd_pw","log_mean_height","log_sd_height","sn","f","scale","lmin","feat_npeaks","n_found","samps_found","stans_found","blank_found","med_SNR","med_cor","med_missed_scans","t_pval","smp_to_blk","shape_cor","area_cor","feat_class"
"FT046",104.107379583862,3.34401549056606e-07,553.553863525391,12.1059421431299,31.7879887145182,7.46516274149245,7.28953976875369,7.15895243693405,3.31455299517957,19.5333333333333,11.4666666666667,136.166666666667,30,23,0.583333333333333,0.6,FALSE,7.84317688543508,0.781349950492626,3,0.196557836979779,1.0010948610189,0.996496880086937,0.999880237536306,"Good"
"FT047",104.10742768843,3.89185692769978e-07,683.927551269531,10.9826197382712,43.4909102277058,6.75397383627368,6.13614035297088,6.68484504034199,1.23772978464134,18.7272727272727,14.8181818181818,267.454545454545,11,11,0.333333333333333,0.2,FALSE,4.31691206726261,0.619578450369061,4,0.516214841362634,1.88156165319333,0,0.999669546816102,"Stans only"
"FT048",104.107399010126,3.8208255553326e-07,639.645202636719,14.0733897684992,46.9935600466845,13.6874269201021,6.56330052425007,7.11113002657545,2.14423279193677,21.1818181818182,11.3636363636364,207.090909090909,11,11,0.166666666666667,0.7,FALSE,3.02636965625502,0.119868592392328,6,0.496035563401072,1.61484956876395,0,0.999986895484274,"Stans only"
"FT050",112.05081621124,3.6893324850397e-07,325.052841186523,5.85441428092318,68.5490447253716,1.72419190203065,6.88672288260375,7.26704663893947,3.64656971800383,17,11,343.5,4,4,0,0.4,FALSE,17.31576742478,0.820040737455677,4,0.853980302339583,0.685426057674014,0.922880954789539,0.999957820102328,"Stans only"
"FT051",112.05085072496,3.22051697091864e-07,390.428649902344,4.33183856160522,80.5277508991521,2.17233661067632,6.25943879129186,6.64649227737246,3.02275758487022,17,11,428.5,4,4,0,0.4,FALSE,10.2665737211264,0.866966012847632,4,0.933309228009925,0.164989860342074,0.252815965349947,0.998177097869347,"Bad"
"FT052",112.050858291296,2.76001941303219e-07,10.0866212844849,4.46664425184672,28.5028462409973,1.03796589449571,5.85722521029658,5.80623349686173,1.71773089735219,18,15,4.66666666666667,3,3,0,0.3,FALSE,3.14631062304495,-0.151459965773313,9,0.559841672945914,-0.413526409640919,0,0.819848291898348,"Bad"
"FT053",112.050824003939,2.56576460654834e-07,148.593757629395,7.3452252080577,35.3287963867188,0.530769303356697,4.91992087526156,4.40354930891614,0.650514997831991,20,11,140,2,2,0,0.2,FALSE,3.08268555594646,0.496880247166535,2,0.755648364143673,-0.179052233763868,0,0,"Bad"
"FT054",116.070953564849,3.54920751808745e-07,646.989288330078,10.1248133137912,36.7920939127604,10.4921053049101,4.96418965741982,4.32923727888415,0.421056546231641,22.5,19.3333333333333,575.166666666667,6,5,0.0416666666666666,0.4,FALSE,2.73389552122127,0.148459861871517,0,0.568363284077192,-0.101542280328688,0,0.827108073658353,"Bad"
"FT055",116.070838457183,3.90723691652502e-07,450.282409667969,2.68432852734669,82.0127310403963,3.45701724018544,6.76566005484565,6.88613183244998,2.98378810985496,23.6,11,383.2,5,5,0.0416666666666666,0.4,FALSE,19.4534464596242,0.845764164575774,15,0.972014847703654,0.224777000189554,0.985217203803702,0.999817342019841,"Good"
"FT056",116.070930342792,3.70911865140295e-07,869.215759277344,10.2289685691771,47.8331254168255,3.72636888337414,5.12072266533651,4.89461643167791,0.958618320035316,23.6,12.2,855,5,5,0.0416666666666666,0.4,FALSE,3.24651881872881,0.42895213998392,2,0.0530275724141724,-0.141262208491123,0,0.510281115767169,"Bad"
"FT057",116.07092125355,2.91495386720135e-07,1279.12841796875,8.67559509705975,31.9216725419207,6.53537487738339,5.13905295159291,4.73097569935172,0.778151250383644,23.6666666666667,11.6666666666667,1298,3,3,0,0.3,FALSE,1.06554164676888,0,25,0.940915152743881,-0.536332299234569,0,0.355997788799834,"Bad"
"FT058",116.070903927881,3.1097996312269e-07,547.923858642578,8.58738941453931,31.6381225585938,0.495458836591643,4.88706865802851,4.52607402312469,0.539590623023812,30.5,12,475,2,2,0,0.2,FALSE,2.80462893842462,0.213258234817165,3,0.439203928255402,-0.234410978958782,0,0,"Bad"
"FT059",117.048621525682,4.07400398385296e-07,326.236145019531,2.26549613878804,82.795928151984,2.7247347458683,6.94654991469998,6.44757684148368,3.52511945439647,1.75,11,129,12,15,0.375,0.4,TRUE,18.3635229456671,0.865673965309443,25.5,0.0617982063766992,-0.140166895746406,0.967306003684399,0.891461937691725,"Good"
"FT060",118.086448589435,4.02898502293667e-07,346.63117980957,9.25953099641335,103.536710866425,5.37919074107838,8.28467955683901,8.12225292305076,2.62436325921821,25.4736842105263,11.6315789473684,337.868421052632,38,38,1,0.8,FALSE,18.4718721887784,0.912698843999885,64,0.949025123012438,1.41727204571427,0.999658596183587,0.999955103536455,"Good"
"FT061",118.08653811023,4.07981808329867e-07,444.629608154297,29.7269640918055,44.5762908312739,10.9292718212043,6.72835565321925,6.70519799917932,1.1557635602821,23.3846153846154,13.1538461538462,496.576923076923,26,18,0.375,0.8,FALSE,4.27945721221138,0.142880447495277,-2,0.626815189227184,0.0603537922158482,0.828936099966872,0.997992557870415,"Bad"
"FT062",118.086542776667,3.38668717600675e-07,613.230529785156,16.515187881101,80.3815038477515,11.7613306151766,6.20403529773401,5.95279643209865,-Inf,25.7692307692308,29,612.846153846154,13,13,0.458333333333333,0,FALSE,8.31479190013013,0.422453757889486,2,0.090939408409896,0.174809665636554,0.77026131007869,0.994544466031552,"Bad"
"FT063",118.086547993312,2.98529950288011e-07,1247.64807128906,17.479633924638,83.5013517054116,11.6883223630751,6.02635982424886,5.45268020185503,-Inf,25.6,21,1358.8,5,5,0,0.4,FALSE,8.22029321156607,0.611535134122037,17,0.537955537581453,0.271729564419309,-0.103015135939815,0.437603472203011,"Bad"
"FT064",119.089829573967,3.56752282559328e-07,346.697021484375,10.0702289438015,102.266882175353,3.79541509676694,7.03460144717125,6.88087118347548,3.04719971937536,11.2777777777778,11.3333333333333,271.5,18,18,0.541666666666667,0.2,FALSE,22.31201283199,0.863818568257035,14,0.982098628712219,1.47979201121989,0.979233945997435,0.999361767726345,"Good"
"FT065",119.089806574338,3.71192387415621e-07,482.716049194336,20.2133219482553,44.8617344609013,10.0852894473369,5.19132709289666,5.23940668758303,0.926385712902282,11.3666666666667,16.8,459.466666666667,30,17,0.5,0.2,FALSE,3.51056560635936,0.348628295554676,1,0.583557861213382,0.115719089274621,0,0,"Bad"
"FT066",119.089725100127,4.24125555034649e-07,131.070556640625,9.18894067124005,45.6764154201601,7.86368684398021,4.71869532315549,3.99336794114329,0.460132043553381,10.7272727272727,21.3636363636364,119,11,11,0.333333333333333,0,FALSE,3.36405319140066,0.36164525296377,3,0.340491712269014,0.18369416481465,0,0,"Bad"
"FT067",119.089816619024,3.17112419352306e-07,426.900924682617,8.08276630550961,33.7745502751048,3.15017974498699,5.31129994920286,5.33239694746943,1.0955594789226,11,11.4,360.3,10,10,0.25,0.2,FALSE,3.53212703192662,0.321257723784414,2,0.963938321368113,0.411527572702304,0,0,"Bad"
"FT068",119.089744997839,4.30308917440402e-07,258.579818725586,10.2332249299188,37.8442862906107,1.73930636246136,4.67834203237748,3.96236292203265,0.519795311511906,11.5,14,258,4,4,0.125,0,FALSE,2.74350638276867,0.0636128922399456,3,0.821601720266146,0.0828079205779868,0,0,"Bad"
"FT069",119.089802651999,4.99482097616742e-07,23.1077270507812,7.92413975467795,28.2786293262389,2.52901441998127,4.75151402885136,4.63491952056581,0.602722904635552,11,13.5714285714286,8.71428571428571,7,7,0.208333333333333,0,FALSE,2.30039281377053,0.0926597713388508,4,0.497229007060065,0.158483993327328,0,0,"Bad"
"FT070",121.032007353857,3.82218186425082e-07,416.173278808594,1.47226693285691,80.9992301940918,4.16638795036327,7.2954474801643,7.28376584833463,4.3729154780342,7.40909090909091,11,129,22,23,0.416666666666667,1,FALSE,19.78957149029,0.860972462488083,16.5,0.000189097971167199,1.11720301902618,0.995856862984037,0.999851283153666,"Good"
"FT071",121.064992350987,3.12876991411272e-07,188.181274414062,22.5073688264164,79.1806409882336,1.87724996614509,6.10959159700101,6.56528682879374,2.59953891729659,15.5,11.5,168.75,4,4,0,0.4,FALSE,3.35853169261771,0.0835648725677827,3,0.74644522590466,0.0465588155008139,0.0143764568095765,0.998969766904159,"Stans only"
"FT072",121.064999413469,3.06261054761507e-07,129.895118713379,4.44962811540365,30.0504338334246,1.47660942107167,5.06394503289866,4.37322148272301,0.345052810427901,15.5,13,120.25,4,4,0,0.4,FALSE,4.00871240370098,0.591352296525599,0,0.676981481779944,-0.0161463779116577,0,0.142780391826027,"Bad"
"FT073",121.06501755263,3.73036316673102e-07,6.85507583618164,1.50752179302134,20.7202796972379,1.17399918076012,5.46051395957022,4.6691863175805,0.401373327551975,18,16.3333333333333,1,3,3,0,0.3,FALSE,2.93505482888018,0.188016808078803,6,0.846209732087205,0.0331564997518914,0,0.545535435075054,"Bad"
"FT074",121.065042133784,3.0918631374809e-07,389.98405456543,11.3558209434551,38.7672271728516,1.66870871901811,4.99667896125079,4.41106195748302,0.588045629527841,17,13,456,2,2,0,0.2,FALSE,2.75920796536103,0.190346438923114,1,0.699127066402328,0.131982586880621,0,0.331885297933413,"Bad"
"FT075",123.040523447702,3.98753157059086e-07,588.29052734375,9.41814442872271,52.3649110494474,10.1506053976189,7.52476184561567,7.11403312240564,0.301029995663981,24.2285714285714,13.8571428571429,610,35,35,0.916666666666667,0.6,TRUE,12.6430802535856,0.289449445573931,4,0.0783677005983044,-0.366686758203452,0.997347263383633,0.999714600035436,"Bad"
"FT076",123.040530395129,4.07507520514889e-07,731.862609863281,13.5161378006248,85.5164610084794,12.1083570716945,7.49188510464316,7.11114743283258,0.264541511341074,23.0909090909091,38.2121212121212,768.909090909091,33,33,0.916666666666667,0.4,TRUE,9.52738544675907,0.471357106368999,-1,0.0302916476117133,-0.170045190983523,0.97677409955677,0.999742588030108,"Bad"
"FT077",123.040532483431,3.88761468119354e-07,1147.74493408203,18.3720274729713,109.882184949028,20.0732142171959,7.39121274957175,6.99858637228841,0.0107510712737136,22.3571428571429,36.2857142857143,1225.35714285714,28,28,0.916666666666667,0,TRUE,14.4723082313029,0.718328792153257,12,0.580445153379357,-0.143109779374496,0.992889215974235,0.999844665780813,"Bad"
"FT078",123.040479756928,4.31052068865608e-07,1226.41467285156,21.2895597534284,98.2617440572599,13.5555219075322,7.15371714461935,7.11323850666753,-Inf,26.6,25,1351.8,10,10,0,0.9,FALSE,13.7374066658526,0.283172901006964,32,0.144468446790735,-0.154590275558254,0.866068270903789,0.999906804653007,"Bad"
"FT079",123.04046948921,4.12544876866619e-07,472.481567382812,13.9473393153548,76.0724665944169,6.0099024211741,7.27679137062088,7.12399415739401,0,34.4,19.4,534.6,5,5,0,0.4,TRUE,12.5764419712684,0.851773036666644,0,0.0347623016258286,-0.47088952542852,0.982274484713081,0.999864920659502,"Bad"
"FT080",123.055322968762,5.58345502300643e-07,349.147766113281,13.5521845762761,49.0190582275391,5.85738562619861,4.73236350692766,4.67715478399405,0.625020421130567,7,21.6666666666667,374.666666666667,3,8,0.125,0.3,FALSE,0.362344890969355,0,46,0.7498475782195,-0.56736560692072,0,0.414792383609954,"Bad"
"FT081",123.055425563182,4.4126500432142e-07,159.9931640625,7.19427907864721,56.7964844814567,3.17069282738148,6.61435196635579,7.02862386082438,2.87263687092438,9,20.2,129,5,3,0,0.3,FALSE,11.7286433915908,0.727495944466857,9,0.117189461325344,0.755264426951292,0.798516209705977,0.999981062258831,"Bad"
"FT082",123.055535023758,4.08416866331341e-07,257.663513183594,7.5497365083588,29.4510762284442,0.958352192234344,4.74729365267282,4.82796687465494,0.77407309824464,10,11,275,3,3,0,0.3,FALSE,1.31438216128566,0.110680675027258,18,0.148828338228756,0.10923778496282,0,0.961823666372103,"Bad"
"FT084",124.100251378789,3.95183464654505e-07,346.650543212891,2.00560484575656,102.466157188556,9.29610518779577,7.37132977748003,6.84745792557463,3.28052216518995,3.78378378378378,11.1081081081081,129,37,41,1,1,TRUE,21.5884972544547,0.870897480519576,34,0.270010393580422,0.072734607158711,0,0,"Good"
"FT085",124.100294337061,3.98681172733695e-07,437.788360595703,7.1734180458295,27.526788150563,1.84957135168313,5.38160658447932,5.68709507053444,-Inf,3.25,12,250.25,4,11,0.125,0.7,FALSE,2.49657046413701,0.247697044888128,8.5,0.509291285488517,0.717270687105196,0,0,"Bad"
"FT086",126.066332757515,3.23205139760498e-07,11.9346652030945,5.88805470927155,45.1941166272978,2.34321008930572,6.04297013480552,5.73245058118367,0.877636252551653,35.75,32,4.75,4,4,0,0.4,FALSE,5.16909644508414,-0.182121147298087,4,0.990337982190343,-0.290688148250648,0.566044552911089,0.733665172572732,"Bad"
