"feature","mean_mz","sd_ppm","mean_rt","sd_rt","mean_pw","sd_pw","log_mean_area","log_sd_area","sn","f","scale","lmin","feat_npeaks","n_found","samps_found","stans_found","pooled_cv","pooled_cv_rob"
"FT0090",74.0606960565356,0.354968431416266,593.661987304688,11.5174914044679,38.414553687686,1.75480576600595,6.51791924855821,0.148088263094903,0.984623924106929,149.6,13.4,662.8,1.02439024390244,0.0975609756097561,0,0.4,0.0909441467570878,0.125323889967182
"FT0091",74.0606975316308,0.329348024017041,558.159240722656,16.6131314440136,46.874533304354,2.98724934156491,6.39832677282736,0.191029249652226,0.6790008359087,241.25,16,629.75,1,0.0975609756097561,0,0.4,0.149360914600659,0.166304132035114
"FT0092",74.0606994919822,0.34201070534251,3.59427869319916,1.23363297903979,45.9735605229692,2.53739107612598,6.88375144544213,0.133494078557399,2.09511097944612,225.75,30.5,1,1,0.0975609756097561,0,0.4,0.137828847892283,0.0414544714498601
"FT0093",74.0606901074244,0.333119889339576,134.34984588623,8.12776460601573,38.986929916754,4.54853589642914,6.52731200558436,0.15074244937352,0.670310309343897,231,16.5,118.5,1,0.0975609756097561,0,0.4,0.379447681214274,0.0438927544349316
"FT0094",74.0970629440811,0.318548096714225,1232.64575195312,21.40472710944,120.759381550114,17.6369245536085,7.89177465840276,0.300973688154355,0.311260500153457,208.6,27.8,1345,1,0.121951219512195,0,0.4,0.648864250009293,0.561713710864663
"FT0095",74.0971027617112,0.364551271978737,13.520987033844,3.83773260918013,42.1501017354588,17.7390560611411,7.84258736202284,0.366606753724118,1.77488727883484,230.805555555556,15.2777777777778,1.27777777777778,1,0.878048780487805,1,0.6,0.956645615216857,1.08303381809929
"FT0096",74.0970914463562,0.356208541202162,540.72265625,8.43402938225525,36.8877370509242,7.06158577816654,7.9024911539399,0.310924906210014,1.62306135196062,241.176470588235,12.0588235294118,574.705882352941,1,0.829268292682927,1,0.3,0.380636993807637,0.320285560912503
"FT0097",74.0971102686166,0.360981467486978,583.072509765625,8.51606415938379,38.4158250762195,3.74535776343393,7.47683087120742,0.260942882502782,0.46733033864862,259.272727272727,11,618.545454545455,1,0.268292682926829,0.333333333333333,0.1,0.58354597936627,0.604191269368034
"FT0098",75.0559549214915,0.390362218323643,1287.85375976562,6.45408527572123,32.4180952862995,9.54348136260912,6.37469886279247,0.533528548141955,2.05838724523228,155.75,17.5,1284.75,1,0.0975609756097561,0,0.3,0.705116730051551,0.566039130841093
"FT0099",75.1004288042065,0.359168744657487,539.637878417969,6.5441952613734,39.7301769721799,1.45072557205074,6.54590255326096,0.345903484689424,2.10533911301072,138,11,303.333333333333,1,0.0731707317073171,0.125,0,0.329333748330623,0.216081748880445
"FT0100",76.0399983620122,0.335336241087533,629.664184570312,9.97516666788712,59.9977081298828,0.97117637247127,6.46371872188368,0.520682722421763,2.50142004025923,133,11,129,1,0.0731707317073171,0.125,0,0.403083933252257,0.442333033691455
"FT0101",76.0763260389243,0.349823077970552,313.68913269043,9.65361889870746,111.004712297161,16.1471913984182,8.54198958616666,0.977455982474543,3.31568073550609,40.5789473684211,11.0526315789474,129,1,0.926829268292683,1,0.8,0.381116856011485,0.411133283118111
"FT0102",76.0763590066157,0.391678129352541,447.684936523438,15.7579254468364,31.8943498634059,5.4579903561815,5.71137991032158,0.619640721909777,1.09353663294958,51.3913043478261,13.0869565217391,309.739130434783,1.17073170731707,0.390243902439024,0.416666666666667,0,0.591390372207003,0.934035726199833
"FT0103",77.0796666144219,0.368062796103291,313.090698242188,2.13988658117361,82.8632658007369,6.7200408252178,7.25900173879633,0.667683966168476,4.26057154544931,27.5238095238095,11,129,1.1219512195122,0.390243902439024,0.416666666666667,0,0.408286291277048,0.424549489688872
"FT0104",78.9563199264263,0.3896187693142,1278.38507080078,6.88421830518484,26.3001310045397,13.1019133054244,6.83160641106714,1.0577248195028,2.05342045301088,202.863636363636,11.7272727272727,212.772727272727,1,0.536585365853659,0.75,0,0.864005841531037,1.14120885030621
