"feature","mean_mz","sd_ppm","mean_rt","sd_rt","mean_pw","sd_pw","log_mean_area","log_sd_area","sn","f","scale","lmin","feat_npeaks","n_found","samps_found","stans_found","pooled_cv","pooled_cv_rob","med_SNR","med_cor","max_SNR","max_cor","medtop3_cor","log_med_cor","med_missed_scans","smp_to_blk","smp_to_std","iso_shape_cor","iso_area_cor","feat_class"
"FT0026",62.9824694622653,0.321925051676737,463.711486816406,7.12472702185123,36.5766326159966,7.1817220546819,5.49782293927918,0.83516838671287,2.5131448799965,58.25,12.5,489.8125,1,0.390243902439024,0.458333333333333,0.1,1.15761606920417,1.41261521392633,2.45692940512558,0.350949559743977,13.8195959205279,0.823648723399889,0.808300788020244,-0.187721551160129,27,1.30596169194017,0.778677085675402,1,1,"Bad"
"FT0027",62.9824772675379,0.379986990648848,1138.84057617188,12.4245138215509,43.6424612491689,11.7505022970404,6.62988032415066,0.247120414272595,1.34998154001343,212.047619047619,11.4761904761905,307.619047619048,1.14634146341463,0.365853658536585,0.333333333333333,0.4,0.544061950320568,0.550588632101364,6.32969094940666,-0.0876384365190498,13.050823482747,0.836883936363483,0.596784401683919,0.0364845469047664,0,0.0459154191978,-0.0410659448379693,1,1,"Bad"
"FT0028",62.9824627564483,0.374996707703223,105.488067626953,13.5108387444486,35.118558623574,7.81345731941219,6.98178182446093,0.816568203599103,2.75451570047516,57.8333333333333,12.6666666666667,93.8333333333333,1.07317073170732,0.365853658536585,0.291666666666667,0.4,0.715024309588847,0.575214427493108,4.27871048367341,0.479546362350733,13.7387688302567,0.748098716835067,0.732233717499511,-0.283617951667144,0,1.54847801230039,0.970975827229535,1,1,"Bad"
"FT0029",62.9824633599426,0.343949340041118,299.741744995117,9.54916341017119,30.9364471435547,3.07338348658791,6.56158125174231,0.641638377154365,2.28610599542731,60.6666666666667,14,324.666666666667,1.02439024390244,0.268292682926829,0.208333333333333,0.4,1.01765865325008,1.39193962961381,2.50999686514912,0.149460855938537,4.52890993898015,0.7056550069156,0.478304677796887,-0.0703056942105034,1,1.1318768918914,0.752694561468548,1,1,"Bad"
"FT0030",62.9824843937078,0.329959429615642,896.821990966797,17.1455674256732,47.14949315908,17.8212527275522,5.98073621723265,0.561073696237247,0.95504799584152,191.954545454545,22.3636363636364,178.590909090909,1.19512195121951,0.341463414634146,0.458333333333333,0,0.798232893188315,0.775246933277721,3.42580470587981,0.198108219133628,8.71899441947732,0.461347025460703,0.370356395543135,-0.0958842378801714,3,1.1714428642776,0.968506649497767,1,1,"Bad"
"FT0031",62.9824765813503,0.349649831801094,839.648803710938,10.8678975930179,40.1804809570312,8.59867447439639,5.67501573563234,0.703165417731553,1.38153529112066,207.545454545455,21,128.636363636364,1.07317073170732,0.195121951219512,0.291666666666667,0,1.05297373888821,1.11977028093612,2.61927045494644,0.0242266460170644,5.89327680565037,0.898822262810806,0.477012907917899,-0.0106510455967583,21,1.73656752583227,1.19548718647631,1,1,"Bad"
"FT0032",62.9824862219268,0.399635513401646,970.188018798828,12.9830302753615,42.0809674944196,8.34731791537977,5.84431488904416,0.421402854143626,0.783782711394409,204.5,17.6666666666667,273.916666666667,1.02439024390244,0.268292682926829,0.375,0,0.885056808440143,0.643056281137947,3.22526760389524,0.174075781432022,5.65040486539695,0.472874328254791,0.454724065005162,-0.0830597988873443,4.5,0.619585763335354,0.804146723639709,1,1,"Bad"
"FT0033",62.9824804026701,0.366189244578899,1050.3076171875,13.1698094552732,30.4213300432478,7.58272623099939,5.77584714362104,0.465158589713817,1.06212445008365,204.153846153846,16.2307692307692,310.769230769231,1.02439024390244,0.292682926829268,0.375,0,1.11957003199429,0.750685069436624,3.03060953448769,0.0709085798134135,6.45861674522186,0.510255550925388,0.491879493906547,-0.0319415504529083,2,0.64365897768139,0.782642284323435,1,1,"Bad"
"FT0036",64.0165081635258,0.367647159307368,31.7402086257935,9.65817111085502,29.376837795431,6.55801623418979,6.75799123079096,0.707106227496288,0.423553481513094,187.75,11.1666666666667,19.25,1.07317073170732,0.219512195121951,0.25,0,0.815806932599921,0.381947362288854,2.96010715313423,0.3487059487797,6.179951142975,0.7201876619714,0.624974581392358,-0.186222888560136,1,1.51912562932275,0.796127947387188,-0.259528290887767,-2.03813288692269,"Bad"
"FT0037",64.0165350211048,0.323311427974682,588.128662109375,7.12096570818104,27.6622091153773,1.56100868789456,6.24031430610871,0.247457790028857,0.495424250943932,171.6,13,359.8,1,0.121951219512195,0.208333333333333,0,0.464430646240912,0.317355553301054,3.35748005207223,0.283350422787158,6.04675263136663,0.730612011465123,0.6487377938249,-0.144693151004968,2,0.565474200503012,0.346741839379594,1,1,"Bad"
"FT0038",64.0164821604883,0.355153616106216,1145.32196044922,9.25576187423558,36.7645844250191,6.24340330803922,6.49569530771178,0.225523425930148,0.940946276930565,212,13.6666666666667,426,1,0.146341463414634,0,0.4,0.436113957045709,0.450274981264096,3.14699983559435,0.0477368032532818,5.20203687176093,0.425302378926737,0.295022150148084,-0.0212430000431614,1,0.585058696232656,0.14615466312681,0.0915680597346679,-0.658750052734397,"Bad"
"FT0039",64.0164897311546,0.348954221287519,828.364501953125,13.396243496059,39.3404395693824,2.88264796892369,6.15790186208249,0.259861308367262,0.445061856345173,235,15,282,1.02439024390244,0.0975609756097561,0.0416666666666666,0.3,0.488599045715661,0.496240427520851,3.50603073749192,-0.00549245439360048,4.95900905316249,0.435678445960723,0.414886443579709,0.00237881583030639,3,0.630648227490931,0.212544377357707,1,1,"Bad"
"FT0040",64.0165102027101,0.350515771006961,786.274261474609,13.8232695682315,45.0013844559832,4.40410601169441,6.33849359640607,0.251307900919579,0.301029995663981,188.5,18.5,623.5,1,0.0975609756097561,0.166666666666667,0,0.438288535397666,0.345068420993477,3.55207877301537,0.144367713951579,5.54702756099703,0.551780532820903,0.507955031811419,-0.0677128363163522,2,0.480669064872576,0.399924020176823,1,1,"Bad"
"FT0041",64.0164737252328,0.345536210757784,919.3095703125,11.2682145250879,39.9616133527058,9.22684653300204,6.24973338789098,0.226435577018597,0.477121254719662,248,19,199.666666666667,1,0.0731707317073171,0,0.2,0.343540807115599,0.469746762255916,2.95700119248939,0.093340490100665,4.79881694167424,0.458661097500986,0.407897479609061,-0.0425557787996118,2,0.204371119717006,0.275026394383334,1,1,"Bad"
"FT0042",70.0658200134244,0.388290113348858,450.282409667969,6.44851303344168,59.4726502953506,8.99164073584624,6.98913232978074,0.286328898798782,1.53419024207316,139.444444444444,11.2222222222222,387.777777777778,1,0.219512195121951,0.166666666666667,0.4,0.273368917701283,0.297341579484693,14.3388181883938,0.910354785419352,24.4117074330745,0.945029642778983,0.943919984146352,-1.04747288888695,0,0.21185396422036,-0.333758313978966,-0.335640424121808,-2.52468207626849,"Good"
"FT0044",70.0658252413143,0.347300320705155,590.235534667969,13.1560494204872,54.7320549197313,2.83766377409789,6.43961161583249,0.185341806526606,0.389075625191822,146.25,22,554.75,1,0.0975609756097561,0.125,0.1,0.458955888778582,0.668859842005885,4.46582808975895,0.24785426257804,8.85588790779445,0.726208736207155,0.685128299660341,-0.123698001395225,3,0.0503306087823383,0.149628539934173,-0.252727884776851,-1.18803946871641,"Bad"
"FT0045",70.0658228579048,0.341554205367796,647.211944580078,16.4368403459896,58.1266680461604,8.17526174759763,6.53700648315983,0.186614205927739,0.468765315847925,167,25,644,1,0.0975609756097561,0.0416666666666666,0.2,0.500860257458739,0.652256511126677,3.84842612661463,0.302945028866901,6.04168811653456,0.871840531502729,0.722709099444244,-0.156732971229993,-1,0.0461123633611098,0.224765921877015,-0.0647907574357806,-0.5041942415603,"Bad"
"FT0046",70.0658221178284,0.34284628469156,374.953430175781,9.48455544225321,32.6043462985899,1.04093994522892,6.24151563897523,0.151761809876484,0.418424168367769,125.666666666667,16.3333333333333,237.333333333333,1,0.0731707317073171,0.0416666666666666,0.2,0.411193669837553,0.504357054135945,3.17570279215827,0.143708475092105,4.96119854026288,0.602879308295934,0.540102953505942,-0.0673783543595672,0,0.152809655038245,0.129986633788755,0.0873876621675098,1,"Bad"
"FT0047",70.0658171583772,0.376984086029443,966.037658691406,7.88134500405471,24.2181158298399,2.07780143043999,6.13041304069739,0.161031530597551,0.200686663775987,157.666666666667,11,992.333333333333,1,0.0731707317073171,0.0416666666666666,0.2,0.425569706164249,0.345384510248962,2.61545717867085,0.0967019032700749,4.67747744093044,0.655835380176631,0.640070903048084,-0.0441689048351769,0,0.247071923747186,0.15420537272703,-0.177859612110488,1,"Bad"
"FT0048",70.0657970516783,0.315198322315877,296.847030639648,12.45551709932,37.4347534179688,0.195342046886929,6.31394590842262,0.184026949659927,0.389075625191822,161.5,11,340,1,0.0487804878048781,0,0.2,0.494755653504364,0.697619972285603,3.49149096469118,0.135140379800293,5.76456346800508,0.843787854185774,0.728069111577095,-0.0630543793793898,1,0.205487781695572,0.0510797417649876,0.0445790712858667,1,"Bad"
"FT0049",70.0658073052858,0.344381876460307,868.00146484375,11.8676257010395,45.1857604980469,2.49655815970529,6.40375761502567,0.162529153868261,0.588045629527841,161.5,20,984.5,1,0.0487804878048781,0,0.2,0.402450049974712,0.3353650289312,3.50857299493255,0.235708493600013,5.78828636839634,0.861192415773605,0.821974120580112,-0.116740966718982,3,0.115099420713563,0.10837779075328,0.0686806907480227,1,"Bad"
"FT0050",70.065790758766,0.351608694735642,533.237823486328,10.2862520703031,35.7938537597656,0.73386675568927,6.1937366874217,0.140635608789031,0.627636252551653,143.5,11,463,1,0.0487804878048781,0,0.2,0.246860536408864,0.326021256599775,3.4344770628457,0.0294879552596156,5.32271447715896,0.642867792293528,0.615848498430832,-0.0129990703407139,3,0.0284067629134412,0.0213222372536633,-0.457388717987515,1,"Bad"
"FT0051",70.0657760352786,0.334661896002234,64.6091728210449,6.55444650150961,27.4044361114502,0.486414133375312,6.37802112791909,0.240397771002199,0.602059991327962,161.5,11,55,1,0.0487804878048781,0,0.2,0.563708533827972,0.311399141803742,3.02479073733623,0.380617233618299,4.12403216344108,0.745601134639479,0.65295241291393,-0.208040882559233,0,0.346131868183701,0.265900506777653,-0.19412262932886,-0.839066661343783,"Bad"
"FT0052",70.0657980795986,0.313782352416428,206.615943908691,6.21636885465075,21.7948379516602,0.115063535216086,6.14100200263523,0.197029122013059,0.539590623023812,161.5,11,221,1,0.0487804878048781,0,0.2,0.458806853233983,0.583996324591397,2.66099722402687,0.227018734974035,3.49165315283608,0.814483149665603,0.78169437908763,-0.111831032077076,1,0.212901539770412,0.116670869414046,0.0373159020072748,-1.86306973541474,"Bad"
"FT0053",70.0658001925705,0.324637026887857,708.565734863281,10.0049893510378,30.1463913690476,0.282183068328161,6.22705436609025,0.161302067135964,0.100343331887994,168.333333333333,12.3333333333333,816.333333333333,1.02439024390244,0.0487804878048781,0,0.2,0.422093513874094,0.230084509039409,2.90730543139885,0.174291473875656,4.95927568764765,0.702302661732707,0.688651428286292,-0.0831732309307476,-0.5,0.104316734458883,0.146509267615983,0.129130887756777,-1.35200351290818,"Bad"
"FT0056",72.0814481651434,0.379153841901374,424.216720581055,4.90860405406061,51.8516496545112,8.50167367807618,6.96163542330554,0.234653106981395,0.782252449513605,162,16.1818181818182,438.818181818182,1,0.536585365853659,0.458333333333333,0.8,0.457052618029312,0.514460170119177,9.3162694665903,0.917172921339316,20.6977066702943,0.984695867679614,0.978070138452081,-1.08182765608546,1,0.248260365092609,-0.244656505236475,-0.297261359878081,-1.75395556852263,"Good"
"FT0057",72.0814447942524,0.386647417955143,326.442932128906,15.7479113534767,41.8529548951389,10.4694934652818,6.84313379136173,0.423739093263714,0.87526712464595,150.304347826087,13.0869565217391,337.391304347826,1.09756097560976,0.463414634146341,0.333333333333333,0.8,0.596952172623679,0.643088646892083,4.87773495309917,0.62898673723447,27.9820319461601,0.968954923716136,0.96386247699476,-0.430610565201849,1,0.207876052123771,-0.660584852454796,-0.270417762591539,-2.60330163540447,"Stans only"
"FT0058",72.0814440835946,0.351949149861676,175.528190612793,23.3495193597163,33.7017041653167,6.33110302657348,6.69745246173914,0.206395037183293,0.673829902513188,142.208333333333,14.5,177.125,1.24390243902439,0.341463414634146,0.208333333333333,0.7,0.492369694784572,0.241505437082295,3.90813015182944,0.400617712595924,6.68126802422539,0.776906119387803,0.755755977466223,-0.222296095218086,-1,0.174402149706684,0.153715236134828,-0.135618066182395,-1.19838072124765,"Bad"
"FT0059",72.0814638966025,0.347993593865682,604.425964355469,15.7365989337059,50.5556581078506,11.721787939569,6.70044137476992,0.270157919883013,0.235496344545169,167.769230769231,20.2307692307692,642.615384615385,1,0.317073170731707,0.208333333333333,0.5,0.538347031917303,0.470935443734837,5.59710807676928,0.309362366096454,10.4907094302587,0.769845168574388,0.748661700015042,-0.160749759969588,3,0.104925576392586,0.247464222818396,-0.105675211805103,-1.6184821992481,"Bad"
"FT0060",72.0814424093456,0.365324621896727,70.7436676025391,13.3627053084006,35.657416043357,4.37176736997307,6.85157311823058,0.272259448275709,0.847411260642933,143.636363636364,12.0909090909091,67.8181818181818,1,0.268292682926829,0.166666666666667,0.6,0.681703306476785,0.946622308832107,4.44614798071406,0.466494479353358,8.17551990555106,0.834451324137806,0.735221454513289,-0.272861082192711,0,0.303778274628649,0.337387712825702,-0.233094862141327,-2.16776821830068,"Bad"
"FT0061",72.0814699304906,0.336453777321179,1179.90386962891,14.0404434020524,44.5082218821456,5.15245148688989,6.81776127432506,0.207886257796029,0.398298901961937,156.375,14.25,1290.5,1,0.195121951219512,0.166666666666667,0.4,0.462082245991261,0.624176285820625,4.27748972503899,0.468211238059875,6.44094414156744,0.778407571156548,0.757569482611648,-0.274260844663272,2,0.272708879198581,0.339273265985465,-0.171376390366539,-0.79996321826662,"Bad"
"FT0062",72.0814426758455,0.365481352610092,691.168395996094,12.4859269259082,31.9380926087845,9.84195480696631,6.62145139382082,0.238856141164353,0.43167249841905,161.7,15.8,769.4,1.04878048780488,0.195121951219512,0.0416666666666666,0.5,0.950325730489514,0.720364364611192,3.82652190868911,0.30768889616753,7.42167789415594,0.761271021787957,0.750922803657297,-0.159698702774672,-1,0.0979227835107722,0.20344970186498,-0.0870838837430183,-1.38987552264109,"Bad"
"FT0063",72.08143605438,0.341272424279747,374.90055847168,10.3124460548741,31.3146165822456,3.12627119320652,6.51595475204463,0.20300333070928,0.560413745791862,151.5,12.6666666666667,415,1,0.146341463414634,0.0416666666666666,0.4,0.583409798687699,0.693599356978506,3.86955734732936,0.233182914748405,6.03214896393867,0.796170411799537,0.734996555709239,-0.115308219284028,0,0.131238133611421,0.0964247495597915,-0.213771365584942,-1.09539313751865,"Bad"
"FT0064",72.0814488571619,0.392670302046466,955.870361328125,11.2176531583165,37.2714471584413,3.87780718279396,6.72482501058684,0.185508841387109,0.583051758964933,144.5,14.6666666666667,1073.83333333333,1,0.146341463414634,0,0.5,0.431791044309335,0.491883565871788,3.69347627433314,0.144761241322775,7.62600914234347,0.838259914768984,0.693570112270647,-0.0679126255048234,1,0.190577872263163,0.239319538073279,-0.0475605592368956,-0.714035372377014,"Bad"
"FT0065",72.0814359451288,0.389872279419759,838.259368896484,13.5399812888818,51.4352097284226,9.36379689171689,6.80143897042032,0.199926975349843,0.319537812595911,212.125,17.25,918.875,1.02439024390244,0.170731707317073,0.0833333333333334,0.3,0.501432903728412,0.694503803060298,4.18287352850676,0.266252467362634,6.98075274530549,0.792920540070632,0.700099982073012,-0.134453346137894,1,0.13831989311286,0.215135080472872,-0.0630933350552634,-0.957140681573669,"Bad"
"FT0066",72.0814601140803,0.370126383667462,1039.19836425781,10.4724905913688,36.3565941787348,4.75449805276872,6.72323581851068,0.196165899302733,0.501506430029516,176.714285714286,16.7142857142857,1149,1,0.170731707317073,0.0416666666666666,0.4,0.534422651359483,0.637015014378816,3.32460396161222,0.323160884191184,6.84162359718449,0.724278764623514,0.7162887424172,-0.169514550546698,0,0.282775314075587,0.254471327257896,-0.0739332990396442,-0.942998738873588,"Bad"
"FT0067",72.0814557619578,0.377152874642511,895.777587890625,11.6645231244745,37.2179624976181,4.62060863593538,6.69209230774146,0.186108889694044,0.45666024574071,148.6,13.8,1012.4,1,0.121951219512195,0,0.5,0.458373479443335,0.596858382467212,3.55789593845199,0.279557368050372,5.80325740971384,0.692442396831595,0.68360286839203,-0.142400595862691,0,0.181209233009049,0.228622771134039,-0.153678485702409,-1.1883001649055,"Bad"
"FT0068",72.0814841826269,0.387932665463988,1076.58813476562,8.69636729590961,31.103241711128,1.76198155791775,6.65717047364831,0.178117801629389,0.43167249841905,153.4,12.2,1185.6,1,0.121951219512195,0.0833333333333334,0.2,0.403658422658189,0.452872439647598,3.11623127889165,0.264200865862739,5.15225120927683,0.743108749349631,0.729435167190942,-0.133240727567179,0,0.219447888292609,0.283740434107024,-0.0664263697122009,-1.14484964754788,"Bad"
"FT0069",72.081423087895,0.350046149723827,540.616882324219,10.6821002323568,34.9295944356422,3.31921795047112,6.36855205475521,0.196242112565522,0.368252502423772,153.333333333333,11,558.5,1,0.146341463414634,0.0416666666666666,0.5,0.467642991231163,0.434682785294116,4.26548438877122,0.386696580405434,6.39984659543437,0.807608181874092,0.708274472204896,-0.212324613810942,2,-0.0212573083289119,-0.0389993635592786,-0.0809757276989487,-0.858918062020352,"Bad"
"FT0070",72.0814423262912,0.381981046237725,478.340789794922,7.62790295443523,24.6777560908918,2.58371051782677,6.32101984070643,0.182543443269366,0.430721870727922,143.666666666667,11.3333333333333,524.166666666667,1,0.146341463414634,0.125,0.3,0.563899087787066,0.303046262956493,3.16479446002217,0.396923990190338,5.53742843362046,0.784872374556318,0.772781615884119,-0.219627947295105,0,0.0287589374311083,0.0114399249121112,-0.0579353015671468,-0.987275859290101,"Bad"
