"feature","shape_cor","area_cor"
"FT0697",-0.652230541142137,-4.38977851463776
"FT0698",-0.80053160809804,-3.76603166537431
"FT0699",-0.204610769890138,-2.70447919075085
"FT0700",-0.697689528971951,-2.69868880677977
"FT0701",-0.292001321937328,-2.7784089680504
"FT0702",-0.325019654130852,-2.39551434696025
"FT0703",-0.145956971717412,-2.40573593352772
"FT0704",-0.0900855387680266,-0.784048659120189
"FT0705",-0.156948690482186,-2.33494642487773
"FT0706",-0.115984587843296,-2.30036434202803
"FT0707",-0.298923713213532,-2.8965963242114
"FT0708",-0.123785240704493,-2.36007228908077
"FT0709",-0.123668844693752,-2.10854606170091
"FT0710",-0.147065817446146,-2.48548723259678
"FT0711",-0.134151110977806,-2.41047536963468
"FT0712",-0.153684020766893,-2.95357998300234
"FT0713",-0.149924444595562,-2.65959366360974
"FT0714",-0.129428428421144,-2.42711121260762
"FT0715",-0.139484376953122,-2.61602977959086
"FT0716",-0.116944225603306,-2.45127643181548
"FT0717",-0.391819047112464,-2.94299113079466
"FT0718",-1.35097070211796,-2.83314195853197
"FT0719",-1.85915904114702,-3.38515600793555
"FT0720",0,0
"FT0721",0,0
"FT0722",-1.31755395885109,-2.36884261462328
"FT0723",-0.652409363190973,-0.558744936248785
"FT0724",0,0
"FT0725",-0.330689060496666,0.301029995663981
"FT0726",0,0
"FT0727",-1.5494878354049,-2.98969013180504
"FT0728",0,0
"FT0729",-1.69556717664722,-2.54562551530843
"FT0730",-0.28345077423781,0
"FT0731",-0.741472930150064,0
"FT0732",-1.30367427424965,-5.03343557287682
"FT0733",0,0
"FT0734",-1.76980552358703,-2.77126995301356
"FT0735",-0.227713260768244,0
"FT0736",0.241695405760831,0
"FT0737",-1.82939174992475,-3.57768294643538
"FT0738",0,0
"FT0739",-0.69738160478606,-2.08626513651392
"FT0740",-0.659272066076236,-2.77141144815913
"FT0741",-3.32156033120613,-2.95226527516573
"FT0742",-1.33470673809724,-0.748352587386257
"FT0743",0,0
"FT0744",-0.299506669310542,-1.77443052695111
"FT0745",0,0
"FT0746",-0.742651538403956,-2.0897409615137
"FT0747",-1.14288577356482,-0.129631221764202
"FT0748",-0.0489580542068994,-1.59934264706158
"FT0749",-0.287203906913575,0
"FT0750",-1.20228189122144,-0.199980339009985
"FT0751",-1.00962505727868,-2.90612581697204
"FT0752",-0.756483927997398,-5.67191639675679
"FT0753",-2.57865571667093,-3.68312236590736
"FT0754",-0.299566823513539,0
"FT0755",-0.61557737222867,-0.817408482005503
"FT0756",-0.749739886550123,-2.49202487870126
"FT0757",-0.122694187996254,-2.16312877986679
"FT0758",-0.0383482499500474,0
"FT0759",0,0
"FT0760",-1.27739239406543,-2.25326887011616
"FT0761",-0.736602880003026,-2.28360760162144
"FT0762",-0.215821653775416,-2.69740139992513
"FT0763",-0.358157020256213,-1.98127362396383
"FT0764",-0.626393628720922,-2.04345511147639
"FT0765",-0.813231910048792,-3.64853172759922
"FT0766",-0.341774996198113,-1.56045837551934
"FT0767",-0.330124437258159,-2.33263506215597
"FT0768",-0.492747002618218,-1.09657033344466
"FT0769",-1.63238345442201,-2.37404060406288
"FT0770",-0.111506618190904,0
"FT0771",0,0
"FT0772",0.0830001345592257,-1.7217165164901
"FT0773",0,0
"FT0774",0,0
"FT0775",0,0
"FT0776",-0.849651815231525,-1.28656270435331
"FT0777",0,0
"FT0778",-0.0398298388642044,-0.550567115818223
"FT0779",-0.601840271003178,-2.32856083619214
"FT0780",-0.264152760200456,-0.935312259327106
"FT0781",-0.0456635372786009,-1.50452210622493
"FT0782",-1.97298413619786,-2.94780272599337
"FT0783",0,0
"FT0784",-2.54566964107396,-3.407528391824
"FT0785",-1.60022027923314,-3.36673123724605
"FT0786",0,0
"FT0787",-0.252460852376971,-1.77051572564169
"FT0788",-0.557429399392298,-2.49944255094822
"FT0789",0,0
"FT0790",-0.953481418526111,-1.7049341053546
"FT0791",0,0
"FT0792",0.0234632204205491,0
"FT0793",-0.145171211273991,-2.26769388584517
"FT0794",-0.707739207367514,-1.81772244912984
"FT0795",-0.788814562287673,-1.50337666871229
"FT0796",-3.05475747794178,-3.00310054012777
"FT0797",-0.763006696745155,0
"FT0798",0.168418266103273,0
"FT0799",0.0648871787786753,-2.8955638875001
"FT0800",0.018141456587799,-1.13085920560574
"FT0801",-0.0896642009617985,-1.121723110681
"FT0802",-0.1609959125536,-0.713787600001279
"FT0803",0,0
"FT0804",-0.0340249268877507,-1.74141824352889
"FT0805",-0.0931752709096636,-2.11240935503239
"FT0806",0,0
"FT0807",-0.337055354424427,-4.51126039325939
"FT0808",0,0
"FT0809",-0.106868993708621,-2.01672924767443
"FT0810",0,0
"FT0811",0,0
"FT0812",0,0
"FT0813",-1.20677135474933,-3.55138427076201
"FT0814",-0.0402623003751018,-1.86841407233519
"FT0815",-0.155094598809244,-1.55998185955133
"FT0816",-0.32732107924879,-0.990628336332415
"FT0817",-1.73744837682025,-2.1354143514615
"FT0818",-0.256489775445576,-0.392575052241417
"FT0819",-0.0696600017523167,-0.87998521194154
"FT0820",0.0326374888950489,-0.65434466798655
"FT0821",-0.38036338552539,-1.39180710033525
"FT0822",-0.0730273291945052,-0.617751263853298
"FT0823",-0.12735018730997,-1.27737678991922
"FT0824",-0.285064878016651,-2.30871918407569
"FT0825",-0.953541731090901,-3.08904679740486
"FT0826",-0.285629872333363,-1.83493941825073
"FT0827",-1.29648104898242,-2.8289941363044
"FT0828",-2.33012259127182,-3.56730626817841
"FT0829",-1.99793465023135,-5.06169155197357
"FT0830",-1.05969406906793,-2.06765189102494
"FT0831",-1.24380677692336,-2.49538773194993
"FT0832",-0.216125586281227,-0.836255310256048
"FT0833",-0.0112193609494056,-1.48878697348255
"FT0834",0.0441867720526499,-1.9165315683049
"FT0835",0.00818175430874236,-0.378301534220518
"FT0836",-0.0484204615194903,-2.18942440038361
"FT0837",0,0
"FT0838",-0.610354044191505,-2.90091349595908
"FT0839",-0.313760867033314,0
"FT0840",-0.518047491191734,-1.70937723815859
"FT0841",-0.152279923784194,-0.706554033135192
"FT0842",-0.124646617929325,-1.51737373716795
"FT0843",-0.555574115582995,-1.49769844021117
"FT0844",-1.88862137800408,-4.37836681578478
"FT0845",-2.25815043702093,-3.97977583589844
"FT0846",-1.53132308243109,0
"FT0847",0,0
"FT0848",0,0
"FT0849",0.0390645484648841,-0.412174176895893
"FT0850",-0.0964178826298462,-0.965860138889155
"FT0851",-1.6475598648675,-2.13242894106899
"FT0852",-0.694552067548298,-2.12784977986208
"FT0853",-0.939625446769699,-2.24344283489367
"FT0854",-1.18024698650902,-2.2301073115896
"FT0855",-0.635909296914674,-2.17604959768854
"FT0856",-0.855780939837773,-2.12848518036661
"FT0857",-0.960543886603388,-1.98726778370367
"FT0858",-1.38149381099646,-3.43841134546264
"FT0859",-0.677005716004766,-3.42259349557516
"FT0860",-0.650534711682419,-3.18907069128532
"FT0861",-0.531350080706177,-3.08868292108779
"FT0862",-0.488843541741845,-2.44327443929297
"FT0863",-0.640690118949832,-3.13468295380516
"FT0864",-0.815418251037821,-3.0405458544227
"FT0865",0,0
"FT0866",-0.606917348618032,-1.09226715019882
"FT0867",-0.11990149503508,-1.31207089891766
"FT0868",-0.0900128213133636,-1.30099089506246
"FT0869",-0.158883978034772,-1.55186926926392
"FT0870",-0.0306892875071725,-1.37958170343501
"FT0871",-0.167773932242038,-1.48043275307701
"FT0872",-0.095624977671643,-1.21134313294894
"FT0873",-0.183614497052338,-0.728900805128668
"FT0874",-0.0549873825901303,0
"FT0875",-0.168132022495339,-1.17705192669838
"FT0876",-0.302020925559119,-1.56768331295708
"FT0877",-0.17082943609002,-1.33243424219423
"FT0878",-1.68430316610832,-2.66178412036729
"FT0879",-0.544946316691776,-2.09511479140031
"FT0880",-0.609312979525517,-2.80421020586212
"FT0881",-0.690226575024669,-1.95653628532359
"FT0882",-1.16096708718648,-2.52897256340059
"FT0883",-0.453451306029605,-2.10293110664933
"FT0884",-0.626263457688505,-2.45572356956481
"FT0885",-0.981944396549248,-1.54544346847134
"FT0886",-0.228209331414083,-0.974776934075466
"FT0887",-0.585503641830057,-2.99269831819255
"FT0888",-0.505472232956443,-1.44515514103105
"FT0889",-0.0447026818948083,-1.03254772087817
"FT0890",-3.37887175559577,-3.32769745513453
"FT0891",0,0
"FT0892",-0.94919887318332,-2.3329887763597
"FT0893",0,0
"FT0894",-1.48587213983622,-1.46588603171945
"FT0895",-2.41673280122296,-3.14945566427114
"FT0896",-0.664668363054042,-1.08327507314414
"FT0897",-0.881740998788944,-2.89956422602955
"FT0898",-1.28550135663247,-2.67065505122976
"FT0899",-1.6175951470894,-3.38130689651039
"FT0900",-0.104522847661,-1.51046136174168
"FT0901",-0.719422809716186,0
"FT0902",-0.199762543957565,-1.57552334049516
"FT0903",-0.264799233551582,-3.63187112055917
"FT0904",-0.262794314008627,-1.60391642408847
"FT0905",0,0
"FT0906",0,0
"FT0907",-0.594451522839659,-2.00953553349285
"FT0908",-0.457560890675074,-2.23583695920514
"FT0909",-0.60021453481666,-1.78508405114041
"FT0910",-0.873314820188099,0
"FT0911",-0.132991564708383,0
"FT0912",-0.667662726707453,-0.159365515707789
"FT0913",-0.31785385528002,-2.34448448354019
"FT0914",-0.0538771246325214,-1.28779396384026
"FT0915",-0.156116556797822,-1.17768563028167
"FT0916",-0.0353531725154715,-0.551460328103249
"FT0917",-1.76699458814443,-2.30535536244105
"FT0918",0,0
"FT0919",-0.450962754035504,-2.35658521774275
"FT0920",-0.197897774429474,-1.75932491702057
"FT0921",-0.34255559512105,-1.4661073326683
"FT0922",-0.861625115884435,-2.66073010512949
"FT0923",0,0
"FT0924",-0.846868345324456,-3.00249052489477
"FT0925",-1.60302624962146,-3.2115608695847
"FT0926",-0.876951592555918,-2.68121122025352
"FT0927",-0.866632166161032,-3.81220235338344
"FT0928",-1.79161387283175,-2.03855427157799
"FT0929",-1.04761257818011,-3.1016023319068
"FT0930",-0.265026928841036,-3.1743318190062
"FT0931",-1.19691886089242,-2.7148101493999
"FT0932",-0.25292866707808,-1.78445731195768
"FT0933",-0.0240316966890109,-0.592523333617631
"FT0934",-0.725048165631942,-2.2529813518206
"FT0935",0,0
"FT0936",-2.15429525307348,-1.19020988349075
"FT0937",0.230557439182837,-0.330716633621962
"FT0938",-1.86105716525214,-4.28611645598308
"FT0939",-1.36384582217559,-2.87880753905735
"FT0940",-2.29445748198104,-1.95671829890808
"FT0941",-0.387833173567668,-1.9830210401803
"FT0942",-0.619101417278687,-2.72547139000187
"FT0943",-0.305764600517541,-1.82582237338299
"FT0944",0,0
"FT0945",-1.08398776202364,-2.18243997861854
"FT0946",-1.45554592223509,-2.93040160488021
"FT0947",0.0223268903486335,-1.79255794881775
"FT0948",-0.0449107862684699,-1.76000216366591
"FT0949",-0.422688456364055,0
"FT0950",0,0
"FT0951",-0.026117730019152,0
"FT0952",-0.154936440625427,-1.48403390551493
"FT0953",-2.5628969813979,-3.25944399378617
"FT0954",0,0
"FT0955",0,0
"FT0956",0,0
"FT0957",0,0
"FT0958",0,0
"FT0959",0,0
"FT0960",0,0
"FT0961",0,0
"FT0962",0,0
"FT0963",0,0
"FT0964",0,0
"FT0965",-0.500884946233351,-2.45422562634451
"FT0966",0,0
"FT0967",-0.202229749704912,-1.94770472990166
"FT0968",-0.208461955002447,-1.6180878748068
"FT0969",0,0
"FT0970",-0.210668782783897,-1.78934423851755
"FT0971",0,0
"FT0972",-0.307950969994576,0
"FT0973",0.0506261252440486,0
"FT0974",-0.23564982414433,-2.16780051935927
"FT0975",-0.13986147049821,-2.57466473133607
"FT0976",-0.34521453306652,-2.53885540788304
"FT0977",-0.186090843104369,-1.9984275286421
"FT0978",-0.136724691004551,-2.0405068489608
"FT0979",-0.107326340228111,-1.5262560951897
"FT0980",-0.255015648256842,-1.21401498033212
"FT0981",-0.209883092532591,-2.21392440634362
"FT0982",-0.165007080645183,-1.67408009916941
"FT0983",-0.274342533187857,-1.85732678388454
"FT0984",-0.278465054166025,-2.27683832516394
"FT0985",0,0
"FT0986",-0.212597168087285,-1.79844037573708
"FT0987",-0.999615156107133,-1.52761720275392
"FT0988",-0.223433314437467,-1.61041616778679
"FT0989",-0.105000893353804,-1.49718779845424
"FT0990",0,0
"FT0991",-0.6338402811698,-1.36896066695262
"FT0992",-0.346565745283047,-2.00724752427347
"FT0993",-0.0897833202463219,-1.42911482773309
"FT0994",-0.292787294102915,-1.70611835431948
"FT0995",0.0400303811801077,0
"FT0996",-0.341272653467425,-2.27150982683514
"FT0997",-1.10830435762243,-2.47593769223197
"FT0998",0,0
"FT0999",0,0
"FT1000",0,0
"FT1001",0,0
"FT1002",0,0
"FT1003",0,0
"FT1004",0,0
"FT1005",0,0
"FT1006",0,0
"FT1007",0,0
"FT1008",0,0
"FT1009",0,0
"FT1010",0,0
"FT1011",0.105237757533427,0
"FT1012",-0.108413924834548,-1.06260801586009
"FT1013",0.16166316774365,-0.787090835410388
"FT1014",-0.0861953097096726,-0.708309632075398
"FT1015",-0.0333951828146026,-1.13404566640712
"FT1016",-0.080950570463245,-0.793696824103642
"FT1017",-0.16236924422587,-1.1793630919375
"FT1018",0.0112294742417053,-0.738640151546044
"FT1019",0.0381974548691532,-1.27615563097573
"FT1020",-0.955214326591791,-1.95618777759451
"FT1021",-0.00414276871846785,-0.628630587629423
"FT1022",-0.0849163970244359,-1.21944635572515
"FT1023",-0.107942582877453,-0.767205570595278
"FT1024",-0.328920126638268,-1.62476478848884
"FT1025",0,0
"FT1026",-0.14830145021933,0
"FT1027",0,0
"FT1028",0,0
"FT1029",0,0
"FT1030",0,0
"FT1031",0,0
"FT1032",0,0
"FT1033",0,0
"FT1034",0,0
"FT1035",0,0
"FT1036",0,0
"FT1037",0,0
"FT1038",0,0
"FT1039",0,0
"FT1040",0,0
"FT1041",0,0
"FT1042",0,0
"FT1043",0,0
"FT1044",-0.762231281045711,-1.7490538002725
"FT1045",-0.495389490089318,-1.81747556591243
"FT1046",0,0
"FT1047",0,0
"FT1048",0,0
"FT1049",-0.447389394528514,-2.1853446780391
"FT1050",-0.826296508161639,-3.64554584878839
"FT1051",0,0
"FT1052",-2.41956202629446,-3.88477739563414
"FT1053",0,0
"FT1054",-0.312305847456727,-2.6203798136638
"FT1055",-2.1761532205425,-4.88223594247319
"FT1056",-0.321411775927467,-4.72726293327467
"FT1057",-0.136561727352412,0
"FT1058",-2.03882310026833,-2.39377912455852
"FT1059",-1.96707975979477,0
"FT1060",-0.486531765213658,0
"FT1061",-0.576192342080667,-1.9976968102196
"FT1062",-0.430343401705512,-2.25226157549944
"FT1063",-1.67600299132421,-3.19146626792752
"FT1064",-1.29650106181972,-3.31991064417195
"FT1065",-1.88153628744479,-3.19251964260737
"FT1066",-1.00737816920571,-4.42261182032841
"FT1067",0,0
"FT1068",0,0
"FT1069",-0.133410460584689,0
"FT1070",-1.87807152493219,-2.67950595338392
"FT1071",0,0
"FT1072",0,0
"FT1073",-0.78923991315839,-2.58715621980389
"FT1074",0.0571538951910871,0
"FT1075",-0.247784189508446,-0.809178245308512
"FT1076",0,0
"FT1077",0,0
"FT1078",0,0
"FT1079",0,0
"FT1080",0,0
"FT1081",0,0
"FT1082",0,0
"FT1083",0,0
"FT1084",-0.0200513553897214,-1.49119461083477
"FT1085",-0.388215924292472,-2.70143337624833
"FT1086",-0.585101156327905,-3.04719026127949
"FT1087",-1.2783927239744,-2.59546556858238
"FT1088",-1.23897510593364,-2.86820189972186
"FT1089",0,0
"FT1090",0,0
"FT1091",0,0
"FT1092",0,0
"FT1093",0,0
"FT1094",0,0
"FT1095",0,0
"FT1096",0,0
"FT1097",0,0
"FT1098",0,0
"FT1099",0,0
"FT1100",0,0
"FT1101",0,0
"FT1102",0,0
"FT1103",0,0
"FT1104",0,0
"FT1105",0,0
"FT1106",0,0
"FT1107",0,0
"FT1108",-0.887578842539788,-0.531359207612476
"FT1109",-0.746951820353739,-0.746011047873081
"FT1110",-0.0340833917511803,-0.536293599783111
"FT1111",0,0
"FT1112",0,0
"FT1113",0,0
"FT1114",0,0
"FT1115",0,0
"FT1116",-0.452845234566919,-2.43989955583922
"FT1117",-0.0211804051684967,-1.34957170974777
"FT1118",0,0
"FT1119",-0.497330651459603,-2.756611017956
"FT1120",0.0892104192466123,-0.3194004860133
"FT1121",-1.89459040367563,-0.707141860769015
"FT1122",-0.380936566637075,-0.694471008754508
"FT1123",0,0
"FT1124",0,0
"FT1125",-0.833922527192321,-4.52116896822337
"FT1126",-0.0690370851873036,-2.66626162676177
"FT1127",-0.177340269731716,-1.08834934469564
"FT1128",0,0
"FT1129",-0.394041716987773,-1.68902185474927
"FT1130",0,0
"FT1131",0,0
"FT1132",-1.30514673680673,-2.99026396283891
"FT1133",-1.4633835137143,-2.20515943247123
"FT1134",-1.19350386090999,-0.844101738422245
"FT1135",-1.38177700148731,-3.54829787028165
"FT1136",-0.249607210404963,-1.24403642423171
"FT1137",-0.695130062422042,-2.60774096603713
"FT1138",-0.474475561837122,-5.24631677040925
"FT1139",0,0
"FT1140",-0.368823229993021,-1.47508600563854
"FT1141",0,0
"FT1142",-2.11931894272487,-2.7679294160765
"FT1143",0,0
"FT1144",0,0
"FT1145",-1.97295648024691,-1.75058207430566
"FT1146",-0.13738358181399,-1.99750114606962
"FT1147",-0.516203713350128,-1.84057023754315
"FT1148",-0.593003201138458,-1.75273661859346
"FT1149",0,0
"FT1150",0,0
"FT1151",-1.16280143835873,-3.31487064942223
"FT1152",-0.00788002594328668,0
"FT1153",0,0
"FT1154",-0.55035945554554,0
"FT1155",-0.694008376093736,0
"FT1156",-0.748012035177187,-1.62510043689654
"FT1157",-0.708195786808282,-3.07608741943869
"FT1158",-0.513307845006421,-2.81875498718913
"FT1159",-0.961441752539448,-2.67906464417217
"FT1160",-0.562338529705899,-3.09410364350815
"FT1161",-0.547319113297502,-2.4464966146557
"FT1162",-0.260268789519353,-2.71799276078596
"FT1163",-0.783816120306051,-2.87479733209154
"FT1164",-0.264253924721489,-1.9687681004372
"FT1165",-0.159679945989926,-1.8154966259606
"FT1166",-0.535938029958427,-2.06593859555321
"FT1167",-0.89363751742347,-2.01026848833668
"FT1168",0,0
"FT1169",0,0
"FT1170",0,0
"FT1171",-3.22708439863248,-2.82651406128141
"FT1172",-1.1305620121361,-3.65276727088626
"FT1173",-0.702004284129551,-2.03869534955097
"FT1174",-0.466753081752612,-3.16312338848317
"FT1175",-0.307708393860588,-0.942488224907039
"FT1176",-0.649530131288689,-1.01781812695127
"FT1177",-0.641826647041992,-1.75728300127145
"FT1178",-0.129572324564826,-1.26553951369981
"FT1179",-1.66680861849919,-2.39496701425284
"FT1180",-0.670072232122925,-1.68290065553814
"FT1181",-0.224702740489383,-1.93222912722806
"FT1182",-0.10937919996299,-1.03428235706271
"FT1183",-1.3393338046589,-4.51404343358375
"FT1184",-0.34457179380751,-0.959770983216761
"FT1185",0,0
"FT1186",0,0
"FT1187",-0.253148301288447,-1.21293430115335
"FT1188",0,0
"FT1189",0,0
"FT1190",-0.451123235377946,-1.98600331171559
"FT1191",-0.116089473233984,0
"FT1192",0,0
"FT1193",-0.739246739960674,-1.81637815525247
"FT1194",-1.45834518556046,0
"FT1195",-1.13988945587706,-4.04431165620961
"FT1196",-0.885074566059326,-3.61323826470909
"FT1197",0,0
"FT1198",0,0
"FT1199",0,0
"FT1200",0,0
"FT1201",-1.6532942297197,-1.53754091733699
"FT1202",0,0
"FT1203",0,0
"FT1204",-1.76762799843444,-1.35583091425773
"FT1205",-1.67603877707401,-0.517301579720074
"FT1206",0,0
"FT1207",0,0
"FT1208",0,0
"FT1209",0,0
"FT1210",0,0
"FT1211",0,0
"FT1212",0,0
"FT1213",0,0
"FT1214",0,0
"FT1215",0,0
"FT1216",0,0
"FT1217",-1.40270521043304,-2.10153814788479
"FT1218",-0.067308854712988,-1.33581813436907
"FT1219",-0.0310483693947709,-1.12763435428515
"FT1220",-0.135545740438841,-2.57805356593917
"FT1221",-0.00145201854450544,-1.04621291366223
"FT1222",-0.0791434766560969,-1.22082363572439
"FT1223",0,0
"FT1224",0.0202778353808983,-0.693792866577252
"FT1225",0,0
"FT1226",0,0
"FT1227",0,0
"FT1228",0,0
"FT1229",0,0
"FT1230",0,0
"FT1231",0,0
"FT1232",0,0
"FT1233",0,0
"FT1234",0,0
"FT1235",-1.58984910683935,-4.56350938699845
"FT1236",-1.94306728920896,-3.23231432227029
"FT1237",0,0
"FT1238",-1.04308258654615,-3.108867643766
"FT1239",0,0
"FT1240",-1.95785788610221,-2.98326855519196
"FT1241",0,0
"FT1242",-1.39745542329813,-1.76700083385696
"FT1243",-0.103246260257711,-5.80984240482501
"FT1244",-2.07890790778198,0
"FT1245",0.104162572816082,0.301029995663981
"FT1246",0,0
"FT1247",-1.73145913637132,-2.48135783539073
"FT1248",-0.0865370516367564,-1.7105187822911
"FT1249",0,0
"FT1250",-0.592351110656388,-0.692704382263916
"FT1251",-2.28847379488733,-1.92976623480039
"FT1252",0,0
"FT1253",0.0753233077740631,-0.0142502266616852
"FT1254",-0.478342744620141,-0.0441162280692696
"FT1255",-0.296675007548922,0.0556415184143114
"FT1256",-0.104025719028531,0.133094546683253
"FT1257",-0.301710460116923,-0.244708699237066
"FT1258",-0.144138322453878,0.0431523021509041
"FT1259",-0.180082442669229,0.0749155877095533
"FT1260",-0.190944033572366,0.0560926756508321
"FT1261",-0.143284818738636,0.0480203555380079
"FT1262",-0.619771428412729,-3.02756956789144
"FT1263",-1.57589466105988,-3.1499846099654
"FT1264",0,0
"FT1265",-0.826237398677362,-1.96591540581408
"FT1266",-1.55616739287965,-3.31876665124005
"FT1267",-2.01157341481208,-3.23192789112464
"FT1268",-0.154351667594225,-2.07180951843151
"FT1269",-2.24534118556606,-3.59797612339122
"FT1270",-0.182392840017484,-1.25286065659516
"FT1271",-0.213661527068206,-1.47155905682
"FT1272",-0.144831020726232,-0.85767824524026
"FT1273",-0.447535444591939,-2.39936141930351
"FT1274",0,0
"FT1275",-1.05963794026385,-3.63104098634876
"FT1276",-0.537688688783901,-1.90515150396661
"FT1277",-0.0931785895526205,-2.15208135448252
"FT1278",-0.107263488528995,-1.92014197793008
"FT1279",-0.132496133118721,-1.82974660564836
"FT1280",-0.597154655562202,-3.72347694381359
"FT1281",-0.191412887707557,-1.9620812756719
"FT1282",-0.183638815981102,-1.94559726609332
"FT1283",-0.133189683556959,-2.6745767705612
"FT1284",0,0
"FT1285",0,0
"FT1286",-1.5270512566717,-3.25045074197216
"FT1287",-1.20518959587704,-2.60402089492635
"FT1288",0,0
"FT1289",0.27229743245466,0
"FT1290",0,0
"FT1291",-0.159425588766461,-0.523350687269274
"FT1292",-0.21583799472754,0
"FT1293",-1.35703759473912,-2.35347220499975
"FT1294",-0.0696213029937281,-2.21695839747323
"FT1295",-0.0042416847237677,-2.34809419131682
"FT1296",0,0
"FT1297",-2.42375918381982,-3.62280589059587
"FT1298",0,0
"FT1299",0,0
"FT1300",0,0
"FT1301",0,0
"FT1302",0,0
"FT1303",0,0
"FT1304",0,0
"FT1305",0,0
"FT1306",0,0
"FT1307",0,0
"FT1308",0,0
"FT1309",0,0
"FT1310",0,0
"FT1311",0,0
"FT1312",0,0
"FT1313",0,0
"FT1314",-1.6193877281597,-2.54760361943556
"FT1315",-2.13489033749053,-2.94464330816749
"FT1316",-2.13328662698832,-2.35944268155499
"FT1317",0,0
"FT1318",0,0
"FT1319",0,0
"FT1320",0,0
"FT1321",0.252834479277659,0
"FT1322",0,0
"FT1323",-0.822361603732468,-3.14200010365353
"FT1324",-0.822279884325747,-2.62741363616002
"FT1325",-1.28812221215345,-2.07906498396127
"FT1326",-0.823053195079615,-2.55682707610281
"FT1327",-1.05465774022614,-2.20260454929408
"FT1328",-0.109254860171236,0
"FT1329",-0.249895919584458,-0.792388628865413
"FT1330",-1.60276384796887,-4.38892654942612
"FT1331",-0.520267460378786,-2.2123153829232
"FT1332",0,0
"FT1333",0,0
"FT1334",-1.12583196354781,-3.3311460078867
"FT1335",-0.551633704966045,-2.66413423584354
"FT1336",0,0
"FT1337",0,0
"FT1338",-0.988691139435859,-3.20984711462976
"FT1339",-2.00922997240918,-2.13876680346337
"FT1340",0,0
"FT1341",-1.24591315946578,-1.38713775760761
"FT1342",-1.02877563549049,-3.03657901667719
"FT1343",0,0
"FT1344",-0.198987724550766,-1.958753028516
"FT1345",-0.203574348679423,-1.21097185910954
"FT1346",-0.86753328181156,-1.61726574704831
"FT1347",0,0
"FT1348",0,0
"FT1349",0,0
"FT1350",0,0
"FT1351",-1.18802289350992,-2.53419967605528
"FT1352",-1.00055346552081,-3.01408532424186
"FT1353",-0.739791419427064,-3.63625010630294
"FT1354",-0.813271424711679,-3.19490064197973
"FT1355",-1.18870645490738,-3.41224671667884
"FT1356",-2.32080170902897,-2.54199003542124
"FT1357",0,0
"FT1358",-1.50705531659667,-1.87364973184678
"FT1359",-0.53614771488262,-4.48802930784189
"FT1360",0,0
"FT1361",0,0
"FT1362",-1.94078583512229,-4.02873925815884
"FT1363",0,0
"FT1364",0,0
"FT1365",-0.137332739714907,-1.85106604784428
"FT1366",-0.431211515909967,-1.82763234263145
"FT1367",-0.866774014090644,-1.51419311228716
"FT1368",0,0
"FT1369",0,0
"FT1370",-0.948212921200484,-3.4543772309128
"FT1371",0,0
"FT1372",-1.8144558537787,0
"FT1373",-1.26340387576516,-3.65301952879564
"FT1374",0,0
"FT1375",-0.815171927646384,-2.83680658605466
"FT1376",-0.245571988594667,-0.769775274424487
"FT1377",0,0
"FT1378",0.0259163828063978,-0.448232753422418
"FT1379",-0.0239023987320694,-1.25575029669019
"FT1380",0,0
"FT1381",-0.680081103798758,-2.75354407971222
"FT1382",-2.14786904782648,-3.91706254538658
"FT1383",-0.539234195479923,0
"FT1384",-3.56343296713617,-4.96899631526699
"FT1385",0,0
"FT1386",0,0
"FT1387",-0.840730503230942,-2.01282214775419
"FT1388",-0.148037443583105,-1.31336017551608
"FT1389",-0.309855017452923,-1.05125668679734
"FT1390",-0.147295995886433,-1.39788911293324
"FT1391",-0.242759652272691,-0.738344026490636
"FT1392",-0.135078001024255,-0.717829456837621
"FT1393",-1.7734951258139,-1.76850583023486
"FT1394",-0.229003557857569,-1.51541089327951
"FT1395",-0.21703768798721,-0.600137131605603
"FT1396",-0.0653317368702606,-0.476036901092881
"FT1397",-0.031894444908604,-1.51012244866693
"FT1398",-0.113022614583157,-0.368388260589071
"FT1399",-0.287109044807353,-1.48664550891335
"FT1400",-0.0327648705056897,-0.354720743836488
"FT1401",-0.0146784346871521,-0.461687453659804
"FT1402",-0.096460071314115,-0.378830710059333
"FT1403",-0.101129570338482,-0.481637226714805
"FT1404",0,0
"FT1405",-1.80579775141747,-4.17068929677493
"FT1406",-0.632497356965856,-1.64380302101144
"FT1407",-0.730659807186188,0
"FT1408",-0.226890379743426,-1.19528299178583
"FT1409",-0.133012598589356,-1.07907050836445
"FT1410",-0.258372311205634,-2.25432110936166
"FT1411",-0.110882910868789,-1.24948909860183
"FT1412",-0.0476674619150373,-1.14069209991327
"FT1413",-0.134053249387475,-2.07464450150512
"FT1414",-0.153250658898376,-1.83501700981747
"FT1415",-0.27116253283264,-1.35030694723579
"FT1416",-0.263910035929616,-1.97243240225951
"FT1417",-0.200201609119768,-1.89373520594768
"FT1418",-0.89242683979511,-2.84246300910682
"FT1419",-0.666055481774928,-3.46427030182248
"FT1420",-0.126439832224596,0.301029995663981
"FT1421",-1.19813287512086,-2.46739017532712
"FT1422",-0.827708189593974,-1.80768253814989
"FT1423",-0.725287638826455,-3.78406666961035
"FT1424",-0.828193373375615,-2.87950229312427
"FT1425",-1.52802568836832,-3.48830832003786
