"feat_id","smp_to_blk"
"FT0001",0.759097754703448
"FT0002",0.215921232259905
"FT0003",0.358302965269793
"FT0004",0.439018498805281
"FT0005",0.181832042223356
"FT0006",0.302423515856931
"FT0007",0.329611969912397
"FT0008",0.258157690412142
"FT0009",0.318637477094491
"FT0010",0.103281547937484
"FT0011",0.359347125780374
"FT0012",-0.0573751905189223
"FT0013",-0.066797476300785
"FT0014",0.0386074147854501
"FT0015",-0.214440583669048
"FT0016",-0.205530538871285
"FT0017",-0.154209696993723
"FT0018",0.0100551020862475
"FT0019",0.0674855301061978
"FT0020",1.72706947021635
"FT0021",1.27582384603075
"FT0022",1.13543321614787
"FT0023",1.26871037872241
"FT0024",1.33373015158062
"FT0025",1.41110841775821
"FT0026",1.30596169194017
"FT0027",0.0459154191978
"FT0028",1.54847801230039
"FT0029",1.1318768918914
"FT0030",1.1714428642776
"FT0031",1.73656752583227
"FT0032",0.619585763335354
"FT0033",0.64365897768139
"FT0034",0.274488403991853
"FT0035",0.232590434701691
"FT0036",1.51912562932275
"FT0037",0.565474200503012
"FT0038",0.585058696232656
"FT0039",0.630648227490931
"FT0040",0.480669064872576
"FT0041",0.204371119717006
"FT0042",0.21185396422036
"FT0043",0.550127494283892
"FT0044",0.0503306087823383
"FT0045",0.0461123633611098
"FT0046",0.152809655038245
"FT0047",0.247071923747186
"FT0048",0.205487781695572
"FT0049",0.115099420713563
"FT0050",0.0284067629134412
"FT0051",0.346131868183701
"FT0052",0.212901539770412
"FT0053",0.104316734458883
"FT0054",0.00196074490405863
"FT0055",0.586629591020233
"FT0056",0.248260365092609
"FT0057",0.207876052123771
"FT0058",0.174402149706684
"FT0059",0.104925576392586
"FT0060",0.303778274628649
"FT0061",0.272708879198581
"FT0062",0.0979227835107722
"FT0063",0.131238133611421
"FT0064",0.190577872263163
"FT0065",0.13831989311286
"FT0066",0.282775314075587
"FT0067",0.181209233009049
"FT0068",0.219447888292609
"FT0069",-0.0212573083289119
"FT0070",0.0287589374311083
"FT0071",0.161918892544107
"FT0072",0.227768504007538
"FT0073",0.0349033996004025
"FT0074",0.0484539263010101
"FT0075",0.868080457658295
"FT0076",-0.0276746590455512
"FT0077",0.500133438766561
"FT0078",0.634008169610641
"FT0079",0.536573961384565
"FT0080",0.799110787532765
"FT0081",0.836171391174462
"FT0082",0.528096904971702
"FT0083",0.710347094067661
"FT0084",0.826913609211
"FT0085",0.508331900606214
"FT0086",1.07959745074785
"FT0087",0.507939633070496
"FT0088",0.651246686754644
"FT0089",0.207448431311058
"FT0090",-0.0302840631669894
"FT0091",-0.0742615116804447
"FT0092",-0.00871433167789344
"FT0093",-0.154917911854217
"FT0094",0.151064171338222
"FT0095",0.0297692496145145
"FT0096",0.433366796090319
"FT0097",0.0107388785377
"FT0098",0.481407351105704
"FT0099",0.644261478068535
"FT0100",1.51739330798401
"FT0101",2.34078054443757
"FT0102",1.72284150370251
"FT0103",2.89870958490717
"FT0104",-0.853989026424619
"FT0105",0.245590906286096
"FT0106",0.663340395381519
"FT0107",-0.562497656384844
"FT0108",-0.410560595208289
"FT0109",-0.316748829559646
"FT0110",-0.4988820537547
"FT0111",-0.674005830903224
"FT0112",-0.167726398576398
"FT0113",-0.610086424356451
"FT0114",-0.558414757123445
"FT0115",-0.549614292340221
"FT0116",0.263276478872056
"FT0117",0.208965472734217
"FT0118",0.633590006258656
"FT0119",0.572556340528201
"FT0120",-0.036144082276353
"FT0121",-0.148224138583958
"FT0122",0.201995139349296
"FT0123",0.158994794601488
"FT0124",-0.114525032439344
"FT0125",-0.29198013766244
"FT0126",0.0243092798890742
"FT0127",0.106907380639244
"FT0128",0.242089122967956
"FT0129",0.00915007793144453
"FT0130",-0.0585940827035561
"FT0131",0.0509229684802757
"FT0132",0.089427231436029
"FT0133",0.194413417962163
"FT0134",0.14291513521067
"FT0135",0.59442780430953
"FT0136",1.30861488292876
"FT0137",0.280801181542172
"FT0138",-0.057361553784352
"FT0139",-0.206856824559939
"FT0140",-0.00754116029343374
"FT0141",0.0817688307405711
"FT0142",0.0038062020770419
"FT0143",0.119260634079827
"FT0144",0.220031254645945
"FT0145",-0.0175786149815828
"FT0146",-0.00452891345953941
"FT0147",-0.0169445939606673
"FT0148",0.0196932348701161
"FT0149",0.521693115191115
"FT0150",0.518102761765515
"FT0151",-0.0263548488368918
"FT0152",0.111787080994908
"FT0153",0.935744828793252
"FT0154",0.151940181249118
"FT0155",0.453147299388195
"FT0156",0.641226035261005
"FT0157",0.0745478146122273
"FT0158",-0.123391172000008
"FT0159",0.0789307262111358
"FT0160",0.493105773865026
"FT0161",0.978775371487722
"FT0162",0.241534128181748
"FT0163",0.159738240895574
"FT0164",0.304856692893546
"FT0165",0.507882254314622
"FT0166",0.517907436646748
"FT0167",0.598809071305541
"FT0168",0.517299077103487
"FT0169",0.24882727648109
"FT0170",0.278694667365015
"FT0171",0.335153518819422
"FT0172",0.449756561600453
"FT0173",0.325739187808491
"FT0174",0.488468545566886
"FT0175",0.180112133703712
"FT0176",0.144989224088634
"FT0177",0.157935730074662
"FT0178",0.495707481662165
"FT0179",0.387201309300728
"FT0180",0.449194526646891
"FT0181",0.327506982940061
"FT0182",0.119408860776559
"FT0183",-0.150464242577535
"FT0184",0.950568652834054
"FT0185",0.00829533356349645
"FT0186",0.145515516452676
"FT0187",0.0504669624842543
"FT0188",0.166764928604999
"FT0189",0.104942134412119
"FT0190",0.0250209736754855
"FT0191",0.677769142400844
"FT0192",-0.148573019056567
"FT0193",-0.0625345919279942
"FT0194",-0.297261075562678
"FT0195",-0.000991949327549996
"FT0196",-0.322325702889505
"FT0197",-0.11717493748918
"FT0198",-0.0228805972566267
"FT0199",0.632753649814799
"FT0200",0.286949462839862
"FT0201",-0.0681693989730971
"FT0202",0.244596826907874
"FT0203",0.189439699702614
"FT0204",0.732762816195819
"FT0205",0.0865254431777996
"FT0206",0.155673420069135
"FT0207",0.177953420686373
"FT0208",-0.374216729580307
"FT0209",-0.141908899611776
"FT0210",-0.31479016199894
"FT0211",-0.282950860582721
"FT0212",0.0108020831647158
"FT0213",0.217584520763226
"FT0214",-0.163200107767305
"FT0215",0.606571077686361
"FT0216",0.363794587358681
"FT0217",-0.159490848368495
"FT0218",-0.130294426898848
"FT0219",-0.436331339125899
"FT0220",-0.357157451556829
"FT0221",-0.0781005563887675
"FT0222",-0.718554878045191
"FT0223",-0.498801779033023
"FT0224",-0.464710875161222
"FT0225",-0.455442486256915
"FT0226",-0.465843678859209
"FT0227",-0.592756575366414
"FT0228",-0.282699463462607
"FT0229",-0.404285201435829
"FT0230",-0.349417078378411
"FT0231",0.237346342107813
"FT0232",0.305871776679881
"FT0233",0.171085342041189
"FT0234",-0.101864242552
"FT0235",0.00823255727887177
"FT0236",0.690171830783976
"FT0237",-0.0217792565639211
"FT0238",0.19669653822389
"FT0239",0.192710634033913
"FT0240",0.288413985110232
"FT0241",0.126061132859284
"FT0242",-0.102526950342648
"FT0243",-0.0467966734637035
"FT0244",-0.131981918977193
"FT0245",0.102137276604275
"FT0246",0.652774970418206
"FT0247",-0.00304505594763021
"FT0248",0.0839049502122227
"FT0249",-0.047834003423572
"FT0250",0.0851622382039342
"FT0251",1.04359980188707
"FT0252",-0.11924160219247
"FT0253",-0.170621830700193
"FT0254",-0.2752908386015
"FT0255",-0.125811188136264
"FT0256",-0.0490824849620309
"FT0257",-0.0269243866973726
"FT0258",-0.234858967465261
"FT0259",-0.230779405827699
"FT0260",0.107765903441921
"FT0261",-0.331906682783524
"FT0262",-0.297059008091355
"FT0263",-0.29730052254406
"FT0264",-0.18589236983256
"FT0265",1.04834665585182
"FT0266",2.18052982449427
"FT0267",1.62057607083479
"FT0268",4.48578026588162
"FT0269",0.821669615553961
"FT0270",1.27950420738821
"FT0271",0.69447443015276
"FT0272",-0.17712357712113
"FT0273",1.1728387115357
"FT0274",4.48578026588162
"FT0275",-0.0764355866591914
"FT0276",-0.152854116703715
"FT0277",-0.0694998974709659
"FT0278",0.672243166009319
"FT0279",-0.0131275596312841
"FT0280",0.206269302559803
"FT0281",1.00969354760013
"FT0282",0.283287627604122
"FT0283",0.251273033492391
"FT0284",0.285837043585364
"FT0285",0.425265197683501
"FT0286",0.395212039571638
"FT0287",0.525429925570776
"FT0288",1.24863154971419
"FT0289",0.242148145103512
"FT0290",0.378240353918209
"FT0291",0.173391644362553
"FT0292",0.34416996009533
"FT0293",0.316770392454119
"FT0294",0.717649917253443
"FT0295",0.275155604590451
"FT0296",-0.0618595189438914
"FT0297",0.733965116759133
"FT0298",-0.133043318777022
"FT0299",-0.00209784371917806
"FT0300",-0.305911758745131
"FT0301",-0.319857963155768
"FT0302",-0.257884142623023
"FT0303",0.734589840888461
"FT0304",1.09577628807117
"FT0305",1.19920826574047
"FT0306",0.647789194873763
"FT0307",-0.0213610956063349
"FT0308",0.21601486410149
"FT0309",0.350027485117887
"FT0310",-0.0225954353632936
"FT0311",-0.0613387840884268
"FT0312",-0.00983694084957972
"FT0313",0.870966802343063
"FT0314",-0.112116071408437
"FT0315",0.278924717256945
"FT0316",-0.0281571703479448
"FT0317",0.023774672336378
"FT0318",0.0473617227622877
"FT0319",0.52974388559707
"FT0320",0.910780649100796
"FT0321",0.199819024825111
