"feature","smp_to_std"
"FT0449",-0.997835091343257
"FT0450",-0.298326986741634
"FT0451",-0.506363629341664
"FT0452",-0.379879930930549
"FT0453",-4.36715947560173
"FT0454",-0.118092288238128
"FT0455",-0.522339281717866
"FT0456",-0.137280455113631
"FT0457",3.53470070265769
"FT0458",-0.212460246519075
"FT0459",-1.82138613235792
"FT0460",-0.196289412119851
"FT0461",-0.615583159696694
"FT0462",-0.238697360843249
"FT0463",-0.946855086787351
"FT0464",-2.70689516618247
"FT0465",-1.52068998711584
"FT0466",-0.696747143719175
"FT0467",3.53470070265769
"FT0468",-4.36715947560173
"FT0469",-4.36715947560173
"FT0470",-4.36715947560173
"FT0471",0.593765738116815
"FT0472",2.05353550886167
"FT0473",0.881443592583804
"FT0474",0.555326483329233
"FT0475",0.873385654807713
"FT0476",1.47196580908875
"FT0477",0.924900311763953
"FT0478",0.297636352939767
"FT0479",1.22595043905229
"FT0480",1.56823429966609
"FT0481",-4.36715947560173
"FT0482",1.17832372828654
"FT0483",3.53470070265769
"FT0484",-4.36715947560173
"FT0485",3.53470070265769
"FT0486",3.53470070265769
"FT0487",3.53470070265769
"FT0488",3.53470070265769
"FT0489",-0.165609011028279
"FT0490",-0.187379142560645
"FT0491",0.615795928211626
"FT0492",-0.0118357125331414
"FT0493",3.53470070265769
"FT0494",3.53470070265769
"FT0495",-4.36715947560173
"FT0496",-4.36715947560173
"FT0497",-4.36715947560173
"FT0498",-4.36715947560173
"FT0499",-4.36715947560173
"FT0500",-4.36715947560173
"FT0501",-4.36715947560173
"FT0502",-0.394059151819858
"FT0503",-0.0822534568342492
"FT0504",0.905057045540262
"FT0505",1.05078510908468
"FT0506",-1.95809116040973
"FT0507",-4.36715947560173
"FT0508",0.365037546017543
"FT0509",-0.175912411621658
"FT0510",-0.0501617649677571
"FT0511",3.53470070265769
"FT0512",3.53470070265769
"FT0513",-4.36715947560173
"FT0514",-4.36715947560173
"FT0515",-4.36715947560173
"FT0516",-4.36715947560173
"FT0517",-0.760456555827502
"FT0518",-0.0202456127483549
"FT0519",-0.53489097139173
"FT0520",0.318078179294994
"FT0521",-1.69282638005573
"FT0522",-1.31393576481572
"FT0523",-0.501940387199481
"FT0524",0.0843461001105553
"FT0525",0.0396079966000584
"FT0526",-0.205199515622034
"FT0527",0.0732656485096259
"FT0528",0.142717004843464
"FT0529",0.333234446167392
"FT0530",3.53470070265769
"FT0531",-4.36715947560173
"FT0532",-4.36715947560173
"FT0533",-0.208315108520725
"FT0534",-4.36715947560173
"FT0535",3.53470070265769
"FT0536",0.308886381508633
"FT0537",3.53470070265769
"FT0538",3.53470070265769
"FT0539",-1.05862392469068
"FT0540",-1.90002492283617
"FT0541",-1.67312784555917
"FT0542",-4.36715947560173
"FT0543",-4.36715947560173
"FT0544",-4.36715947560173
"FT0545",-1.03091589829482
"FT0546",-1.38773452801133
"FT0547",-1.10991777905259
"FT0548",-1.29349827250131
"FT0549",-1.08172511404544
"FT0550",3.53470070265769
"FT0551",-1.05126850763484
"FT0552",3.53470070265769
"FT0553",-0.319491263502956
"FT0554",-0.368885987734165
"FT0555",3.53470070265769
"FT0556",-4.36715947560173
"FT0557",-1.11112556421676
"FT0558",-4.36715947560173
"FT0559",-4.36715947560173
"FT0560",-4.36715947560173
"FT0561",3.53470070265769
"FT0562",0.577195817066094
"FT0563",0.382233431033032
"FT0564",3.53470070265769
"FT0565",0.0904703364846291
"FT0566",0.466685360234362
"FT0567",-0.361456034106095
"FT0568",3.53470070265769
"FT0569",0.296156147072546
"FT0570",0.179259176701825
"FT0571",-0.241344381546441
"FT0572",0.16558368173449
"FT0573",0.0583510194720082
"FT0574",-0.813685657959712
"FT0575",0.231790380442875
"FT0576",-0.0933059365159356
"FT0577",-1.51169650733208
"FT0578",3.53470070265769
"FT0579",0.109385758228389
"FT0580",3.53470070265769
"FT0581",0.73686986111049
"FT0582",0.31766092612142
"FT0583",-0.637264098637044
"FT0584",-0.643300229083131
"FT0585",-0.618602255102264
"FT0586",-0.787823009507328
"FT0587",-0.723873910804448
"FT0588",-4.36715947560173
"FT0589",-1.51253456860925
"FT0590",-4.36715947560173
"FT0591",-4.36715947560173
"FT0592",-4.36715947560173
"FT0593",-0.698285023137701
"FT0594",-0.708016198046061
"FT0595",-4.36715947560173
"FT0596",-0.670695821836676
"FT0597",-0.621372927969458
"FT0598",-4.36715947560173
"FT0599",-1.47136260283129
"FT0600",3.53470070265769
"FT0601",-4.36715947560173
"FT0602",3.53470070265769
"FT0603",3.53470070265769
"FT0604",3.53470070265769
"FT0605",3.53470070265769
"FT0606",3.53470070265769
"FT0607",-4.36715947560173
"FT0608",-4.36715947560173
"FT0609",-4.36715947560173
"FT0610",-4.36715947560173
"FT0611",-4.36715947560173
"FT0612",3.53470070265769
"FT0613",-4.36715947560173
"FT0614",-4.36715947560173
"FT0615",-0.433622591399101
"FT0616",-0.266184943849439
"FT0617",-0.326314649928759
"FT0618",-1.10877186283661
"FT0619",-0.732785257101514
"FT0620",0.21616046193566
"FT0621",-4.36715947560173
"FT0622",3.53470070265769
"FT0623",3.53470070265769
"FT0624",-4.36715947560173
"FT0625",3.53470070265769
"FT0626",3.53470070265769
"FT0627",3.53470070265769
"FT0628",3.53470070265769
"FT0629",3.53470070265769
"FT0630",3.53470070265769
"FT0631",3.53470070265769
"FT0632",3.53470070265769
"FT0633",3.53470070265769
"FT0634",3.53470070265769
"FT0635",3.53470070265769
"FT0636",3.53470070265769
"FT0637",-4.36715947560173
"FT0638",-0.422354377697201
"FT0639",-0.735259075626144
"FT0640",-1.08304338875143
"FT0641",-0.96359353002151
"FT0642",-0.587152651344859
"FT0643",-0.224335577538655
"FT0644",0.409007334861661
"FT0645",0.640162375992825
"FT0646",-1.58503633181752
"FT0647",-4.36715947560173
"FT0648",3.53470070265769
"FT0649",-0.359494851692671
"FT0650",0.112380107340185
"FT0651",-0.643704778110315
"FT0652",-0.0895827930683619
"FT0653",0.489043649659763
"FT0654",-0.180096222709794
"FT0655",3.53470070265769
"FT0656",0.973848605298417
"FT0657",-4.36715947560173
"FT0658",2.13868791441892
"FT0659",-4.36715947560173
"FT0660",-4.36715947560173
"FT0661",-4.36715947560173
"FT0662",3.53470070265769
"FT0663",3.53470070265769
"FT0664",3.53470070265769
"FT0665",3.53470070265769
"FT0666",-0.74470903675438
"FT0667",-0.392900353117307
"FT0668",-0.216986244684397
"FT0669",-0.126144439888473
"FT0670",-0.288614834550352
"FT0671",-0.0576580677724722
"FT0672",-0.062652681313965
"FT0673",-0.388507182012084
"FT0674",-0.0540198294966187
"FT0675",-0.0818269331871299
"FT0676",-0.0542122672317291
"FT0677",-0.0637487595750101
"FT0678",-0.0497927166609951
"FT0679",-0.112053029453682
"FT0680",-0.068141629914424
"FT0681",-0.0599945895783281
"FT0682",-0.0592172909239318
"FT0683",-4.36715947560173
"FT0684",-0.301730934861416
"FT0685",-0.109273114229697
"FT0686",-0.415020253106896
"FT0687",-0.121200122848106
"FT0688",-0.211789041950874
"FT0689",-0.639539079228889
"FT0690",3.53470070265769
"FT0691",-0.459111703410229
"FT0692",-0.0433116512109046
"FT0693",-0.516651653520161
"FT0694",0.137236316084697
"FT0695",-1.2078719257915
"FT0696",-0.876106194583527
"FT0697",-1.50478643614687
"FT0698",-0.746129654438923
"FT0699",-0.184109941362764
"FT0700",-0.355000676355959
"FT0701",-0.274602032782384
"FT0702",-0.622516088038558
"FT0703",-0.11919261765384
"FT0704",-0.0816450154507142
"FT0705",-0.117752655856196
"FT0706",-0.210623205970428
"FT0707",-0.384431274430148
"FT0708",0.0126156412211544
"FT0709",-0.356045357050744
"FT0710",-0.0539786589386023
"FT0711",-0.0560442717764087
"FT0712",-0.227396157910904
"FT0713",-0.0805862176546857
"FT0714",-0.0316666930489443
"FT0715",-0.0381017386220264
"FT0716",-0.21862521082698
"FT0717",-1.09875407021015
"FT0718",3.53470070265769
"FT0719",3.53470070265769
"FT0720",3.53470070265769
"FT0721",3.53470070265769
"FT0722",-0.976644071323671
"FT0723",3.53470070265769
"FT0724",3.53470070265769
"FT0725",3.53470070265769
"FT0726",3.53470070265769
"FT0727",-0.0614890535731149
"FT0728",3.53470070265769
"FT0729",0.138957995486973
"FT0730",-0.302654277452785
"FT0731",-0.730062370213057
"FT0732",-0.443121586398835
"FT0733",-0.0514061663054294
"FT0734",3.53470070265769
"FT0735",3.53470070265769
"FT0736",3.53470070265769
"FT0737",3.53470070265769
"FT0738",3.53470070265769
"FT0739",-0.511957529393011
"FT0740",-4.36715947560173
"FT0741",-3.36715947560173
"FT0742",-4.36715947560173
"FT0743",-1.25804119799835
"FT0744",-0.18899167652035
"FT0745",-4.36715947560173
"FT0746",0.159487103668348
"FT0747",-4.36715947560173
"FT0748",-0.0523801067384531
"FT0749",0.0516700502020515
"FT0750",-4.36715947560173
"FT0751",3.53470070265769
"FT0752",3.53470070265769
"FT0753",0.530480380825704
"FT0754",0.111167479866559
"FT0755",-0.372787207492667
"FT0756",-0.629184322920089
"FT0757",-4.36715947560173
"FT0758",0.255621068389788
"FT0759",0.17782170518342
"FT0760",0.115601702897215
"FT0761",0.204898908372211
"FT0762",0.174895854136808
"FT0763",0.146449126681971
"FT0764",0.246712785111948
"FT0765",-4.36715947560173
"FT0766",3.53470070265769
"FT0767",3.53470070265769
"FT0768",3.53470070265769
"FT0769",0.680909834533066
"FT0770",0.302065276345084
"FT0771",0.31638409197751
"FT0772",0.353000377732575
"FT0773",0.295066815154583
"FT0774",0.245949248337817
"FT0775",0.342840488223415
"FT0776",0.384628907867826
"FT0777",0.0492441367121401
"FT0778",-0.109948106034816
"FT0779",3.53470070265769
"FT0780",3.53470070265769
"FT0781",3.53470070265769
"FT0782",3.53470070265769
"FT0783",-4.36715947560173
"FT0784",0.118581644816904
"FT0785",-0.94378838694823
"FT0786",3.53470070265769
"FT0787",3.53470070265769
"FT0788",3.53470070265769
"FT0789",-4.36715947560173
"FT0790",3.53470070265769
"FT0791",3.53470070265769
"FT0792",3.53470070265769
"FT0793",3.53470070265769
"FT0794",0.537412992939765
"FT0795",0.517101259114434
"FT0796",1.70072784302027
"FT0797",-0.7786377318679
"FT0798",-0.729359847772012
"FT0799",-0.656188475675211
"FT0800",-0.692891216456574
"FT0801",-0.524750776481061
"FT0802",-0.650007792662169
"FT0803",-4.36715947560173
"FT0804",-0.762888105311321
"FT0805",-0.659223879930513
"FT0806",-4.36715947560173
"FT0807",-4.36715947560173
"FT0808",-4.36715947560173
"FT0809",-4.36715947560173
"FT0810",-4.36715947560173
"FT0811",-0.998090528024655
"FT0812",-4.36715947560173
"FT0813",-4.36715947560173
"FT0814",-0.579496444453242
"FT0815",-0.630339870118076
"FT0816",-4.36715947560173
"FT0817",-0.276509004855237
"FT0818",-0.336907356490263
"FT0819",-0.66905200934491
"FT0820",-0.525889677616693
"FT0821",-0.159329320972693
"FT0822",3.53470070265769
"FT0823",3.53470070265769
"FT0824",3.53470070265769
"FT0825",-0.794035223669183
"FT0826",0.247486183879445
"FT0827",-1.31244717500792
"FT0828",-1.68547759574688
"FT0829",-0.947335105410995
"FT0830",0.406271354312698
"FT0831",0.35622232921927
"FT0832",-0.0676165330638379
"FT0833",0.170325835321525
"FT0834",0.0770088240807016
"FT0835",-0.18581791148157
"FT0836",0.199779063184238
"FT0837",-0.849835510358244
"FT0838",3.53470070265769
"FT0839",3.53470070265769
"FT0840",3.53470070265769
"FT0841",-0.991898945629971
"FT0842",-1.19934993072649
"FT0843",0.254175756996225
"FT0844",-0.519218402237695
"FT0845",0.0168007115474022
"FT0846",1.15963298625497
"FT0847",-0.0714286301871192
"FT0848",0.407371290096785
"FT0849",3.53470070265769
"FT0850",-0.58006564872276
"FT0851",-0.281746818566857
"FT0852",-0.127272081263052
"FT0853",-0.123378261809443
"FT0854",-0.453428948673933
"FT0855",-0.878855233952149
"FT0856",-0.2505585239322
"FT0857",3.53470070265769
"FT0858",-0.278791978013003
"FT0859",-0.0392188744114904
"FT0860",-0.0636701743119949
"FT0861",-0.49855047182175
"FT0862",-0.722867784114549
"FT0863",-4.36715947560173
"FT0864",-0.298575346591416
"FT0865",-4.36715947560173
"FT0866",-4.36715947560173
"FT0867",-0.316982667565214
"FT0868",-0.304801109143411
"FT0869",-0.374169447978864
"FT0870",-0.369594801090559
"FT0871",-0.538769716249158
"FT0872",-0.297912654478374
"FT0873",-0.276485599778761
"FT0874",-4.36715947560173
"FT0875",-0.226608635318157
"FT0876",-1.20096749660407
"FT0877",-0.276407208552445
"FT0878",-4.36715947560173
"FT0879",-0.456470578986848
"FT0880",-4.36715947560173
"FT0881",-0.20986949236614
"FT0882",-0.337176736396342
"FT0883",-0.113082217169981
"FT0884",-0.100647540695161
"FT0885",0.0639174153960408
"FT0886",0.127226529590439
"FT0887",-0.63341179594991
"FT0888",0.0926334512051568
"FT0889",0.134478755251874
"FT0890",-3.08500980941194
"FT0891",-4.36715947560173
"FT0892",-0.872962529571982
"FT0893",-0.749595914523061
"FT0894",-4.36715947560173
"FT0895",-4.36715947560173
"FT0896",-4.36715947560173
"FT0897",3.53470070265769
"FT0898",3.53470070265769
"FT0899",0.664055097838218
"FT0900",-4.36715947560173
"FT0901",-4.36715947560173
"FT0902",-4.36715947560173
"FT0903",-4.36715947560173
"FT0904",-4.36715947560173
"FT0905",-4.36715947560173
"FT0906",-4.36715947560173
"FT0907",-0.00652682835815643
"FT0908",0.00388165053559424
"FT0909",0.068611492036821
"FT0910",3.53470070265769
"FT0911",3.53470070265769
"FT0912",3.53470070265769
"FT0913",-0.528210994240789
"FT0914",-0.105864534908066
"FT0915",-0.164215362781393
"FT0916",0.0303507938162379
"FT0917",3.53470070265769
"FT0918",3.53470070265769
"FT0919",-0.0775421379947958
"FT0920",-0.0761399280383284
"FT0921",-0.0583113921863947
"FT0922",0.359455993224762
"FT0923",3.53470070265769
"FT0924",3.53470070265769
"FT0925",3.53470070265769
"FT0926",-0.200735704198708
"FT0927",3.53470070265769
"FT0928",-4.36715947560173
"FT0929",-0.661894751457475
"FT0930",3.53470070265769
"FT0931",3.53470070265769
"FT0932",3.53470070265769
"FT0933",3.53470070265769
"FT0934",3.53470070265769
"FT0935",3.53470070265769
"FT0936",3.53470070265769
"FT0937",3.53470070265769
"FT0938",3.53470070265769
"FT0939",3.53470070265769
"FT0940",3.53470070265769
"FT0941",0.361780492190662
"FT0942",0.207336076847613
"FT0943",0.342269978622794
"FT0944",3.53470070265769
"FT0945",-4.36715947560173
"FT0946",0.257158744353255
"FT0947",0.280985275959521
