"feature","filename","iso_cor","init_area","iso_area"
"FT007","190715_Std_4uMStdsMix1InMatrix_1.mzML",0,16683.5397749632,0
"FT007","190715_Std_4uMStdsMix1InMatrix_2.mzML",0,11553.3082354795,0
"FT007","190715_Std_4uMStdsMix2InH2O_1.mzML",0,13830.370625596,0
"FT007","190715_Std_4uMStdsMix2InH2O_2.mzML",0,9872.94370559044,0
"FT007","190715_Std_4uMStdsMix2InMatrix_2.mzML",0,36507.1023969296,0
"FT007","190715_Std_H2OinMatrix_1.mzML",0,14425.276400432,0
"FT007","190715_Std_H2OinMatrix_2.mzML",0,104028.19713955,0
"FT008","190715_Poo_TruePooFK180310_Full3.mzML",0,39123.8238444887,0
"FT008","190715_Poo_TruePooFK180310_Half2.mzML",0,86108.4044546932,0
"FT008","190715_Poo_TruePooFK180310_Half2.mzML",0,107144.988795802,0
"FT008","190715_Poo_TruePooFK180310_Half2.mzML",0,133511.727822572,0
"FT008","190715_Poo_TruePooFK180310_Half3.mzML",0,112209.759186529,0
"FT008","190715_Poo_TruePooFK180310_Half3.mzML",0,157378.327665821,0
"FT008","190715_Smp_FK180310S62C1-25m_A.mzML",0,63399.6474015415,0
"FT008","190715_Smp_FK180310S62C1-25m_C.mzML",0,41467.3992542103,0
"FT008","190715_Smp_FK180310S62C1-DCM_C.mzML",0,25813.0816239119,0
"FT008","190715_Smp_FK180310S64C1-25m_B.mzML",0,100629.961127095,0
"FT008","190715_Smp_FK180310S77C1-25m_C.mzML",0,58734.4069888368,0
"FT008","190715_Smp_FK180310S77C1-DCM_A.mzML",0,78883.6431156173,0
"FT008","190715_Smp_FK180310S80C1-25m_B.mzML",0,60553.7687224373,0
"FT008","190715_Smp_FK180310S80C1-DCM_C.mzML",0,57694.6815313026,0
"FT008","190715_Std_4uMStdsMix1InMatrix_1.mzML",0,169780.606133327,0
"FT008","190715_Std_4uMStdsMix1InMatrix_1.mzML",0,91116.7720653117,0
"FT008","190715_Std_4uMStdsMix2InMatrix_1.mzML",0,160588.805876374,0
"FT008","190715_Std_4uMStdsMix2InMatrix_1.mzML",0,84165.2780202106,0
"FT008","190715_Std_H2OinMatrix_1.mzML",0,159442.822356522,0
"FT008","190715_Std_H2OinMatrix_1.mzML",0,68656.1125606671,0
"FT008","190715_Std_H2OinMatrix_2.mzML",0,157566.936293691,0
"FT008","190715_Blk_KM1906U14-Blk_C.mzML",0,62909.751677312,0
